date,OT,start_date,end_date,search_fact,report_fact
2012-02-01,499540637,2012-02-01,2012-02-29,"Landslides can occur in all U.S. states and territories.; The United States government has official websites and resources dedicated to disaster preparedness and response, such as Ready.gov and FEMA.gov.; The United States has a framework for managing domestic incidents and disasters, with emergency management handled at the local or state level.; The United States government has official websites and resources dedicated to disaster and emergency planning, response, and mitigation, including pandemic influenza preparedness.; The Federal Emergency Management Agency (FEMA) plays a crucial role in responding to emergencies and natural disasters in the United States.",NA
2012-03-01,429217741,2012-03-01,2012-03-31,"The Federal Emergency Management Agency (FEMA) plays a crucial role in responding to emergencies and natural disasters in the United States.; The United States government provides emergency funding, disaster assistance, and financial aid through various agencies such as FEMA and the Department of Transportation.; The American Red Cross often provides emergency shelters in the event of a disaster, and these shelters must comply with the Americans with Disabilities Act (ADA) to ensure access for all.; The year 2011 saw catastrophic disasters worldwide, including a tornado in Joplin, Missouri, and an earthquake and tsunami in Japan.; The Federal Emergency Management Agency (FEMA) predicts that emergency management and disaster recovery will become growing sectors in the United States.",NA
2012-04-01,230070143,2012-04-01,2012-04-30,"The Federal Emergency Management Agency (FEMA) predicts that emergency management and disaster recovery will become growing sectors in the United States.; Hurricane Katrina caused the greatest disaster in the nation's history.; The United States has a cabinet-level disaster preparedness and emergency response organization, and individual states have their own emergency management offices and websites with guidance on disaster preparedness and response.; The United Nations Expert Group Meeting on Building Inclusive Society focuses on ICT accessibility and inclusion of persons with disabilities in disaster and emergency preparedness and responses.; The Washington State Emergency Resource Guide serves as a comprehensive guide for planning and preparation for floods and other disasters.; The United States has various departments and organizations focused on emergency management and disaster preparedness, such as the Department of Emergency Management at FIU, Arizona Emergency System for Advance Registration of Volunteer Health Professionals, and the Federal Emergency Management Agency (FEMA).",NA
2012-05-01,455211521,2012-05-01,2012-05-31,"The United States has various departments and organizations focused on emergency management and disaster preparedness, such as the Department of Emergency Management at FIU, Arizona Emergency System for Advance Registration of Volunteer Health Professionals, and the Federal Emergency Management Agency (FEMA).; Multnomah County employees can learn how they can become involved in disaster response.; The US Army Corps of Engineers and other US government agencies have been actively involved in emergency preparedness and disaster response efforts, with a focus on employee accountability, safety, and decision-making during emergencies.; The United States Department of Homeland Security is involved in emergency response and disaster relief efforts, and the Federal Emergency Management Agency (FEMA) utilizes eCAPS to support disaster relief and emergency assistance.; The U.S. Army Corps of Engineers is involved in disaster assistance and hurricane season preparation, and has a mission to reduce disaster risk.",NA
2012-06-01,327831864,2012-06-01,2012-06-30,"The U.S. Army Corps of Engineers is involved in disaster assistance and hurricane season preparation, and has a mission to reduce disaster risk.; The United States government has official websites and resources dedicated to disaster management and emergency planning, such as FEMA.gov and USAID.gov.; The organizations mentioned, such as Team Rubicon, Kent County, DEM, Marine Corps Installation Emergency Management, and Oak Grove MO, are involved in emergency management and disaster response.; The Federal Emergency Management Agency (FEMA) is responsible for responding to disasters and emergencies in the United States and providing support to states and territories.; The United States government and various organizations are taking steps to prepare for and respond to disasters, including developing notification systems, conducting humanitarian assistance exercises, and providing mental health services.",NA
2012-07-01,275690508,2012-07-01,2012-07-31,"The United States government and various organizations are taking steps to prepare for and respond to disasters, including developing notification systems, conducting humanitarian assistance exercises, and providing mental health services.; The Stafford Disaster Relief Act of 1988 (PL 100-707) gives the Federal Emergency Management Agency (FEMA) statutory authority for most federal disaster response efforts.; The United States Department of Agriculture (USDA) provides emergency loans and resources for farmers and aquaculturists affected by disasters.; The US Department of Homeland Security's Federal Emergency Management Agency (FEMA) has a Disaster Recovery Center Locator to assist with disaster recovery.; The U.S. Drought Monitor is a weekly map of drought conditions jointly produced by the USDA, NOAA, and the National Drought Mitigation Center.; The United States has experienced various natural disasters and public health emergencies, including Hurricane Katrina, wildfires, and terrorist attacks.",NA
2012-08-01,230807415,2012-08-01,2012-08-31,"The United States has experienced various natural disasters and public health emergencies, including Hurricane Katrina, wildfires, and terrorist attacks.; July 2012 was the hottest month ever recorded for the contiguous United States since records began in 1895.; The American Red Cross provides disaster shelters and has a map to find shelters, which are opened based on emergency plans and the scale of the disaster.; The Illinois Emergency Management Agency has declared a disaster in the state of Illinois due to an unspecified emergency situation.; The US Army Corps of Engineers responds to natural disasters, technological emergencies, national emergencies, and terrorism under the National Response Framework.",NA
2012-09-01,199827798,2012-09-01,2012-09-30,"The US Army Corps of Engineers responds to natural disasters, technological emergencies, national emergencies, and terrorism under the National Response Framework.; The U.S. Army Corps of Engineers' top three priorities in any disaster are: 1. Support immediate emergency response priorities. 2. Sustain lives with critical infrastructure. 3. Support recovery efforts.; The United States government has official websites and resources dedicated to disaster and emergency preparedness, response, and recovery, including the Federal Emergency Management Agency (FEMA) and the Administration for Children and Families (ACF).; The Federal Emergency Management Agency (FEMA) provides disaster information, including major disaster declarations by the President of the United States.; The United States has a National Emergency Preparedness system in place to respond to disasters, and various government agencies and organizations are involved in disaster management and relief efforts.",NA
2012-10-01,390920105,2012-10-01,2012-10-31,"The United States has emergency response systems in place, including the Corps of Engineers, which can provide help during disasters that exceed local capabilities . Emergency is defined as a natural disaster affecting a wide area, such as floods, hurricanes, or earthquakes .; The United States has various programs and initiatives in place for emergency and disaster management, including academic programs, corporate/industrial security, and government agencies.; The United States is prone to disasters and humanitarian crises, with organizations such as Save the Children and the U.S. Army Reserve providing disaster relief and emergency response efforts.; The U.S. president can issue a major disaster declaration upon request from the governor of Alaska, which enables federal assistance in disaster response and recovery.; The United States Federal Emergency Management Agency (FEMA) has a disaster process and disaster aid programs in place to provide emergency aid to families and restore basic public services in the event of a disaster.",NA
2012-11-01,425175749,2012-11-01,2012-11-30,"The United States Federal Emergency Management Agency (FEMA) has a disaster process and disaster aid programs in place to provide emergency aid to families and restore basic public services in the event of a disaster.; Objective facts about the Climate and Disaster situation:
The State Emergency Management Agency works with many government and voluntary agencies to prepare for earthquakes, which provide no advance warning. 
The Federal Emergency Management Agency (FEMA) declares major disasters and provides notice to the affected states. 
The Stafford Act requires the governor of a state to declare an emergency before federal troops can be deployed for disaster assistance.; The U.S. Department of Defense and Federal Emergency Management Agency (FEMA) are involved in national disaster and emergency management.; The U.S. Army Corps of Engineers is involved in emergency management and disaster relief efforts, with various districts and facilities dedicated to this mission.; Federal Emergency Management Agency (FEMA) provides disaster assistance payments to state and local governments affected by a disaster.",NA
2012-12-01,1166233211,2012-12-01,2012-12-31,"Federal Emergency Management Agency (FEMA) provides disaster assistance payments to state and local governments affected by a disaster.; Objective facts about the Climate and Disaster situation:
The Federal Emergency Management Agency (FEMA) has declared an emergency in Virginia, and Hazard Mitigation Grant has been provided. 
The U.S. Department of the Interior has provided a fact sheet on Hurricane Sandy, which includes information on disaster assistance and response.; The USGS Emergency Operations aims to provide rapid access to timely, accurate, and relevant geospatial imagery and products for disaster response.; The Federal Emergency Management Agency (FEMA) is involved in emergency response and disaster management in the United States.; The United States government has various agencies and departments dedicated to emergency management and disaster response, such as the Federal Emergency Management Agency (FEMA) and the U.S. Army Corps of Engineers.; The US Federal Emergency Management Agency (FEMA) is the primary organization for preparedness and response to federal level disasters in the United States.",NA
2013-01-01,1154300424,2013-01-01,2013-01-31,"The US Federal Emergency Management Agency (FEMA) is the primary organization for preparedness and response to federal level disasters in the United States.; The American Red Cross provides community disaster education and immediate mobilization of people and resources for disasters.; Objective facts about the Climate and Disaster situation:
The Disaster Service Worker Program excludes public employees who are not citizens of the United States. 
The Federal Emergency Management Agency (FEMA) provides resources for reducing risk to natural hazards.; The United States has various organizations and agencies that provide emergency response and disaster relief services, such as UNICEF, ShelterBox USA, Hulcher Services, Inc., and USAID.; The Robert T. Stafford Disaster Relief and Emergency Assistance Act authorizes the President (FEMA per Executive Order 12673) to provide assistance in emergency situations.",NA
2013-02-01,343375537,2013-02-01,2013-02-28,"The Robert T. Stafford Disaster Relief and Emergency Assistance Act authorizes the President (FEMA per Executive Order 12673) to provide assistance in emergency situations.; The United States has various awareness events and initiatives to promote disaster preparedness and emergency management, such as Lightning Awareness Week and America Saves - Emergency Disaster Budget.; The County Emergency Management Coordinator in Lampasas County, Texas provides an Action Checklist for items to do before a disaster.; The United States Government has established a system to prevent, prepare for, respond to, and recover from terrorist attacks, major disasters, and other emergencies.; The Federal Emergency Management Agency (FEMA) plays a key role in responding to disaster or emergency situations in the United States.",NA
2013-03-01,434795654,2013-03-01,2013-03-31,"The Federal Emergency Management Agency (FEMA) plays a key role in responding to disaster or emergency situations in the United States.; The United States has a system in place for emergency relief programs, where states can apply for funding within two calendar years of a disaster.; The Stafford Disaster Relief and Emergency Assistance Act (Stafford Act) authorizes the President to provide assistance to State and local governments to support emergency preparedness and response.; The US Department of Defense has a Federal Response Plan for emergency public works and engineering assistance following disasters.; The United States experiences various natural disasters and emergencies, which can lead to major disaster or emergency declarations by the federal government.",NA
2013-04-01,1857509275,2013-04-01,2013-04-30,"The Stafford Disaster Relief and Emergency Assistance Act (Stafford Act) is a federal law that provides assistance to states and local governments during disasters and emergencies.; The United States Department of Commerce and the National Weather Service emphasize the importance of personal disaster preparedness, including creating a disaster supplies kit and staying informed about emergency situations.; There is no direct mention of climate-related information in the provided search results. The results primarily focus on emergency management, disaster response, and preparedness.; The Stafford Act is a federal law that provides disaster relief and emergency assistance to affected areas in the United States.; The Stafford Disaster Relief and Emergency Assistance Act states that all requests for a declaration by the President that a major disaster exists shall be made by the Governor of the affected state.",NA
2013-05-01,513908759,2013-05-01,2013-05-31,"The Stafford Disaster Relief and Emergency Assistance Act states that all requests for a declaration by the President that a major disaster exists shall be made by the Governor of the affected state.; The United States has experienced severe disasters, including hurricanes, which have resulted in significant damage and loss of life.; The American Red Cross responds to an emergency every 8 minutes, and donations will benefit Red Cross Disaster Relief, including wildfires in Hawaii.; The United States has experienced various disasters, including hurricanes, tornadoes, and flooding, which have resulted in significant loss of life and property damage.; The Federal Emergency Management Agency (FEMA) helps young people prepare for disasters and emergencies.",NA
2013-06-01,482815923,2013-06-01,2013-06-30,"The Federal Emergency Management Agency (FEMA) helps young people prepare for disasters and emergencies.; The U.S. Army Corps of Engineers has an Emergency Operations office that focuses on flood control, national response framework, and infrastructure assessment to mitigate disaster risk.; The term ""community resilience"" is relatively new to emergency preparedness, but emerging operational frameworks embrace many of its core components.; The Chernobyl nuclear power plant accident occurred on April 26, 1986, and was a sudden surge of power during a reactor test.; The California Governor's Office of Emergency Services provides resources for disaster mitigation, preparedness, response, and recovery, including training for state and local government agencies.",NA
2013-07-01,417238381,2013-07-01,2013-07-31,"The State Health Officer and/or the Governor of Louisiana have the authority to respond to emergency/disaster situations through the State EOC as part of the Emergency Support Function.; The USAID supports interventions including emergency food assistance in Yemen, a country facing a crisis.; Flash floods are the; The United States Federal Emergency Management Agency (FEMA) provides resources and training for emergency preparedness and disaster response.; The U.S. government has official websites that provide information on disaster preparedness and response, including infant feeding during disasters, psychological first aid, and food safety during emergencies.",NA
2013-08-01,467431391,2013-08-01,2013-08-31,"The U.S. government has official websites that provide information on disaster preparedness and response, including infant feeding during disasters, psychological first aid, and food safety during emergencies.; The U.S. Department of Defense is involved in National Emergencies and Major Presidentially Declared Disasters, and the Federal Emergency Management Agency (FEMA) provides resources for disaster preparedness and response.; The United States government has organizations and resources in place to respond to disasters and emergencies, including the CDC, Department of Defense, and FEMA.; The Federal Emergency Management Agency (FEMA) is a US government agency tasked with disaster mitigation, preparedness, response, and recovery planning.; The Village of La Grange, IL has an Emergency Operations Plan in place to ensure readiness for disasters and emergencies.",NA
2013-09-01,473160466,2013-09-01,2013-09-30,"The Village of La Grange, IL has an Emergency Operations Plan in place to ensure readiness for disasters and emergencies.; The United States government has various agencies and programs in place to prepare for and respond to emergencies and disasters, including the Disaster Relief Appropriations Act and the Public Transportation Emergency Relief Program.; The United States has various organizations and strategies in place to respond to emergencies and disasters, including the Federal Emergency Management Agency (FEMA), the National Voluntary Organizations Active in Disasters (NVOAD), and the use of social media for emergency response.; The United States has been experiencing various disaster events, including hurricanes, fires, and floods, which have led to emergency declarations and responses from local, state, and federal agencies.; The South Carolina National Guard is working with the Colombian military as part of the State Partnership Program, focusing on humanitarian assistance and disaster relief.; The United States has various disaster response systems and plans in place, including the National Disaster Medical System, to provide medical care during disasters or public health emergencies.",NA
2013-10-01,212735257,2013-10-01,2013-10-31,"The United States has various disaster response systems and plans in place, including the National Disaster Medical System, to provide medical care during disasters or public health emergencies.; The United States has experienced disasters and emergencies, including floods, which have led to declarations of states of emergency and major disasters by the President and governors of affected states.; The United States continues to face various disasters, including natural disasters and pandemics, which can lead to food insecurity and other crises.; The United States Army Corps of Engineers has received accreditation with the Emergency Management Accreditation Program for its Wilmington District.; The Federal Emergency Management Agency (FEMA) is responsible for disaster management in the United States.",NA
2013-11-01,600629269,2013-11-01,2013-11-30,"The Federal Emergency Management Agency (FEMA) is responsible for disaster management in the United States.; Disasters and Mass Casualty Incidents (MCI) occur without warning and in a wide scope of locations, and each disaster is different.; Floods are one of the most common hazards in the United States.; The United States has been conducting disaster management exchanges with China, including a joint exercise with the Federal Emergency Management Agency and the People's Liberation Army.; The United States has a government emergency response mechanism for international disasters, which includes the State Department's Crisis Response unit.",NA
2013-12-01,152329230,2013-12-01,2013-12-31,"The United States has a government emergency response mechanism for international disasters, which includes the State Department's Crisis Response unit.; The Salvation Army provides emergency disaster services to Hawaiian and Pacific Islands Division.; The Stafford Disaster Relief and Emergency Assistance Act is a U.S. federal law that provides federal disaster assistance for state and local governments in the event of a disaster.; Objective facts about the Climate and Disaster situation:
Various counties in the United States, such as Parker County, TX, Butte County, CA, and Amador County, CA, have emergency management plans and offices in place to prepare for and respond to disasters.; The term ""disaster"" refers to a sudden event, such as an accident or a natural catastrophe, that causes widespread destruction or loss of life.; The United States government has guidelines and resources in place for disaster assistance, emergency management, and hazard mitigation planning.",NA
2014-01-01,213145551,2014-01-01,2014-01-31,"The United States government has guidelines and resources in place for disaster assistance, emergency management, and hazard mitigation planning.; The Stafford Disaster Relief and Emergency Assistance Act (the “Stafford Act”) is a federal law that provides assistance to states affected by disasters.; Georgia has a history of natural disasters, including a 1993 blizzard that affected 70% of the state and led to a Federal Disaster Declaration.; The Humane Society of the United States provides disaster preparedness information.; The United States has a history of natural disasters, with hazards such as hurricanes and famines affecting the country.",NA
2014-02-01,322886822,2014-02-01,2014-02-28,"The United States has a history of natural disasters, with hazards such as hurricanes and famines affecting the country.; The United States has a National Health Security Strategy and a National Emergency Management system in place to respond to disasters and public health emergencies.; The United States has a robust emergency management system in place, with various government agencies and organizations, such as the Federal Emergency Management Agency (FEMA), the American Red Cross, and state-level emergency management divisions, working together to prepare for and respond to disasters.; The National Disaster Management Authority in India has established Emergency Operation Centers, Civil Defence, and Fire Services at the State and District levels to manage disasters.; Last year, there were seven weather and climate disaster events across the United States with losses exceeding $1 billion each.",NA
2014-03-01,251718615,2014-03-01,2014-03-31,"Last year, there were seven weather and climate disaster events across the United States with losses exceeding $1 billion each.; Floods are a common disaster hazard in the United States, with flash floods being particularly dangerous.; The United States government has guidelines and regulations in place for emergency management and disaster preparedness, response, and recovery, such as PPD-8 and the Tampere Convention.; The United States government has an official website dedicated to emergency management, which supports emergency-related services, including preparing first responders and emergency response efforts.; Objective facts about the Climate and Disaster situation:
The term ""disaster"" refers to any natural, technological, or man-made event that causes harm to people, property, or the environment.; The United States government has official websites and plans in place for emergency and disaster management, including the U.S. Department of Labor and the Minnesota Department of Public Safety.",NA
2014-04-01,342495117,2014-04-01,2014-04-30,"The United States government has official websites and plans in place for emergency and disaster management, including the U.S. Department of Labor and the Minnesota Department of Public Safety.; The US government has provided emergency special permits to facilitate disaster relief efforts, such as the Williams Gas Pipeline for Hurricane Relief.; The Livestock Indemnity Program (LIP) and Tree Assistance Program (TAP) are disaster assistance programs provided by the US government to help farmers and ranchers recover from natural disasters.; The United States has various emergency management departments and systems in place to prepare for and respond to disasters, such as the National Disaster Medical System and Task Force-51.; The U.S. Army Corps of Engineers provides emergency response and disaster relief assistance to federal, state, and local agencies.",NA
2014-05-01,420205453,2014-05-01,2014-05-31,"The U.S. Army Corps of Engineers provides emergency response and disaster relief assistance to federal, state, and local agencies.; The U.S. Department of State provides a service for U.S. nationals to enroll in the Smart Traveler Enrollment Program (STEP) to receive important safety and security updates about the country they plan to visit, and for evacuation coordination in case of an emergency.; The U.S. Army Corps of Engineers, U.S. Air Force, and other government agencies have emergency procedures in place to respond to natural disasters and catastrophic failures.; The United States government has official websites and resources dedicated to disaster preparedness, response, and recovery, such as FEMA.gov and USDA.gov.; The National Response Framework developed by the Federal Emergency Management Agency (FEMA) guides current disaster response in the US.",NA
2014-06-01,478119718,2014-06-01,2014-06-30,"The National Response Framework developed by the Federal Emergency Management Agency (FEMA) guides current disaster response in the US.; Newly arriving refugees are among the most vulnerable populations during a disaster in the United States due to language barriers.; Objective facts about the Climate and Disaster situation: 
NA; The United States government has emergency preparedness and response plans in place to respond to disasters within 1-2 hours of notification.; The United States government and various state governments have emergency management and disaster response plans in place, including training programs for healthcare professionals and emergency responders.; The U.S. Army Corps of Engineers has emergency operations and disaster impact models to prepare for and respond to disasters.",NA
2014-07-01,466652528,2014-07-01,2014-07-31,"The U.S. Army Corps of Engineers has emergency operations and disaster impact models to prepare for and respond to disasters.; The United States government has official websites and resources dedicated to emergency preparedness, response, and disaster management, such as FEMA, CDC, and ACF.; The majority of disasters identified (78%) occurred in the United States.; The United States has experienced various natural and human-made disasters, and organizations such as American Humane and the U.S. Department of Health and Human Services are involved in disaster response and emergency management.; The Fukushima Nuclear Accident has led to recommendations for the nuclear industry and emergency management organizations in the United States to assess the balance of resources and risks.",NA
2014-08-01,2356335470,2014-08-01,2014-08-31,"The Fukushima Nuclear Accident has led to recommendations for the nuclear industry and emergency management organizations in the United States to assess the balance of resources and risks.; The United States has experienced various climate and disaster-related events, including hurricanes, flooding, and power outages, resulting in presidential disaster declarations.; The Federal Emergency Management Agency (FEMA) declared disasters in 2012, and there were state-specific disaster declarations and emergency responses.; The United States has a Federal Emergency Management Agency (FEMA) that declares federal disasters and emergencies, and works with state and local governments to respond to them.; The United States government has various agencies and officials responsible for disaster response and preparedness, including the Department of Defense, Federal Emergency Management Agency (FEMA), and state governments.",NA
2014-09-01,1107916667,2014-09-01,2014-09-30,"Objective facts about the Climate and Disaster situation: 
A state of emergency is not required under the Stafford Act to receive a Major Disaster Declaration from the President of the United States.; The County of San Diego Office of Emergency Services is accredited with the Emergency Management Accreditation Program.; The United States has various emergency management systems and protocols in place at the state and local levels to prepare for and respond to disasters, including child care providers being advised to follow state and local emergency communications.; The USDA Emergency Food Assistance Program supports disaster victims, and the United States government has various agencies and programs in place for disaster preparedness and response.; The United States government has official websites and resources dedicated to disaster management and emergency operations, such as FEMA.gov and kyem.ky.gov.",NA
2014-10-01,178767566,2014-10-01,2014-10-31,"The United States government has official websites and resources dedicated to disaster management and emergency operations, such as FEMA.gov and kyem.ky.gov.; The Disaster Science and Management Program at LSU offers undergraduate programs in the Department of Geography and Anthropology.; The United States has a history of federal disaster policy, with legislation and programs in place to respond to emergencies and disasters.; The Robert T. Stafford Disaster Relief and Emergency Assistance Act authorizes the Federal Emergency Management Agency (FEMA) to provide disaster assistance.; The US Department of Health and Human Services can waive sanctions and penalties against healthcare providers in emergency or disaster situations if the President declares an emergency or disaster and the Secretary declares a public health emergency.",NA
2014-11-01,849415299,2014-11-01,2014-11-30,"The US Department of Health and Human Services can waive sanctions and penalties against healthcare providers in emergency or disaster situations if the President declares an emergency or disaster and the Secretary declares a public health emergency.; The United States has various emergency management systems and plans in place to respond to disasters, including the Federal Emergency Management Agency (FEMA) and the National Incident Management System (NIMS).; The United States has a well-established emergency management system, with FEMA playing a key role in disaster declaration and response.; Objective facts about the Climate and Disaster situation: 
Disasters are not constrained by borders, and emergency response must be coordinated across borders. 
Hazus is a nationally applicable standardized methodology developed by the Federal Emergency Management Agency (FEMA) for pre-disaster planning.; The United States government has laws and regulations in place to address public health emergencies and disasters, including the Public Health Service Act and the Robert T. Stafford Disaster Relief and Emergency Assistance Act.",NA
2014-12-01,287064345,2014-12-01,2014-12-31,"The United States has various organizations and resources dedicated to disaster management and emergency response, such as the Federal Emergency Management Agency (FEMA), the National Disaster Education Coalition (NDEC), and the State Emergency Operations Plan.; The Stafford Disaster Relief and Emergency Assistance Act is a federal funding mechanism to provide assistance in disaster relief and emergency situations.; The U.S. Department of Transportation provides federal assistance for disaster-damaged federal-aid highways through the ER Program administered by the FHWA.; Objective facts about the Climate and Disaster situation:
The U.S. Army Corps of Engineers North Atlantic Division completed 25 emergency beach repair projects authorized after Hurricane Sandy. 
The Disasters Emergency Committee (DEC) appeal for the tsunami received £392m in public donations, the highest tally from a single appeal since its inception.; The United States has various agencies and organizations involved in disaster response and management, including FEMA, USAID, and the National Fire Protection Association.",NA
2015-01-01,342224783,2015-01-01,2015-01-31,"The United States has various agencies and organizations involved in disaster response and management, including FEMA, USAID, and the National Fire Protection Association.; The Texas Attorney General's office has warned about disaster and emergency scams, and provided guidance on how to spot and report price gouging.; Objective facts about the Climate and Disaster situation: 
The number of natural and man-made disasters has increased in the United States over the past several decades.; The United States government has various agencies and offices responsible for disaster response and emergency management, including the Federal Emergency Management Agency (FEMA), the United States Public Health Service (USPHS), and state emergency management offices.; The Alabama State Emergency Operations Plan includes managing the Agriculture Emergency Operations Center and establishing disaster animal shelters.",NA
2015-02-01,232148864,2015-02-01,2015-02-28,"The Alabama State Emergency Operations Plan includes managing the Agriculture Emergency Operations Center and establishing disaster animal shelters.; The USA has a framework for emergency relief and disaster response, with resources available for states and transit agencies to respond to declared disasters and emergencies.; The United States is prone to disasters and has measures in place for emergency management and response, including the Federal Emergency Management Agency (FEMA) and state-specific agencies.; The State Water Resources Control Board Division of Drinking Water trains and exercises Emergency Response Plans with planning partners, including business recovery plans, to prepare for disaster events or scenarios.; The United States government has official websites and resources dedicated to emergency preparedness and response, such as HHS.gov and FEMA.gov, which provide guidance on disaster relief and assistance administration.",NA
2015-03-01,304184257,2015-03-01,2015-03-31,"The United States government has official websites and resources dedicated to emergency preparedness and response, such as HHS.gov and FEMA.gov, which provide guidance on disaster relief and assistance administration.; The United States has a system of disaster management in place, with agencies like FEMA and state-specific emergency management agencies, to respond to disasters and emergencies.; The Stafford Disaster Relief and Emergency Assistance Act (Stafford Act) is a federal law that provides assistance to states and local governments in response to disasters and emergencies.; The U.S. Army Corps of Engineers is prepared to provide immediate and effective response and assistance during emergencies and disasters.; The United States Federal Emergency Management Agency (FEMA) plays a crucial role in disaster management and provides funding for disaster preparedness and response.; Missouri has received 40 federal major disaster declarations since 1990, making it a disaster-prone state.",NA
2015-04-01,730141897,2015-04-01,2015-04-30,"Missouri has received 40 federal major disaster declarations since 1990, making it a disaster-prone state.; California has a Disaster Assistance Act that provides federal public assistance programs in response to a Presidential Major Disaster or Emergency Declaration.; The President of the United States has the authority to declare an emergency or major disaster, and all requests for such declarations must be made by the governor of the affected state.; The Government of Nepal has declared a state of emergency and requested international assistance due to the Nepal Earthquake.; The United States has laws and programs in place to prepare for and respond to disasters, such as the Emergency Planning and Community Right-to-Know Act (EPCRA) and the Federal Emergency Management Agency (FEMA) Individuals and Households Program.",NA
2015-05-01,389089245,2015-05-01,2015-05-31,"The United States has laws and programs in place to prepare for and respond to disasters, such as the Emergency Planning and Community Right-to-Know Act (EPCRA) and the Federal Emergency Management Agency (FEMA) Individuals and Households Program.; The US Department of Labor provides guidance on employee rights during emergencies and disasters.; The U.S. Department of Education is involved in emergency management planning efforts for schools.; The United States has a mandated emergency response coordination system, and colleges are preparing for natural disasters and emergencies.; The United States has a unified national response to disasters and emergencies, which involves various government agencies and organizations, including FEMA, the U.S. Army Corps of Engineers, and the National Guard.",NA
2015-06-01,638821638,2015-06-01,2015-06-30,"The United States has various government agencies and programs in place to prepare for and respond to disasters and emergencies, such as the Federal Emergency Management Agency (FEMA) and the National Emergency Management Agency (NEMA).; According to the 2013 American Housing Survey, U.S. residents were asked how prepared they are for disasters, but the results are not specified.; In 2013, there were 62 Presidentially Declared Major Disasters in the United States.; The United States has various disaster designation and declaration systems, including USDA Secretarial disaster designation, Presidential major disaster and Presidential emergency declarations, and FSA emergency loans.; The United States government has official websites and agencies dedicated to disaster preparedness and response, such as USAGov and FEMA.",NA
2015-07-01,1264843775,2015-07-01,2015-07-31,"The United States government has official websites and agencies dedicated to disaster preparedness and response, such as USAGov and FEMA.; The United States government has official websites that provide information on emergency management and disaster response, including the CDC, Navy, and state government websites.; The US Department of Defense provides financial assistance to support State and local emergency assistance and disaster response efforts.; The State of Florida has a comprehensive emergency management plan in place to deal with disasters, which includes plans and procedures for emergency response.; The United States has emergency management agencies and organizations at the federal, state, and local levels that work together to prepare for and respond to disasters and emergencies.",NA
2015-08-01,389455025,2015-08-01,2015-08-31,"The United States has emergency management agencies and organizations at the federal, state, and local levels that work together to prepare for and respond to disasters and emergencies.; The US Department of Agriculture, Farm Service Agency, offers disaster assistance for agriculture impact in a State.; The United States Fire Administration, the National Wildfire Coordinating Group, and the United States Department of Agriculture are involved in emergency management and incident response.; The State of Alaska Division of Homeland Security and Emergency Management's (DHS&EM) Disaster Assistance Section coordinates state and federal resources to support disaster response and recovery efforts.; The United States experienced a devastating hurricane, Katrina, in 2005, which led to the largest emergency disaster response by The Salvation Army, with generous donations totalling $382 million.; Objective facts about the Climate and Disaster situation: 
The United States has experienced severe storms and flooding in recent years, such as Hurricane Katrina, which ravaged coastal areas of the Southeastern United States.",NA
2015-09-01,344370606,2015-09-01,2015-09-30,"Objective facts about the Climate and Disaster situation: 
The United States has experienced severe storms and flooding in recent years, such as Hurricane Katrina, which ravaged coastal areas of the Southeastern United States.; The United States has a disaster declaration process in place, which was codified in 1988 in the Stafford Disaster Relief and Emergency Assistance Act.; The National Preparedness Goal aims to support Response and Recovery efforts in the wake of emergency or major disaster declarations.; The Stafford Act outlines the programs and processes for federal disaster and emergency assistance to local, state, tribal, and territorial governments.; The United States has experienced a significant number of major disasters, with FEMA declaring multiple disasters since Hurricane Katrina.",NA
2015-10-01,362042644,2015-10-01,2015-10-31,"The United States has experienced a significant number of major disasters, with FEMA declaring multiple disasters since Hurricane Katrina.; The United States has mechanisms in place for emergency declarations and disaster response, including tribal flood emergency declarations and local state of emergency disaster declarations.; The Master's in Emergency and Disaster Management/Homeland Security program aims to prepare students for leadership roles in protecting the US from disasters and emergencies.; The Federal Emergency Management Agency (FEMA) has made progress in emergency management, but the long-term recovery phase of disaster places the most severe financial strain on local or state government and damage to public facilities and infrastructure.; The state and federal governments declare disasters and emergencies, which can affect employee compensation and response efforts.",NA
2015-11-01,1500986724,2015-11-01,2015-11-30,"The state and federal governments declare disasters and emergencies, which can affect employee compensation and response efforts.; The United States government has official websites and departments dedicated to emergency management, response, and recovery for declared emergencies and disasters.; The United States government has various agencies and programs in place to prepare for and respond to disasters, such as FEMA, CERT, and the National Disaster Preparedness Training Center.; Emergency management continually evolves to meet the needs of people in disasters and emergencies. The United States Department of Justice is beginning a new initiative to improve emergency management.; The Robert T. Stafford Disaster Relief and Emergency Assistance Act defines disaster and emergency in the United States .; Objective facts about the Climate and Disaster situation:
The United States government has various agencies and programs in place to respond to disasters and emergencies, such as the Federal Highway Administration's Emergency Relief for Federally Owned Roads (ERFO) program, the U.S. Environmental Protection Agency's (EPA) emergency fuel waivers, and the Federal Communications Commission's (FCC) emergency communications systems.",NA
