date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK,search_fact,report_fact
2012-07-16,2012-07-16,2012-07-22,National,X,2012,30,0.949257,0.915356,1752,975,X,1721,372,283,5103,1250,557488,2012-30,The Centers for Disease Control and Prevention (CDC) states that influenza and invasive pneumococcal disease kill more people in the United States each year.,NA
2012-07-23,2012-07-23,2012-07-29,National,X,2012,31,0.978903,0.952548,1728,1050,X,1706,408,267,5159,1240,541600,2012-31,The 2010-2011 influenza vaccines in the US were moderately effective in preventing medically attended influenza.,NA
2012-07-30,2012-07-30,2012-08-05,National,X,2012,32,0.925024,0.916661,1660,989,X,1718,375,284,5026,1248,548294,2012-32,"The United States has experienced outbreaks of avian influenza in New England harbor seals, and there are various strains of the avian influenza virus.",NA
2012-08-06,2012-08-06,2012-08-12,National,X,2012,33,0.848456,0.901787,1721,986,X,1755,357,232,5051,1238,560110,2012-33,"In the United States, influenza accounts for up to 200,000 hospitalizations and 36,000 excess deaths annually.",NA
2012-08-13,2012-08-13,2012-08-19,National,X,2012,34,1.04451,1.03315,2098,1194,X,2128,425,296,6141,1238,594395,2012-34,"Influenza A(H1N1)pdm09 virus has been detected in healthy show pigs in the United States, and swine workers may be at increased risk of infection with zoonotic influenza virus.",NA
2012-08-20,2012-08-20,2012-08-26,National,X,2012,35,1.0986,1.05238,1958,1305,X,2335,443,277,6318,1238,600354,2012-35,"Objective facts about the Pulic Health and FLU situation:
The first laboratory confirmed infection with A(H1N1)pdm09 influenza was detected on 18 June 2009 in a student returning from the United States. 
Influenza A virus and Influenza B virus are common causes of community-acquired pneumonia in the United States. 
Vaccination of individuals who are at risk for complications from influenza and invasive pneumococcal disease is a vital public health strategy.",NA
2012-08-27,2012-08-27,2012-09-02,National,X,2012,36,1.22071,1.12713,1886,1317,X,2294,481,318,6296,1242,558585,2012-36,"Objective facts about the Pulic Health and FLU situation: 
A study in Tennessee, USA, found that influenza and RSV infections had a significant impact on nursing home residents. 
Influenza A (H3N2)v virus has been detected in the United States, with genes from human, avian, and swine origins. 
In the United States, influenza rarely affects the lower respiratory tract. 
Variant influenza viruses have been reported in the United States since 2005. 
As of August 28, 2012, 1,590 human cases of West Nile virus disease were reported in the United States.",NA
2012-09-03,2012-09-03,2012-09-09,National,X,2012,37,1.24976,1.1866,2176,1408,X,2870,513,415,7382,1252,622114,2012-37,Influenza A virus infection induces the production of influenza-specific antibodies and activates the innate immune response.,NA
2012-09-10,2012-09-10,2012-09-16,National,X,2012,38,1.22892,1.21415,2295,1530,X,2972,511,348,7656,1268,630563,2012-38,"The Centers for Disease Control and Prevention (CDC) has a division dedicated to influenza, and it is based in Atlanta, GA, USA.",NA
2012-09-17,2012-09-17,2012-09-23,National,X,2012,39,1.29393,1.25198,2421,1546,X,2867,575,398,7807,1248,623572,2012-39,The influenza A H5N1 virus is a continuous threat to humans.,NA
2012-09-24,2012-09-24,2012-09-30,National,X,2012,40,1.23034,1.20559,2773,1814,X,3691,702,415,9395,1932,779285,2012-40,The total financial burden of seasonal influenza infection in the USA amounts to $10.4 billion a year.,NA
2012-10-01,2012-10-01,2012-10-07,National,X,2012,41,1.3278,1.31929,2960,1957,X,4007,745,489,10158,1940,769959,2012-41,"The 2009 pandemic influenza A (H1N1) virus infection was associated with pediatric deaths in the United States, with surveillance from April to August 2009.","The proportion of outpatient visits for influenza-like illness (ILI) was 1.2%, which is below the national baseline of 2.2%."
2012-10-08,2012-10-08,2012-10-14,National,X,2012,42,1.33995,1.32737,3202,1902,X,4233,760,488,10585,1968,797444,2012-42,"Objective facts about the Pulic Health and FLU situation:
The United States has reported cases of influenza infections, including H3N2v viruses, with a total of 306 infections reported in ten states from July 12 through October 4, 2012 . Research on influenza virus, including H5N1, is being conducted in the United States, with funding from the National Institute of Allergy and Infectious Diseases .","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
* During week 41 (October 7-13, 2012), influenza activity remained low in the United States. 
* The proportion of outpatient visits for influenza-like illness (ILI) was 1.1%, which is below the national baseline of 2.2%. 
* All 10 regions reported a proportion of outpatient visits for ILI below their region-specific baseline levels."
2012-10-15,2012-10-15,2012-10-21,National,X,2012,43,1.37842,1.36688,3346,2012,X,4268,771,516,10913,1958,798388,2012-43,"In the United States, influenza is responsible for 20–40 million outpatient visits, 330,000 hospitalizations, and 40,000 deaths annually.","During week 42, the proportion of outpatient visits for influenza-like illness (ILI) was 1.2%, which is below the national baseline of 2.2%."
2012-10-22,2012-10-22,2012-10-28,National,X,2012,44,1.50085,1.50535,3326,2032,X,4422,797,484,11061,1929,734781,2012-44,"In the 2010-11 influenza season, influenza vaccination coverage among pregnant women in the United States was reported.","The proportion of outpatient visits for influenza-like illness (ILI) was 1.1%, which is below the national baseline of 2.2%."
2012-10-29,2012-10-29,2012-11-04,National,X,2012,45,1.65163,1.61273,3733,2330,X,5145,925,541,12674,1974,785871,2012-45,"Influenza virus infection can cause respiratory outbreaks, and negative rapid influenza diagnostic test (RIDT) results do not exclude influenza virus infection as a cause of a respiratory outbreak.","The proportion of outpatient visits for influenza-like illness (ILI) was 1.3%, which is below the national baseline of 2.2%."
2012-11-05,2012-11-05,2012-11-11,National,X,2012,46,1.76746,1.75208,4034,2569,X,5526,897,597,13623,1966,777534,2012-46,Influenza virus infection is a significant global public health problem.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
The proportion of outpatient visits for influenza-like illness (ILI) was 1.4%, which is below the national baseline of 2.2%."
2012-11-12,2012-11-12,2012-11-18,National,X,2012,47,2.30609,2.33365,4651,2824,X,5387,1105,683,14650,1968,627772,2012-47,"Influenza virus infection can induce Type I interferon, which plays a crucial role in the host's antiviral response.",NA
2012-11-19,2012-11-19,2012-11-25,National,X,2012,48,2.16324,2.2268,5102,3950,X,7018,1498,953,18521,2006,831730,2012-48,"Objective facts about the Pulic Health and FLU situation:
Influenza A(H1N1)pdm09 virus infection can suppress RIG-I initiated innate immune responses . 
Influenza viral infection can occur among pigs in the north-central United States . 
Influenza virus neuraminidases with reduced enzymatic activity can be developed . 
Influenza viruses were detected in Nigeria from 2009-2010 . 
Influenza is a significant public health concern, with an estimated 40,000 cases and over 4,000 deaths annually in the U.S. .","The proportion of outpatient visits for influenza-like illness (ILI) was 2.2%, which is at the national baseline of 2.2%."
2012-11-26,2012-11-26,2012-12-02,National,X,2012,49,2.83038,2.97657,6486,4672,X,10857,1791,1071,24877,2006,835762,2012-49,"Objective facts about the Pulic Health and FLU situation:
In the United States, pandemic (H1N1) 2009 peaked during October, with minimal seasonal influenza activity. 
Near real-time online-search query estimates of influenza infection rates have been developed and validated historically against US surveillance data. 
Avian influenza virus infections in humans are rare due to inefficient direct human-to-human transmission. 
Influenza A viruses target type II pneumocytes in the human lung, and infection with avian viruses provokes a pronounced induction of cytokines and chemokines. 
The CDC provides a Vaccines Storage and Handling Toolkit for the 2023-2024 Influenza Season.","Objective facts about the situation:
During week 48 (November 25-December 1), influenza activity increased in the U.S. with 20.7% of specimens tested and reported by U.S. WHO and NREVSS collaborating laboratories being positive for influenza. The proportion of outpatient visits for influenza-like illness (ILI) was 1.9%, which is below the national baseline of 2.2%."
2012-12-03,2012-12-03,2012-12-09,National,X,2012,50,3.43761,3.62552,7446,5692,X,12945,2087,1262,29432,1977,811800,2012-50,"Influenza infections have a significant burden in Latin America and the Caribbean, and other studies have shown that influenza infections have a substantial impact in the United States and England.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
During week 49, 2.8% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is above the national baseline of 2.2%."
2012-12-10,2012-12-10,2012-12-16,National,X,2012,51,4.30554,4.5532,8546,7437,X,13971,2730,1648,34332,1908,754019,2012-51,Influenza infection recurs seasonally in temperate regions.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week:

* The proportion of outpatient visits for influenza-like illness (ILI) was 3.2% during week 50, above the national baseline of 2.2%. 
* Nine regions reported a proportion of outpatient visits for ILI above their region-specific baseline levels."
2012-12-17,2012-12-17,2012-12-23,National,X,2012,52,6.06082,6.02598,9709,9295,X,11391,3639,2554,36588,1905,607171,2012-52,The 2009 pandemic H1N1 influenza virus has been found to have a higher rate of cardiac complications compared to seasonal influenza A virus infection.,"The proportion of outpatient visits for influenza-like illness (ILI) was 4.2% in week 51, above the national baseline of 2.2%."
2012-12-31,2012-12-31,2013-01-06,National,X,2013,1,4.64931,4.96368,8444,9679,X,9108,4080,2792,34103,1982,687051,2013-1,"Influenza infection leads to increased morbidity and mortality, particularly in patients with cardiovascular disease . Influenza A Virus, H1N1 Subtype, is a significant cause of infection .","Objective facts about the situation:
The proportion of outpatient visits for influenza-like illness (ILI) was 1.7%, which is below the national baseline of 2.4%. Three of the 10 regions reported a proportion of outpatient visits for ILI at or above their region-specific baseline levels.; Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
The proportion of outpatient visits for influenza-like illness (ILI) was 4.3% during week 1, which is above the national baseline of 2.2%."
2013-01-07,2013-01-07,2013-01-13,National,X,2013,2,4.32584,4.69072,8297,10877,X,13424,4502,2796,39896,1995,850531,2013-2,"Objective facts about the Pulic Health and FLU situation:
A host transcriptional signature can detect 94% of influenza H1N1 or H3N2 infected cases. 
Influenza activity continues to increase in 9 of the 10 regions of the United States. 
In the Pacific, 22 PICTs (Pacific Island countries and territories) are affected by influenza.",NA
2013-01-14,2013-01-14,2013-01-20,National,X,2013,3,4.51113,4.70473,8633,8977,X,15992,3523,2316,39441,2008,838326,2013-3,"In the United States, influenza and pneumonia occur annually, with data from 683 critically ill patients with 2009 pandemic influenza A(H1N1) infection admitted.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
- The proportion of outpatient visits for influenza-like illness (ILI) was 4.3% in week 3, which is above the national baseline of 2.2%. 
- All 10 regions reported a proportion of outpatient visits for ILI above their region-specific baseline levels. 
- The proportion of deaths attributed to pneumonia and influenza (P&I) was above the epidemic threshold. 
- A cumulative rate for the season of 22.2 laboratory-confirmed influenza-associated hospitalizations per 100,000 population was reported."
2013-01-21,2013-01-21,2013-01-27,National,X,2013,4,4.2171,4.1646,7441,7021,X,13439,2760,1765,32426,1978,778610,2013-4,There was a mixed outbreak of parainfluenza type 1 and influenza B in 2013.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
The proportion of outpatient visits for influenza-like illness (ILI) was 4.2% during week 4, which is above the national baseline of 2.2%. All 10 regions reported a proportion of outpatient visits for ILI above their region-specific baseline levels."
2013-01-28,2013-01-28,2013-02-03,National,X,2013,5,3.78956,3.69533,6609,6421,X,12653,2551,1574,29808,1963,806640,2013-5,"Warm winters tend to be followed by severe influenza epidemics, and climate change may impact the timing and severity of influenza seasons.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
- The proportion of outpatient visits for influenza-like illness (ILI) was 3.6% during week 5, which is above the national baseline of 2.2%. 
- All 10 regions reported a proportion of outpatient visits for ILI above their region-specific baseline levels. 
- The cumulative rate for the season of laboratory-confirmed influenza-associated hospitalizations was 29.8 per 100,000 population."
2013-02-04,2013-02-04,2013-02-10,National,X,2013,6,3.29206,3.2363,5757,5236,X,10816,1971,1207,24987,1931,772086,2013-6,Influenza virus hemagglutinin (HA) mediates receptor binding and viral entry during influenza infection.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
* During week 6 (February 3-9, 2013), the proportion of outpatient visits for influenza-like illness (ILI) was 3.2%, which is above the national baseline of 2.2%. 
* All 10 regions reported a proportion of outpatient visits for ILI above their region-specific baseline levels. 
* The proportion of deaths attributed to pneumonia and influenza (P&I) was above the epidemic threshold."
2013-02-11,2013-02-11,2013-02-17,National,X,2013,7,3.0197,2.89421,5289,4698,X,9395,1894,1045,22321,1926,771229,2013-7,Influenza vaccine effectiveness varies in the community and household.,"Objective Facts**

* The proportion of outpatient visits for influenza-like illness (ILI) was 2.8% during week 7, which is above the national baseline of 2.2%. 
* A cumulative rate of 34.2 laboratory-confirmed influenza-associated hospitalizations per 100,000 population was reported. 
* The most affected group is those ≥65 years, accounting for more than 50% of reported cases. 
* The proportion of deaths attributed to pneumonia and influenza (P&I) was above the epidemic threshold. 

**"
2013-02-18,2013-02-18,2013-02-24,National,X,2013,8,2.71499,2.71742,5099,4357,X,8415,1625,1023,20519,1940,755092,2013-8,"The influenza season in the United States typically runs from October to May, with peak activity usually occurring between December and February.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
The proportion of outpatient visits for influenza-like illness (ILI) was 2.7% (above the national baseline of 2.2%)."
2013-02-25,2013-02-25,2013-03-03,National,X,2013,9,2.4845,2.52297,4633,4030,X,7981,1619,968,19231,1893,762238,2013-9,"The Centers for Disease Control and Prevention estimate that in the United States, deaths related to influenza infections occur annually.","Objective facts about the situation**

* During week 9, 2.3% of outpatient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is above the national baseline of 2.2%. 
* Of 6,259 specimens tested and reported by collaborating laboratories, 1,074 (17.2%) were positive for influenza. 
* A cumulative rate for the season of 38.5 laboratory-confirmed influenza-associated hospitalizations per 100,000 population was reported. 

**"
2013-03-04,2013-03-04,2013-03-10,National,X,2013,10,2.57808,2.55227,4791,3935,X,7709,1536,858,18829,1884,737736,2013-10,"Objective facts about the Pulic Health and FLU situation:
Research has shown that influenza virus aerosols are present in human exhaled breath, with particle sizes ranging from 0.5 to 10 μm .
Studies have found that low levels of specific humidity are associated with the onset of pandemic and epidemic influenza in the US .
Influenza virus infection can lead to severe illness, including critical illness and mortality, especially in certain populations such as those with compromised immune systems .","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
- During week 10, the proportion of outpatient visits for influenza-like illness (ILI) was 2.6%, which is above the national baseline of 2.2%. 
- The proportion of deaths attributed to pneumonia and influenza (P&I) was above the epidemic threshold. 
- A cumulative rate for the season of 39.6 laboratory-confirmed influenza-associated hospitalizations per 100,000 population was reported."
2013-03-11,2013-03-11,2013-03-17,National,X,2013,11,2.39237,2.43225,4480,3606,X,7065,1352,889,17392,1846,715059,2013-11,"Mortality associated with influenza and respiratory syncytial virus in the United States is significant, with an estimated 36,000 deaths annually.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
- The proportion of outpatient visits for influenza-like illness (ILI) was 2.2% during week 11, which is at the national baseline of 2.2%. 
- 899 (16.3%) of 5,526 specimens tested and reported by collaborating laboratories were positive for influenza. 
- The cumulative rate for the season of laboratory-confirmed influenza-associated hospitalizations per 100,000 population was 40.6."
2013-03-18,2013-03-18,2013-03-24,National,X,2013,12,2.06778,2.10851,3957,3191,X,6095,1270,741,15254,1825,723449,2013-12,"Influenza A(H1N1)pdm09 was first detected in the United States in 2009, and since then, various studies have been conducted to understand the virus and develop strategies for prevention and control.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week: 
The proportion of outpatient visits for influenza-like illness (ILI) was 1.8% during week 12, which is below the national baseline of 2.2%."
2013-03-25,2013-03-25,2013-03-31,National,X,2013,13,1.90281,1.94725,3830,2924,X,5204,1124,632,13714,1811,704276,2013-13,"The Centers for Disease Control and Prevention (CDC) report an increase in coccidioidomycosis (valley fever) cases in the United States, particularly in the Southwest region.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
During week 13, influenza activity decreased in the United States. The proportion of outpatient visits for influenza-like illness (ILI) was 1.8%, which is below the national baseline of 2.2%."
2013-04-01,2013-04-01,2013-04-07,National,X,2013,14,1.65902,1.74859,3516,2677,X,4299,1106,675,12273,1769,701881,2013-14,The 2012-2013 flu season saw 178 hospitalized patients with influenza A (H1N1) pdm09 infection.,"Objective facts about the situation:
The proportion of outpatient visits for influenza-like illness (ILI) was 1.5% during week 14, which is below the national baseline of 2.2%."
2013-04-08,2013-04-08,2013-04-14,National,X,2013,15,1.43006,1.49713,3110,2219,X,3929,957,603,10818,1742,722583,2013-15,"In Kenya, vaccination has been crucial in controlling influenza, with a goal of protecting high-risk populations from severe outcomes.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:

* The proportion of outpatient visits for influenza-like illness (ILI) was 1.3% during week 15, which is below the national baseline of 2.2%. 
* Out of 3,802 specimens tested, 354 (9.3%) were positive for influenza. 
* The cumulative rate for the season of laboratory-confirmed influenza-associated hospitalizations per 100,000 population was 43.7."
2013-04-15,2013-04-15,2013-04-21,National,X,2013,16,1.27757,1.32313,2707,1757,X,3509,724,491,9188,1732,694415,2013-16,"Influenza infection is widespread in the United States and the world, despite low mortality rates, morbidity is common.",The proportion of flu patients to the total number of patients in the United States each week is 1.1%. This is below the national baseline of 2.2%.
2013-04-22,2013-04-22,2013-04-28,National,X,2013,17,1.19009,1.22647,2588,1630,X,3364,582,425,8589,1711,700300,2013-17,Multiple waves of infections have been a characteristic of past four influenza pandemic outbreaks in the United States.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week**

* During week 17 (April 21-27, 2013), the proportion of outpatient visits for influenza-like illness (ILI) was 1.0%, which is below the national baseline of 2.2%. 
* The percentage of deaths attributed to pneumonia and influenza (P&I) was below the epidemic threshold. 
* A cumulative rate for the season of 44.2 laboratory-confirmed influenza-associated hospitalizations per 100,000 population was reported. 

**"
2013-04-29,2013-04-29,2013-05-05,National,X,2013,18,1.09556,1.19614,2439,1470,X,3142,565,370,7986,1675,667648,2013-18,Human infection with a novel influenza virus became a nationally notifiable disease in the United States.,"The proportion of outpatient visits for influenza-like illness (ILI) was 0.9% during week 18, which is below the national baseline of 2.2%."
2013-05-06,2013-05-06,2013-05-12,National,X,2013,19,1.08589,1.19049,2422,1474,X,2877,570,361,7704,1630,647130,2013-19,"As of May 2013, there were cases of H7N9 virus infection detected outside China, including the United States.","The proportion of outpatient visits for influenza-like illness (ILI) was 0.9% during week 19, which is below the national baseline of 2.2%."
2013-05-13,2013-05-13,2013-05-19,National,X,2013,20,1.07343,1.17426,2431,1345,X,2583,565,393,7317,1582,623114,2013-20,"The 2013-2014 influenza season in the United States saw the circulation of influenza A (H1N1) and influenza B viruses, with influenza-like-illness reported in parts of the northeast.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
* During week 20 (May 12-18, 2013), influenza activity remained low in the United States. 
* The proportion of outpatient visits for influenza-like illness (ILI) was 0.9%, which is below the national baseline of 2.2%. 
* A cumulative rate for the season of 44.3 laboratory-confirmed influenza-associated hospitalizations per 100,000 population was reported."
2013-05-20,2013-05-20,2013-05-26,National,X,2013,21,1.01677,1.13342,2230,1279,X,2219,493,368,6589,1489,581338,2013-21,"The National Institute of Allergy and Infectious Diseases (NIAID) is working to improve human health, and volunteers are needed to help with research.",NA
2013-05-27,2013-05-27,2013-06-02,National,X,2013,22,1.04847,1.14306,2109,1147,X,2094,483,357,6190,1486,541528,2013-22,"Influenza causes seasonal epidemics that lead on average to >20,000 deaths each year in the United States and many more throughout the world.",NA
2013-06-03,2013-06-03,2013-06-09,National,X,2013,23,0.920349,1.00881,1983,1086,X,1779,460,330,5638,1421,558875,2013-23,The Centers for Disease Control and Prevention (CDC) has been involved in influenza surveillance in the United States.,NA
2013-06-10,2013-06-10,2013-06-16,National,X,2013,24,0.920779,1.02358,1969,1112,X,1713,468,277,5539,1419,541138,2013-24,"During the 2012-13 influenza season, one case of human infection with a variant influenza A (H3N2) (H3N2v) virus was reported in each of two states, Minnesota and another state.",NA
2013-06-17,2013-06-17,2013-06-23,National,X,2013,25,0.904333,1.00138,1877,1040,X,1766,489,302,5474,1405,546643,2013-25,"Influenza vaccination programs in the US produce a substantial health benefit in terms of averted cases, clinic visits, and hospitalizations.",NA
2013-06-24,2013-06-24,2013-06-30,National,X,2013,26,0.83057,0.909498,1703,947,X,1581,399,285,4915,1389,540408,2013-26,"Influenza A(H1N1)pdm09 virus infection has been found in marine mammals in California, USA, between 2009-2012.",NA
2013-07-01,2013-07-01,2013-07-07,National,X,2013,27,0.862837,0.950042,1594,851,X,1489,321,251,4506,1357,474295,2013-27,"Influenza A virus infection can be transmitted through aerosol, and small particles in the conducting airways or lower respiratory tract can elicit a more vigorous host response .",NA
2013-07-08,2013-07-08,2013-07-14,National,X,2013,28,0.732182,0.829299,1576,862,X,1491,362,219,4510,1362,543833,2013-28,"Objective facts about the Pulic Health and FLU situation:
In 2013, there were various studies and reports on influenza A/H1N1 infection, including liver biochemistry during the course of the infection . Additionally, there were reports on oseltamivir use and outcomes during the 2009 influenza A H1N1 pandemic .",NA
2013-07-15,2013-07-15,2013-07-21,National,X,2013,29,0.724558,0.802109,1432,849,X,1405,315,185,4186,1341,521874,2013-29,"In the United States, influenza infection results in 600,000 hospitalizations and 45,000 deaths annually.",NA
2013-07-22,2013-07-22,2013-07-28,National,X,2013,30,0.740848,0.806333,1416,800,X,1464,332,221,4233,1325,524969,2013-30,Influenza A virus infection can induce cellular signal transduction pathways that affect the host immune system response.,NA
2013-07-29,2013-07-29,2013-08-04,National,X,2013,31,0.726037,0.796937,1216,852,X,1284,350,184,3886,1290,487617,2013-31,"Objective facts about the Pulic Health and FLU situation:
The depletion of alveolar macrophages during influenza infection has been studied. 
Influenza vaccination is important for children being treated with chemotherapy. 
Neurologic complications can occur in children with influenza. 
Influenza vaccination can have an impact on excess mortality among the elderly. 
Respiratory Syncytial Virus (RSV) can lead to hospitalizations, especially among certain racial and ethnic groups. 
H7N9 influenza is an emerging infectious disease. 
Predictors of uptake of influenza vaccination have been studied. 
Healthy People 2020 has reviewed the burden of tuberculosis, including co-infection with influenza.",NA
2013-08-05,2013-08-05,2013-08-11,National,X,2013,32,0.755639,0.779136,1367,870,X,1338,302,198,4075,1299,523015,2013-32,"Influenza A virus can impair control of Mycobacterium tuberculosis, and type I IFN induction during influenza virus infection might be detrimental during tuberculosis.",NA
2013-08-12,2013-08-12,2013-08-18,National,X,2013,33,0.761847,0.797653,1364,919,X,1366,331,188,4168,1276,522533,2013-33,"Influenza vaccines can cause a localized acute viral infection, and vaccination with live attenuated influenza vaccine can provide immunity to the virus.",NA
2013-08-19,2013-08-19,2013-08-25,National,X,2013,34,0.779896,0.825485,1331,892,X,1561,301,232,4317,1265,522965,2013-34,"The first case of 2009 H1N1 influenza A was reported on 3rd August 2009 in Gujarat, and by 28th February 2010, 1209 cases were reported and 289 deaths occurred.",NA
2013-08-26,2013-08-26,2013-09-01,National,X,2013,35,0.899138,0.935469,1499,1014,X,1814,410,316,5053,1260,540157,2013-35,"The 2009 H1N1 pandemic affected socially disadvantaged populations in the United States, with a higher incidence of infection and hospitalization. 
Influenza A (H1N1) virus infections in the United States resulted in a significant economic burden, with an estimated 5% to 20% of the population getting infected each year. 
Bacterial co-infections, mainly caused by S. pneumoniae, were found in 26% of fatal cases of H1N1 influenza in the United States.",NA
2013-09-02,2013-09-02,2013-09-08,National,X,2013,36,0.999524,1.04345,1681,1137,X,2035,462,311,5626,1317,539175,2013-36,"Objective facts about the Pulic Health and FLU situation:
Research on influenza infection and its dynamics is ongoing, with studies on animal hosts, virus physiology, and immune responses. 
Highly pathogenic avian influenza virus (H5N1) can infect red foxes fed infected bird carcasses. 
Influenza virus infection can elicit protective antibodies and T cells. 
Healthcare-associated infections (HAIs) cost the United States nearly $10 billion per year. 
Close to 70% of emerging viral diseases, including influenza, are zoonoses—infections of animals that cross into humans.",NA
2013-09-09,2013-09-09,2013-09-15,National,X,2013,37,1.0558,1.09107,1926,1217,X,2437,440,354,6374,1307,584196,2013-37,"Influenza virus circulates seasonally in South Africa, during the Southern Hemisphere winter.",NA
2013-09-16,2013-09-16,2013-09-22,National,X,2013,38,1.0967,1.20108,2175,1350,X,2683,537,365,7110,1290,591969,2013-38,"In the United States, death associated with laboratory-confirmed influenza virus infection among children aged <18 years has been a nationally reportable condition.",NA
2013-09-23,2013-09-23,2013-09-29,National,X,2013,39,1.24709,1.26179,2393,1500,X,2963,648,459,7963,1364,631088,2013-39,"Influenza A virus of the H7N9 subtype rarely infects humans, but when it does, it can be severe.",NA
2013-09-30,2013-09-30,2013-10-06,National,X,2013,40,1.15746,1.13249,2974,1840,X,3769,638,456,9677,1960,854487,2013-40,"The H7N9 virus has a high mortality rate, but no full-scale statistics are available yet . Influenza A virus infection can inhibit non-canonical translation in infected cells . Influenza infections pose a serious burden of illness in the United States . Childhood atopic dermatitis and warts are associated with increased risk of influenza/pneumonia . H3N2 canine influenza virus can cause severe morbidity in dogs .","During week 40 (September 29-October 5, 2013), influenza activity was low in the United States. The proportion of outpatient visits for influenza-like illness (ILI) was 1.2%, which is below the national baseline of 2.0%."
2013-10-07,2013-10-07,2013-10-13,National,X,2013,41,1.27184,1.21121,3276,1924,X,3925,762,533,10420,1990,860298,2013-41,"The H7 subtypes of AIV have caused multiple cases of human infection since 2002 in Canada, China, Italy, Netherlands, the United States, and the United Kingdom.","During week 41 (October 6-12, 2013), influenza activity remained low in the United States. The proportion of outpatient visits for influenza-like illness (ILI) was 1.1%, below the national baseline of 2.0%."
2013-10-14,2013-10-14,2013-10-20,National,X,2013,42,1.31623,1.25682,3483,2010,X,3880,785,500,10658,2018,848016,2013-42,Influenza infection with avian influenza virus can occur in humans and birds.,"The proportion of outpatient visits for influenza-like illness (ILI) was 1.2%, below the national baseline of 2.0%."
2013-10-21,2013-10-21,2013-10-27,National,X,2013,43,1.37444,1.37097,3930,2292,X,4484,816,514,12036,2027,877917,2013-43,The 2009 pandemic influenza A(H1N1) resulted in more illness in the year after the pandemic than during the pandemic.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
* During week 43, 1.2% of outpatient visits were due to influenza-like illness (ILI), which is below the national baseline of 2.0%. 
* Of 3,241 specimens tested, 145 (4.5%) were positive for influenza. 
* The proportion of deaths attributed to pneumonia and influenza (P&I) was below the epidemic threshold."
2013-10-28,2013-10-28,2013-11-03,National,X,2013,44,1.46781,1.42956,4045,2354,X,4642,930,531,12502,2028,874537,2013-44,"The majority of infected persons in a variant influenza A(H3N2) outbreak in the United States reported exposures, suggesting that swine contact at an agricultural fair was a key factor.","Objective facts about the situation:
The proportion of outpatient visits for influenza-like illness (ILI) was 1.4%, below the national baseline of 2.0%."
2013-11-04,2013-11-04,2013-11-10,National,X,2013,45,1.5834,1.53588,4434,2511,X,5062,953,538,13498,2017,878845,2013-45,"The pandemic H1N1 2009 influenza virus infection has been a significant public health concern, particularly among the elderly and those with underlying health conditions.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:

* During week 45 (November 3-9, 2013), influenza activity increased slightly in the United States.
* The proportion of outpatient visits for influenza-like illness (ILI) was 1.6%, below the national baseline of 2.0%.
* One region reported ILI above region-specific baseline levels, two states experienced moderate ILI activity, four states experienced low ILI activity, 44 states and New York City experienced minimal ILI activity, and the District of Columbia had insufficient data."
2013-11-11,2013-11-11,2013-11-17,National,X,2013,46,1.60253,1.60267,4643,2716,X,5000,990,578,13927,2054,868987,2013-46,Influenza-associated pediatric deaths in the United States from 2004-2012 were reported to the Centers for Disease Control and Prevention.,"The proportion of outpatient visits for influenza-like illness (ILI) was 1.5%, below the national baseline of 2.0%."
