Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,start_date,end_date,search_fact,report_fact,search_fact_summary_gpt_5_2
66.30412,201.686942515756,135.382822515756,2020-11-01,2020-11-01,2020-11-30,"The USDA reported that whole broiler/fryer prices are mostly steady for all sizes, with light to moderate offerings.; The U.S. broiler market is concentrated in the ""Broiler Belt,"" the Southern US states.; The United States agricultural land under cultivation has changed relatively little over time, despite growing food demand with increasing population.; The United States meat market, including poultry, has been affected by the COVID-19 pandemic, with changes in wholesale and retail prices.; The US poultry market has been affected by price competitive imports from the EU, GCC, and Asian countries, leading to a loss of market share.; The United States broiler market was affected by COVID-19, with wholesale broiler prices down 20% in 2020.","The National Whole Broiler/Fryer prices are trending steady to firm for all sizes, with offerings light to moderate for current trade needs. (Source); Objective facts about the Monthly Retail broiler Composite situation:
The report provides no direct information about the Monthly Retail broiler Composite. However, it provides data on broiler prices, slaughter estimates, and availability, which can be used to make predictions about the Monthly Retail broiler Composite.; The National Whole Broiler/Fryer prices are at least steady to firm for all sizes, with offerings in good balance to tight and moving well. (Source); Objective facts about the Monthly Retail broiler Composite situation**

* No direct information about Monthly Retail Broiler Composite is provided in the report. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides insights into the national broiler market, which can be used to make predictions about the Monthly Retail Broiler Composite.; The national whole broiler/fryer prices are trending steady to firm for all sizes, with offerings of all sizes light to moderate for current trade needs.; Objective facts about the Monthly Retail broiler Composite situation**

* The national whole broiler/fryer prices are trending steady to firm for all sizes. (Source: USDA Broiler Market News Report)
* The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 167.1 million head. (Source: USDA Broiler Market News Report)
* The estimated U.S. slaughter for this period was 169.4 million head, or 2.3 million more than estimated available. (Source: USDA Broiler Market News Report)

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail Broiler Composite.; The National Whole Broiler/Fryer prices are trending firm on all sizes, with offerings close to balanced to tight and held with confidence.; Objective facts about the Monthly Retail broiler Composite situation**
The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the composite. 

**","USDA reported whole broiler/fryer retail prices were mostly steady across sizes with light to moderate supplies. The broader poultry/meat market has seen COVID-era disruptions (including a roughly 20% wholesale broiler price drop in 2020) and faces ongoing competitive pressure from poultry imports from the EU, GCC, and parts of Asia that have reduced U.S. market share."
67.235296,200.693534232004,133.458238232004,2020-12-01,2020-12-01,2020-12-31,"The United States broiler market was affected by COVID-19, with wholesale broiler prices down 20% in 2020.; The United States broiler market has a high demand for poultry products, with China being a market of tremendous potential for U.S. agriculture.; The U.S. agriculture industry posted an estimated value of $7.35 billion in 2020, with poultry production being especially impacted during the spring by demand disruptions.; The National Composite Weighted Average broiler prices are used in the USDA's Coronavirus Food Assistance Program (CFAP-2) to determine broiler prices.; The United States broiler market is affected by demand for poultry imports, with the Philippines being a significant market for US broiler exports.","Objective facts about the Monthly Retail broiler Composite situation**
- No direct information is provided about the Monthly Retail Broiler Composite in the report. 

**; Objective facts about the Monthly Retail broiler Composite situation**
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides data on broiler production, slaughter, and prices, which can be used to make inferences about the retail market. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides information about the broiler market, which can be used to make predictions about the Monthly Retail Broiler Composite.; Objective Facts:**

* The national broiler market is trending steady to firm for all sizes, with offerings light to moderate for current needs. (Source: USDA Broiler Market News Report)
* Retail and food service demand is moderate to good entering the weekend. (Source: USDA Broiler Market News Report)
* Processing schedules are normal to at times reduced. (Source: USDA Broiler Market News Report)
* Floor stocks are adequate. (Source: USDA Broiler Market News Report)
* Market activity is moderate to active. (Source: USDA Broiler Market News Report)
* The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 162.6 million head, with estimated U.S. slaughter for this period being 135.4 million head, or 27.2 million less than estimated available. (Source: USDA Broiler Market News Report)

**; The National Whole Broiler/Fryer prices are at least steady to firm for all sizes, with offerings in good balance to tight and moving well. (Source); Objective facts about the Monthly Retail broiler Composite situation:
* The whole broiler/fryer prices are trending steady for all sizes. (Source)
* Retail and food service demand is light to moderate. (Source)
* Processing schedules are normal to mostly reduced with some plants down for Christmas Eve and Christmas Day. (Source)
* Floor stocks are sufficient. (Source); The national broiler market is trending steady, with moderate to heavy offerings of all sizes. Retail and food service demand is light to moderate. Processing schedules are normal to reduced. Floor stocks are balanced. Market activity is slow to moderate. (Source); Objective facts about the Monthly Retail broiler Composite situation**

* No direct information about the Monthly Retail Broiler Composite is provided in the report. 

**; Objective facts about the Monthly Retail broiler Composite situation:
* No direct information about the Monthly Retail broiler Composite is provided in the report.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail Broiler Composite.","Wholesale broiler prices fell roughly 20% in 2020 amid COVID-19 demand disruptions, with poultry production especially impacted during the spring. Export demand is highlighted as important—China is described as a high-potential market and the Philippines as a significant destination for U.S. broiler exports—and USDA uses the National Composite Weighted Average broiler price in CFAP-2 program calculations."
68.376432,202.846956998092,134.470524998092,2021-01-01,2021-01-01,2021-01-31,"The United States broiler market is affected by demand for poultry imports, with the Philippines being a significant market for US broiler exports.; The United States is a major producer of agricultural products, including broilers.; The national composite USDA chicken price is obtained from LMIC and adjusted for inflation using the US Bureau of Economic Analysis (BEA) gross domestic product implicit price deflator.; The United States Department of Agriculture (USDA) is a key source of data for the broiler market.; The U.S. market expects feed cost inflation in 2021 of 27%, the largest year-over-year increase.","The report provides data on broiler market trends, slaughter estimates, and prices for various broiler products.; Objective Facts**

* Whole broiler/fryer prices are trending steady for most sizes. (Source: USDA Report)
* Offerings of all sizes are light to moderate for current trade needs. (Source: USDA Report)
* Retail and food service demand is light to moderate entering the weekend. (Source: USDA Report)
* Processing schedules are normal to reduced. (Source: USDA Report)
* Floor stocks are adequate. (Source: USDA Report)
* Market activity is slow to moderate. (Source: USDA Report)
* Young chickens slaughtered under federal inspection for the week ending 2-Jan-21 was 137,841, down 6% from the same week last year. (Source: USDA Report)

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides information about the national broiler market, including prices, demand, and supply, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation**
- No direct information is provided about the Monthly Retail Broiler Composite in the report. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on broiler prices, slaughter, and production, which can be used to infer trends in the retail market.; Objective facts about the Monthly Retail broiler Composite situation**

* No direct information is available about the Monthly Retail Broiler Composite in the provided report. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation**

* Whole broiler/fryer prices are trending steady for most sizes. 
* Retail and food service demand is light to moderate entering the weekend. 
* The Index is intended solely as an indicator of values for commodity-type product and does not represent industry's willingness to sell or ability to buy. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation:
* The whole broiler/fryer prices are trending steady for all sizes. (Source)
* Retail and food service demand is light to moderate. (Source)
* Processing schedules are normal to mostly reduced with some plants down for Christmas Eve and Christmas Day. (Source)
* Floor stocks are sufficient. (Source); Objective facts about the Monthly Retail broiler Composite situation**

* No direct information about the Monthly Retail Broiler Composite is provided in the report. 

**; The National Whole Broiler/Fryer prices are generally trending steady for all sizes. Offerings of all sizes remain moderate and slightly more available due to an increase in the number of plants running last weekend.","U.S. broiler pricing is influenced by export demand, with the Philippines highlighted as a significant destination for U.S. broiler exports. Feed cost inflation was expected to rise by roughly 25–30% year over year in 2021, and the retail chicken price index referenced uses the USDA national composite chicken price (via LMIC) adjusted for inflation using the BEA GDP implicit price deflator."
72.59148,199.012017022978,126.420537022978,2021-02-01,2021-02-01,2021-02-28,"Broiler prices are projected to rise through 2025, as U.S. and foreign demand strengthen following the pandemic, and then trend downward as productivity improves.; The United States broiler market is expected to be affected by declines in market prices, driven by increases in domestic production.; The U.S. livestock and poultry prices are forecast higher in 2021, despite higher anticipated year-over-year production.; The United States is one of the top chicken exporting countries, along with Thailand and the European Union.","Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on broiler market trends, prices, and slaughter estimates, which can be used to make predictions about the composite.; The current whole broiler/fryer prices are trending steady on most sizes, with offerings ranging from moderate to at times heavy for current trade needs. Retail and food service demand is moderate to good entering the holiday weekend.; The national whole broiler/fryer prices are trending steady for all sizes. Offerings of all sizes are mostly moderate for current trade needs. Retail and food service demand is moderate to good for the approaching Super Bowl weekend.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on broiler prices, slaughter, and production, which can be used to infer trends in the retail market.; Objective facts about the Monthly Retail broiler Composite situation**
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on whole broiler/fryer prices, broiler parts prices, and slaughter estimates, which can be used to infer trends in the retail market. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation**

* National whole broiler/fryer prices are trending steady on most sizes. (Source: USDA Broiler Market News Report)
* Retail and food service demand is moderate to good entering the holiday weekend. (Source: USDA Broiler Market News Report)
* Floor stocks are balanced. (Source: USDA Broiler Market News Report)
* The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 168.3 million head. (Source: USDA Broiler Market News Report)

**; The National Whole Broiler/Fryer prices are trending steady for all sizes. Offerings of all sizes are mostly moderate for current trade needs. Retail and food service demand is moderate to good for the approaching Super Bowl weekend.; Objective facts about the Monthly Retail broiler Composite situation**

* No direct information about the Monthly Retail Broiler Composite is provided in the report. 

**","Broiler prices were projected to rise into 2025 as U.S. and foreign demand strengthened post‑pandemic, while broader U.S. livestock and poultry prices were forecast higher despite higher year‑over‑year production. Articles also highlighted expectations of increased domestic broiler production contributing to market price declines and noted the U.S. role as a leading chicken exporter alongside Thailand and the EU."
76.898664,200.645387887115,123.746723887115,2021-03-01,2021-03-01,2021-03-31,"The National Chicken Council (NCC) confirmed a 4% drop in broiler production in the United States, citing a supply and demand ratio that should ease the market.; The United States had a leading market share in Honduras with 48% (US$480 million) in 2021.; The United States remains the lead provider of poultry products to Mexico, and demand from China is a significant factor in the global poultry market.; The United States broiler market is part of the larger poultry industry, which includes chicken and egg production.; The United States is a leading cultivator of genetically engineered (GE) crops, and market access for these crops is an important issue in international trade .","Objective facts about the Monthly Retail broiler Composite situation**
* No direct information about Monthly Retail broiler Composite is provided in the report. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on broiler prices, slaughter estimates, and availability, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on Monthly Retail broiler Composite prices. However, it provides prices for broiler parts and whole broilers/fryers in different regions, which can be used as an indicator of the overall market trend.; The current whole broiler/fryer prices are trending steady to firm for most sizes, with offerings of all sizes light to moderate for current trade needs. Retail and food service demand is moderate to instances good, best where first of the month business is active.; Objective facts about the Monthly Retail broiler Composite situation**

* The national broiler market is trending steady to firm for all sizes. (Source: USDA Broiler Market News Report)
* Retail and food service demand is mixed, but mostly moderate entering the weekend. (Source: USDA Broiler Market News Report)
* Whole broiler/fryer prices are trending steady to firm for all sizes. (Source: USDA Broiler Market News Report)
* The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 168.5 million head. (Source: USDA Broiler Market News Report)

**; The national whole broiler/fryer market is trending steady, with moderate to heavy live supplies and mixed weights.; The national whole broiler/fryer prices are trending steady for most sizes, with moderate offerings and demand.; The national whole broiler/fryer prices are trending steady to firm for most sizes, with offerings of all sizes being light to moderate for current trade needs.; Objective facts about the Monthly Retail broiler Composite situation**
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on whole broiler/fryer prices, broiler parts prices, and slaughter estimates, which can be used to infer trends in the retail market. 

**","U.S. broiler production was reported down roughly 4%, which was described as improving the supply–demand balance and easing the market. Export demand factors highlighted include the U.S. holding a leading share of poultry supply to Mexico and Honduras and China being a significant driver of global poultry demand."
87.509496,201.874646378665,114.365150378665,2021-04-01,2021-04-01,2021-04-30,"The United States is a leading cultivator of genetically engineered (GE) crops, and market access for these crops is an important issue in international trade .; The United States faces increasing competition for soybean export demand.; The United States broiler market is linked to poultry consumption, and market conditions such as prices and demand affect the industry.; The United States is a significant producer and consumer of pork, with pork being the second-most consumed meat in the world.; The United States broiler market saw a 15% growth in sales over a five-year period, outpacing national growth.","Objective facts about the Monthly Retail broiler Composite situation**
* No direct information about Monthly Retail broiler Composite is provided in the report. 

**; The National Whole Broiler/Fryer prices are generally trending steady for all sizes, with moderate retail and food service demand.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on wholesale prices, slaughter numbers, and production trends that can be used to make inferences about the retail market.; Objective facts about the Monthly Retail broiler Composite situation**

* No direct information about the Monthly Retail Broiler Composite is available in the report. 

**; Objective Facts**

* Whole broiler/fryer prices are generally trending steady for all sizes. 
* Retail and foodservice demand is light to mostly moderate for the approaching weekend. 
* Floor stocks are adequate. 
* Processing schedules are normal to reduced. 
* Market activity is light to moderate. 
* The estimated number of broiler-fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 167.8 million head. 
* Estimated U.S. slaughter for this period was 170.2 million head, or 2.4 million more than estimated available. 

**; Objective facts about the Monthly Retail broiler Composite situation**

* The national broiler market is trending steady to firm for all sizes. (Source: USDA Broiler Market News Report)
* Retail and food service demand is mixed, but mostly moderate entering the weekend. (Source: USDA Broiler Market News Report)
* Whole broiler/fryer prices are trending steady to firm for all sizes. (Source: USDA Broiler Market News Report)
* The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 168.5 million head. (Source: USDA Broiler Market News Report)

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on broiler prices, slaughter estimates, and availability, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation**
The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the composite. 

**; The national broiler market is trending firm, with whole broiler/fryer prices generally trending firm for all sizes. Offerings of all sizes are tight with premiums noted.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on whole broiler/fryer prices, broiler parts prices, and slaughter estimates, which can be used to make predictions about the Monthly Retail broiler Composite.","U.S. broiler market conditions are tied to poultry consumption, with prices and demand influencing the industry, and broiler sales grew roughly 15% over five years, outpacing national growth. Broader protein and feed-market context includes pork as the world’s second-most consumed meat, rising competition for U.S. soybean export demand, and ongoing importance of international market access for U.S. genetically engineered crops."
94.735936,204.11241612211,109.37648012211,2021-05-01,2021-05-01,2021-05-31,"The United States broiler market saw a 15% growth in sales over a five-year period, outpacing national growth.; The U.S. broiler market is experiencing a surge in demand, leading to tight supplies and skyrocketing prices, especially for chicken breasts.; The United States Department of Agriculture (USDA) provides market intelligence on price trends, as well as supply and demand conditions.; The United States is facing increased price competition in international whey markets.; The United States broiler market is not directly mentioned in the search results. However, the tight hog supplies in the cash market and high prices paid in the open market may indicate a potential impact on the broiler market.; The United States is one of the largest producers of broiler chickens, with the top five producing states being in the South.","Objective facts about the Monthly Retail broiler Composite situation**

* No specific data on Monthly Retail Broiler Composite is provided in the report. 

**; The whole broiler/fryer prices are trending steady to firm for all sizes, with offerings closely balanced to tight due to ongoing labor and production issues affecting availability. (Source); Objective Facts**

* Whole broiler/fryer prices are trending steady to firm for all sizes. 
* Retail and food service demand is moderate to good for the approaching weekend. 
* Floor stocks are balanced to short. 
* National Composite Weighted Average prices for whole broiler/fryers are not reported due to confidentiality. 
* Weekly estimated slaughter of U.S. broiler/fryers and fowl is 165,088 thousand head. 
* Ready-to-cook weight and dressing percentage are 793,341 thousand pounds and 76.0%, respectively. 

**; The national broiler market is trending steady to firm for most sizes, with limited offerings and moderate to active demand. (Source); The current whole broiler/fryer prices are trending firm for all sizes, with offerings in close balance to tight for current needs. Retail and food service demand are moderate to good entering the weekend.; The National Whole Broiler/Fryer prices are generally trending steady for all sizes, with moderate retail and food service demand.; Objective Facts**

* Whole broiler/fryer prices are trending steady for all sizes. (Source)
* Offerings of all sizes are at least moderate for current trade needs. (Source)
* Demand into all channels is light to mostly moderate for the extended holiday weekend. (Source)
* Floor stocks are balanced. (Source)
* Processing schedules are normal to reduced, with many plants up and running Saturday and/or down on Monday due to Memorial Day holiday. (Source)
* Market activity is moderate. (Source)
* In the parts structure, prices are steady to weak for wings, and weak for boneless skinless breasts. (Source)
* Tenders and thigh meat remain firm, and the balance of parts are steady. (Source)
* Offerings of tenders and thigh meat are tight to short and held with confidence. (Source)
* All other dark meat items are light to moderate, with thighs in the longest position. (Source)
* Boneless skinless breasts are available and slow to clear, and wings are moderate to heavy. (Source)
* The remainder of parts range moderate to heavy. (Source)
* Market activity for parts is moderate. (Source)

**; Objective Facts**

* The national whole broiler/fryer prices are trending steady to firm for all sizes. (Source)
* Offerings are closely balanced to tight as ongoing labor and production issues continue to affect availability. (Source)
* Demand into all channels is mostly moderate to good with a slight increase for weekend needs. (Source)
* Floor stocks are sufficient. (Source)
* The estimated number of broiler-fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 165.5 million head. (Source)
* The estimated U.S. slaughter for this period was 165.7 million head, or 0.2 million more than estimated available. (Source)

**; Objective facts about the Monthly Retail Broiler Composite situation**
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides data on wholesale prices and slaughter estimates, which can be used as indicators of the broiler market. 

**; Objective facts about the Monthly Retail Broiler Composite situation:
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail Broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation:
The report provides data on broiler market trends, prices, and slaughter estimates, but does not directly mention the Monthly Retail broiler Composite. However, it provides information on wholesale prices and slaughter estimates, which can be used to infer trends in the retail market.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on broiler prices, slaughter estimates, and availability, which can be used to make predictions about the Monthly Retail broiler Composite.","U.S. broiler sales grew roughly 15% over five years and demand is described as surging, contributing to tight supplies and sharply higher prices, especially for chicken breasts. USDA market intelligence highlights ongoing monitoring of price trends and supply-demand conditions, while tight hog supplies and high hog prices are noted as a potentially relevant cross-protein pricing factor."
93.055992,205.642655871087,112.586663871087,2021-06-01,2021-06-01,2021-06-30,"The United States is one of the largest producers of broiler chickens, with the top five producing states being in the South.; The United States broiler market is influenced by tariffs, which distort trade markets and affect trade volumes.; The United States poultry market is dominated by four major firms, controlling over 54% of the market.; The United States broiler market is indirectly affected by the Canadian commercial poultry and egg industry, which was affected by highly pathogenic avian influenza in 2022.; In the event of an African Swine Fever outbreak in the United States, stronger export demand would lead to higher prices for broilers and lower domestic consumption in the first few years.","The national whole broiler/fryer prices are trending steady for all sizes, with offerings mostly moderate for current needs. Retail and foodservice demand is light to moderate entering the weekend.; Objective facts about the Monthly Retail broiler Composite situation**

* No specific data on Monthly Retail Broiler Composite is provided in the report. 

**; Objective Facts**

* Whole broiler/fryer prices are trending steady for all sizes. (Source)
* Retail and foodservice demand is light to moderate entering the weekend. (Source)
* Floor stocks are adequate. (Source)
* Processing schedules are normal to at times reduced. (Source)
* Market activity is light to moderate. (Source)
* National composite weighted average prices for whole broiler/fryers are not reported due to confidentiality. (Source)

**; Objective Facts**

* Whole broiler/fryer prices are trending steady for all sizes. (Source)
* Offerings of all sizes are at least moderate for current trade needs. (Source)
* Demand into all channels is light to mostly moderate for the extended holiday weekend. (Source)
* Floor stocks are balanced. (Source)
* Processing schedules are normal to reduced, with many plants up and running Saturday and/or down on Monday due to Memorial Day holiday. (Source)
* Market activity is moderate. (Source)
* In the parts structure, prices are steady to weak for wings, and weak for boneless skinless breasts. (Source)
* Tenders and thigh meat remain firm, and the balance of parts are steady. (Source)
* Offerings of tenders and thigh meat are tight to short and held with confidence. (Source)
* All other dark meat items are light to moderate, with thighs in the longest position. (Source)
* Boneless skinless breasts are available and slow to clear, and wings are moderate to heavy. (Source)
* The remainder of parts range moderate to heavy. (Source)
* Market activity for parts is moderate. (Source)

**; ** Objective facts about the Monthly Retail Broiler Composite situation:

* No direct information about the Monthly Retail Broiler Composite is provided in the report. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides data on the national broiler market, including prices, slaughter estimates, availability, and national fowl market information, which can be used to make predictions about the Monthly Retail Broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides data on whole broiler/fryer prices, slaughter estimates, and availability, which can be used to make predictions about the Monthly Retail broiler Composite.","U.S. broiler production is concentrated in Southern states and the market is highly consolidated, with four firms controlling a little over half of supply. Broiler pricing and volumes can be influenced by tariff-driven trade distortions and by animal-disease shocks affecting regional protein markets, including prior Canadian avian influenza impacts and the potential for African Swine Fever to shift demand toward broilers and support higher prices."
90.66208,208.178325796027,117.516245796027,2021-07-01,2021-07-01,2021-07-31,"In the event of an African Swine Fever outbreak in the United States, stronger export demand would lead to higher prices for broilers and lower domestic consumption in the first few years.; The United States is shifting towards a big bird market, with approximately 70% of broiler meat produced from large birds (>2.72 kg).; Four companies control more than half of the market in chicken in the United States.; The United States poultry industry faces an unprecedented opportunity for innovation to meet emerging needs.; U.S. exports of chicken paws to China have grown dramatically since the United States regained market access for poultry products after the signing of the agreement.","Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation**

* No direct information about Monthly Retail broiler Composite is provided in the report. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides data on wholesale prices, slaughter estimates, and availability, which can be used to make predictions about the retail market.; The current week's slaughter is estimated to be 166,107 thousand head, with a dressing percentage of 76.0%.; ** Objective facts about the Monthly Retail Broiler Composite situation:

* No direct information about the Monthly Retail Broiler Composite is provided in the report. 

**","An African Swine Fever outbreak in the U.S. is associated with stronger export demand for broilers, higher broiler prices, and reduced domestic consumption for the first few years. U.S. production is increasingly oriented to large birds (about 70% of output), the chicken market is highly concentrated (four firms control over half), and chicken paw exports to China have risen sharply since renewed market access."
90.166056,214.868321360033,124.702265360033,2021-08-01,2021-08-01,2021-08-31,"U.S. exports of chicken paws to China have grown dramatically since the United States regained market access for poultry products after the signing of the agreement.; The average price of large Grade A chicken eggs in U.S. cities was charted as of August 4, 2021.; The 2021 ""US Broiler Performance: Average Days to Market"" report is available, indicating the broiler market is being monitored and data is being collected.; The United States is a significant player in the global poultry market, with exports of eggs and egg products forecasted to recover to 120 MT in 2021.; The United States broiler production figures are relevant to understanding the market situation.; The United States is the second-largest chicken meat producer in the world.","Objective facts about the Monthly Retail broiler Composite situation:
Whole broiler/fryer prices are trending steady for all sizes. 
National Whole Broiler/Fryer Composite Weighted Average prices are not reported due to confidentiality. 
Ready-to-Cook Weight and Dressing Percentage are steady, with a dressing percentage of 76.0%.; Objective facts about the Monthly Retail broiler Composite situation**
The report does not provide direct information about the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the composite. 

**; The national whole broiler/fryer prices are generally trending steady for all sizes, with moderate offerings and demand.; Objective facts about the Monthly Retail Broiler Composite situation**
The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail Broiler Composite. 

**; The current week's whole broiler/fryer prices are trending firm for all sizes, with offerings remaining tight to short for current needs.","U.S. access to China has driven a sharp rise in exports of chicken paws, indicating stronger export demand for some broiler parts. Broiler production and performance metrics (including days to market) were being tracked in 2021 alongside broader U.S. poultry supply conditions, while egg and egg-product exports were forecast to recover in 2021."
89.663232,216.121921844424,126.458689844424,2021-09-01,2021-09-01,2021-09-30,"The United States is the second-largest chicken meat producer in the world.; The recent increase in meat prices, specifically beef, pork, and poultry, is attributed to factors like increased consumer demand.; The national broiler market prices for chicken and feed ingredients in the US are influenced by various factors, including health and sustainability concerns.; The United States broiler market is expected to grow 2 percent in 2022 as the economy reopens and food service demand rebounds.; The top four firms control between 55% to 85% of the market in pork, beef, and poultry in the United States.","Objective facts about the Monthly Retail Broiler Composite situation**

* No direct information is available on the Monthly Retail Broiler Composite in the provided report. However, we can infer some information from the wholesale market data. 

**; Objective facts about the Monthly Retail broiler Composite situation:**
The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the composite. 

**; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides data on whole broiler/fryer prices, broiler parts prices, and slaughter estimates, which can be used to make inferences about the retail market.; Objective facts about the Monthly Retail broiler Composite situation**

* No direct information about the Monthly Retail Broiler Composite is provided in the report. 

**; Objective facts about the Monthly Retail Broiler Composite situation**
The report does not provide direct information on the Monthly Retail Broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail Broiler Composite. 

**","Rising consumer demand has been linked to higher U.S. meat prices, including poultry, alongside ongoing health and sustainability concerns influencing broiler and feed-ingredient markets. As the economy reopens, U.S. broiler market growth was expected to be roughly 2% in 2022 with foodservice demand rebounding, in a highly concentrated industry where the top four firms control a large share of poultry production."
