MapDate,AreaOfInterest,OT,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,start_date,end_date,search_fact,report_fact
20121120,Total,33.44,66.56,50.31,31.67,15.93,5.24,2012-11-20,2012-11-26,1,2012-11-20,2012-11-20,2012-11-26,"The contiguous United States experienced severe drought in 2012, with nearly two-thirds of the country (65.5%) considered to be in moderate to extreme drought conditions.; The Continental United States has experienced an increase in precipitation due to irrigation over the Great Plains.","November 2012 was the 20th warmest and 8th driest November on record, with 52.4% of the country experiencing moderate to exceptional drought. The Palmer Drought Index value of 59.5% in moderate to extreme drought is an increase of about 7% compared to last month.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The November nationally-averaged precipitation total of 1.19 inches was 0.93 inch below the long-term average and the 8th driest November on record. Twenty-two states had monthly precipitation totals ranking among their ten driest. Autumn precipitation totals were Wetter-than-average conditions were present for the Pacific Northwest, the Ohio Valley, and parts of the Northeast."
20121113,Total,34.54,65.46,49.25,30.11,15.31,5.02,2012-11-13,2012-11-19,1,2012-11-13,2012-11-13,2012-11-19,"The Continental United States has experienced an increase in precipitation due to irrigation over the Great Plains.; The average temperature for the contiguous U.S. as of October 30, 2012, was not specified, but 60.2 percent of the contiguous U.S. was experiencing drought.","November 2012 was the 20th warmest and 8th driest November on record, with 52.4% of the country experiencing moderate to exceptional drought. The Palmer Drought Index value of 59.5% in moderate to extreme drought is an increase of about 7% compared to last month.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The November nationally-averaged precipitation total of 1.19 inches was 0.93 inch below the long-term average and the 8th driest November on record. Twenty-two states had monthly precipitation totals ranking among their ten driest. Autumn precipitation totals were Wetter-than-average conditions were present for the Pacific Northwest, the Ohio Valley, and parts of the Northeast."
20121106,Total,34.48,65.52,49.8,31.85,16.19,5.16,2012-11-06,2012-11-12,1,2012-11-06,2012-11-06,2012-11-12,"The average temperature for the contiguous U.S. as of October 30, 2012, was not specified, but 60.2 percent of the contiguous U.S. was experiencing drought.; The contiguous United States was experiencing moderate-to-exceptional drought in 60.2% of the area as of October 30, 2012.","November 2012 was the 20th warmest and 8th driest November on record, with 52.4% of the country experiencing moderate to exceptional drought. The Palmer Drought Index value of 59.5% in moderate to extreme drought is an increase of about 7% compared to last month.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The November nationally-averaged precipitation total of 1.19 inches was 0.93 inch below the long-term average and the 8th driest November on record. Twenty-two states had monthly precipitation totals ranking among their ten driest. Autumn precipitation totals were Wetter-than-average conditions were present for the Pacific Northwest, the Ohio Valley, and parts of the Northeast."
20121030,Total,34.22,65.78,50.36,32.02,15.93,4.92,2012-10-30,2012-11-05,1,2012-10-30,2012-10-30,2012-11-05,"The contiguous United States was experiencing moderate-to-exceptional drought in 60.2% of the area as of October 30, 2012.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","The contiguous U.S. had near-average precipitation in October 2012, ranking 52nd wettest October on record. The Palmer Drought Index value of 49% in moderate to extreme drought is a decrease of about 3% compared to last month.; November 2012 was the 20th warmest and 8th driest November on record, with 52.4% of the country experiencing moderate to exceptional drought. The Palmer Drought Index value of 59.5% in moderate to extreme drought is an increase of about 7% compared to last month.; The October nationally-averaged precipitation total of 2.19 inches was slightly above the long-term average.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The November nationally-averaged precipitation total of 1.19 inches was 0.93 inch below the long-term average and the 8th driest November on record. Twenty-two states had monthly precipitation totals ranking among their ten driest. Autumn precipitation totals were Wetter-than-average conditions were present for the Pacific Northwest, the Ohio Valley, and parts of the Northeast."
20121023,Total,32.98,67.02,51.72,32.33,16.33,4.88,2012-10-23,2012-10-29,1,2012-10-23,2012-10-23,2012-10-29,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The contiguous United States experienced very slight drought improvement in October 2012, with some rainfall in the eastern U.S.","The contiguous U.S. had near-average precipitation in October 2012, ranking 52nd wettest October on record. The Palmer Drought Index value of 49% in moderate to extreme drought is a decrease of about 3% compared to last month.; The October nationally-averaged precipitation total of 2.19 inches was slightly above the long-term average."
20121016,Total,32.45,67.55,52.22,32.49,15.96,4.88,2012-10-16,2012-10-22,1,2012-10-16,2012-10-16,2012-10-22,"The contiguous United States experienced very slight drought improvement in October 2012, with some rainfall in the eastern U.S.; Nearly two-thirds (63.55%) of the contiguous U.S. remained in drought as of October 9, 2012.","The contiguous U.S. had near-average precipitation in October 2012, ranking 52nd wettest October on record. The Palmer Drought Index value of 49% in moderate to extreme drought is a decrease of about 3% compared to last month.; The October nationally-averaged precipitation total of 2.19 inches was slightly above the long-term average."
20121009,Total,30.99,69.01,53.18,33.39,16.86,5.17,2012-10-09,2012-10-15,1,2012-10-09,2012-10-09,2012-10-15,"Nearly two-thirds (63.55%) of the contiguous U.S. remained in drought as of October 9, 2012.; The contiguous United States experienced its third hottest summer on record in 2012, according to NCDC's State of the Climate report.","The contiguous U.S. had near-average precipitation in October 2012, ranking 52nd wettest October on record. The Palmer Drought Index value of 49% in moderate to extreme drought is a decrease of about 3% compared to last month.; The October nationally-averaged precipitation total of 2.19 inches was slightly above the long-term average."
20121002,Total,31.69,68.31,54.05,33.52,16.83,5.07,2012-10-02,2012-10-08,1,2012-10-02,2012-10-02,2012-10-08,"The contiguous United States experienced its third hottest summer on record in 2012, according to NCDC's State of the Climate report.; Nearly two-thirds of the contiguous United States was experiencing some level of drought by the end of August 2012, according to the U.S. Drought Monitor.","The contiguous U.S. had near-average precipitation in October 2012, ranking 52nd wettest October on record. The Palmer Drought Index value of 49% in moderate to extreme drought is a decrease of about 3% compared to last month.; The October nationally-averaged precipitation total of 2.19 inches was slightly above the long-term average."
20120925,Total,31.1,68.9,54.78,35.24,17.97,5.12,2012-09-25,2012-10-01,1,2012-09-25,2012-09-25,2012-10-01,"Nearly two-thirds of the contiguous United States was experiencing some level of drought by the end of August 2012, according to the U.S. Drought Monitor.; The contiguous United States experienced drought in September 2012, with 57.2% of the area in some sort of drought condition according to the Palmer Drought Severity Index (PDSI) .","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
September 2012 was the 48th driest September in the 118-year record, with a national rank of 48th driest. The Palmer Drought Index showed a decrease of about 3% in moderate to extreme drought areas compared to the previous month, with 54% of the country in moderate to exceptional drought.; The contiguous U.S. had near-average precipitation in October 2012, ranking 52nd wettest October on record. The Palmer Drought Index value of 49% in moderate to extreme drought is a decrease of about 3% compared to last month.; The September nationally-averaged precipitation total of 2.40 inches was slightly below the long-term average.; The October nationally-averaged precipitation total of 2.19 inches was slightly above the long-term average."
20120918,Total,29.8,70.2,54.26,34.36,17.35,4.98,2012-09-18,2012-09-24,1,2012-09-18,2012-09-18,2012-09-24,"The contiguous United States experienced drought in September 2012, with 57.2% of the area in some sort of drought condition according to the Palmer Drought Severity Index (PDSI) .; The Southeast region of the contiguous United States has greater measures of rainfall erosive power compared to other parts of the country.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
September 2012 was the 48th driest September in the 118-year record, with a national rank of 48th driest. The Palmer Drought Index showed a decrease of about 3% in moderate to extreme drought areas compared to the previous month, with 54% of the country in moderate to exceptional drought.; The September nationally-averaged precipitation total of 2.40 inches was slightly below the long-term average."
20120911,Total,29.48,70.52,53.7,34.98,17.64,5.2,2012-09-11,2012-09-17,1,2012-09-11,2012-09-11,2012-09-17,"The Southeast region of the contiguous United States has greater measures of rainfall erosive power compared to other parts of the country.; The contiguous United States experienced a severe drought in 2012, with over 63% of the area suffering from moderate to exceptional drought in early September.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
September 2012 was the 48th driest September in the 118-year record, with a national rank of 48th driest. The Palmer Drought Index showed a decrease of about 3% in moderate to extreme drought areas compared to the previous month, with 54% of the country in moderate to exceptional drought.; The September nationally-averaged precipitation total of 2.40 inches was slightly below the long-term average."
20120904,Total,30.37,69.63,53.07,35.54,17.94,5.13,2012-09-04,2012-09-10,1,2012-09-04,2012-09-04,2012-09-10,"The contiguous United States experienced a severe drought in 2012, with over 63% of the area suffering from moderate to exceptional drought in early September.; The contiguous United States experienced its third-hottest summer on record in 2012, with August being a particularly hot and dry month.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
September 2012 was the 48th driest September in the 118-year record, with a national rank of 48th driest. The Palmer Drought Index showed a decrease of about 3% in moderate to extreme drought areas compared to the previous month, with 54% of the country in moderate to exceptional drought.; The September nationally-averaged precipitation total of 2.40 inches was slightly below the long-term average."
20120828,Total,30.18,69.82,52.64,35.42,19.38,5.05,2012-08-28,2012-09-03,1,2012-08-28,2012-08-28,2012-09-03,"The contiguous United States experienced its third-hottest summer on record in 2012, with August being a particularly hot and dry month.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
August 2012 was the 57th driest August on record, with precipitation near average nationally. The West and Northeast experienced anomalous warmth, while the Midwest and Southeast experienced below-normal temperatures.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
September 2012 was the 48th driest September in the 118-year record, with a national rank of 48th driest. The Palmer Drought Index showed a decrease of about 3% in moderate to extreme drought areas compared to the previous month, with 54% of the country in moderate to exceptional drought.; The August nationally-averaged precipitation total of 2.59 inches was near the 20th century average, with regional variability across the nation.; The September nationally-averaged precipitation total of 2.40 inches was slightly below the long-term average."
20120821,Total,30.53,69.47,52.9,36.84,19.24,5.27,2012-08-21,2012-08-27,1,2012-08-21,2012-08-21,2012-08-27,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The 2012 U.S. drought worsened in August 2012, with 81% of the contiguous United States experiencing at least abnormally dry conditions.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
August 2012 was the 57th driest August on record, with precipitation near average nationally. The West and Northeast experienced anomalous warmth, while the Midwest and Southeast experienced below-normal temperatures.; The August nationally-averaged precipitation total of 2.59 inches was near the 20th century average, with regional variability across the nation."
20120814,Total,30.19,69.81,51.71,38.1,19.8,5.23,2012-08-14,2012-08-20,1,2012-08-14,2012-08-14,2012-08-20,"The 2012 U.S. drought worsened in August 2012, with 81% of the contiguous United States experiencing at least abnormally dry conditions.; As of August 2012, about 62 percent of the contiguous United States was in some state of drought, with another 16 percent ranking as “abnormally dry.”","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
August 2012 was the 57th driest August on record, with precipitation near average nationally. The West and Northeast experienced anomalous warmth, while the Midwest and Southeast experienced below-normal temperatures.; The August nationally-averaged precipitation total of 2.59 inches was near the 20th century average, with regional variability across the nation."
20120807,Total,29.81,70.19,52.28,38.49,20.18,3.51,2012-08-07,2012-08-13,1,2012-08-07,2012-08-07,2012-08-13,"As of August 2012, about 62 percent of the contiguous United States was in some state of drought, with another 16 percent ranking as “abnormally dry.”; The contiguous U.S. was drier than average in July 2012, with a nationally-averaged precipitation total below average.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
August 2012 was the 57th driest August on record, with precipitation near average nationally. The West and Northeast experienced anomalous warmth, while the Midwest and Southeast experienced below-normal temperatures.; The August nationally-averaged precipitation total of 2.59 inches was near the 20th century average, with regional variability across the nation."
20120731,Total,28.77,71.23,52.66,38.12,18.62,2.52,2012-07-31,2012-08-06,1,2012-07-31,2012-07-31,2012-08-06,"The contiguous U.S. was drier than average in July 2012, with a nationally-averaged precipitation total below average.; The contiguous United States experienced moderate-to-extreme drought in July 2012, with below-average precipitation totals.","The contiguous U.S. experienced its 28th driest July on record, with a national rank of 57% for moderate to extreme drought. The Palmer Z Index, which measures moisture demand and supply, showed record or near-record levels of dryness in several states, including Arkansas, Nebraska, Kansas, Illinois, and Indiana.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
August 2012 was the 57th driest August on record, with precipitation near average nationally. The West and Northeast experienced anomalous warmth, while the Midwest and Southeast experienced below-normal temperatures.; The contiguous U.S. as a whole was drier than average in July, with a nationally-averaged precipitation total of 2.57 inches, 0.19 inch below average.; The August nationally-averaged precipitation total of 2.59 inches was near the 20th century average, with regional variability across the nation."
20120724,Total,28.19,71.81,53.45,38.12,17.2,1.99,2012-07-24,2012-07-30,1,2012-07-24,2012-07-24,2012-07-30,"The contiguous United States experienced moderate-to-extreme drought in July 2012, with below-average precipitation totals.; As of July 24, 2012, 55% of the contiguous United States was under moderate to extreme drought, and 80% of the county had abnormally dry or worse conditions.","The contiguous U.S. experienced its 28th driest July on record, with a national rank of 57% for moderate to extreme drought. The Palmer Z Index, which measures moisture demand and supply, showed record or near-record levels of dryness in several states, including Arkansas, Nebraska, Kansas, Illinois, and Indiana.; The contiguous U.S. as a whole was drier than average in July, with a nationally-averaged precipitation total of 2.57 inches, 0.19 inch below average."
20120717,Total,27.62,72.38,53.18,35.33,11.32,0.83,2012-07-17,2012-07-23,1,2012-07-17,2012-07-17,2012-07-23,"As of July 24, 2012, 55% of the contiguous United States was under moderate to extreme drought, and 80% of the county had abnormally dry or worse conditions.; In July 2012, most of the contiguous 48 states in the US experienced conditions ranging from abnormally dry to exceptional drought.","The contiguous U.S. experienced its 28th driest July on record, with a national rank of 57% for moderate to extreme drought. The Palmer Z Index, which measures moisture demand and supply, showed record or near-record levels of dryness in several states, including Arkansas, Nebraska, Kansas, Illinois, and Indiana.; The contiguous U.S. as a whole was drier than average in July, with a nationally-averaged precipitation total of 2.57 inches, 0.19 inch below average."
20120710,Total,28.3,71.7,50.92,31.11,9.71,0.62,2012-07-10,2012-07-16,1,2012-07-10,2012-07-10,2012-07-16,"In July 2012, most of the contiguous 48 states in the US experienced conditions ranging from abnormally dry to exceptional drought.; The contiguous United States experienced its warmest July on record in 2012, with an average temperature 3.3°F above the 20th century average.","The contiguous U.S. experienced its 28th driest July on record, with a national rank of 57% for moderate to extreme drought. The Palmer Z Index, which measures moisture demand and supply, showed record or near-record levels of dryness in several states, including Arkansas, Nebraska, Kansas, Illinois, and Indiana.; The contiguous U.S. as a whole was drier than average in July, with a nationally-averaged precipitation total of 2.57 inches, 0.19 inch below average."
20120703,Total,29.29,70.71,46.84,28.66,8.64,0.5,2012-07-03,2012-07-09,1,2012-07-03,2012-07-03,2012-07-09,"The contiguous United States experienced its warmest July on record in 2012, with an average temperature 3.3°F above the 20th century average.; The January-June period in 2012 was the warmest first half of any year on record for the contiguous United States, with a national temperature of 52.9°F, 4.5°F above average.","The contiguous U.S. experienced its 28th driest July on record, with a national rank of 57% for moderate to extreme drought. The Palmer Z Index, which measures moisture demand and supply, showed record or near-record levels of dryness in several states, including Arkansas, Nebraska, Kansas, Illinois, and Indiana.; The contiguous U.S. as a whole was drier than average in July, with a nationally-averaged precipitation total of 2.57 inches, 0.19 inch below average."
20120626,Total,32.89,67.11,42.81,25.72,7.15,0.34,2012-06-26,2012-07-02,1,2012-06-26,2012-06-26,2012-07-02,"The January-June period in 2012 was the warmest first half of any year on record for the contiguous United States, with a national temperature of 52.9°F, 4.5°F above average.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
June 2012 was the 10th driest June on record, with a strong high-pressure system dominating the U.S. weather pattern, leading to descending air and inhibited precipitation in most areas.; The contiguous U.S. experienced its 28th driest July on record, with a national rank of 57% for moderate to extreme drought. The Palmer Z Index, which measures moisture demand and supply, showed record or near-record levels of dryness in several states, including Arkansas, Nebraska, Kansas, Illinois, and Indiana.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
According to the report, the contiguous U.S. experienced drought conditions in 56.0% of the area, marking the largest percentage of the nation experiencing drought conditions in the 12-year record of the U.S. Drought Monitor. Florida had its wettest June on record, while parts of the Northeast and Pacific Northwest were also wet.; The contiguous U.S. as a whole was drier than average in July, with a nationally-averaged precipitation total of 2.57 inches, 0.19 inch below average."
20120619,Total,39.42,60.58,39.12,20.32,4.35,0.24,2012-06-19,2012-06-25,1,2012-06-19,2012-06-19,2012-06-25,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The contiguous United States has sufficient moisture to produce thunderstorm clouds and precipitation in the summertime.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
June 2012 was the 10th driest June on record, with a strong high-pressure system dominating the U.S. weather pattern, leading to descending air and inhibited precipitation in most areas.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
According to the report, the contiguous U.S. experienced drought conditions in 56.0% of the area, marking the largest percentage of the nation experiencing drought conditions in the 12-year record of the U.S. Drought Monitor. Florida had its wettest June on record, while parts of the Northeast and Pacific Northwest were also wet."
20120612,Total,47.62,52.38,33.24,16.04,3.29,0.24,2012-06-12,2012-06-18,1,2012-06-12,2012-06-12,2012-06-18,"The contiguous United States has sufficient moisture to produce thunderstorm clouds and precipitation in the summertime.; The contiguous United States experienced the warmest June recorded in 2012, with intense precipitation increasing by over 20 percent over the past century.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
June 2012 was the 10th driest June on record, with a strong high-pressure system dominating the U.S. weather pattern, leading to descending air and inhibited precipitation in most areas.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
According to the report, the contiguous U.S. experienced drought conditions in 56.0% of the area, marking the largest percentage of the nation experiencing drought conditions in the 12-year record of the U.S. Drought Monitor. Florida had its wettest June on record, while parts of the Northeast and Pacific Northwest were also wet."
20120605,Total,46.4,53.6,32.34,15.85,3.86,0.5,2012-06-05,2012-06-11,1,2012-06-05,2012-06-05,2012-06-11,"The contiguous United States experienced the warmest June recorded in 2012, with intense precipitation increasing by over 20 percent over the past century.; The first six months of 2012 were drier than average for much of the contiguous U.S., with a nationally-averaged precipitation.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
June 2012 was the 10th driest June on record, with a strong high-pressure system dominating the U.S. weather pattern, leading to descending air and inhibited precipitation in most areas.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
According to the report, the contiguous U.S. experienced drought conditions in 56.0% of the area, marking the largest percentage of the nation experiencing drought conditions in the 12-year record of the U.S. Drought Monitor. Florida had its wettest June on record, while parts of the Northeast and Pacific Northwest were also wet."
20120529,Total,46.4,53.6,31.31,15.87,4.38,0.55,2012-05-29,2012-06-04,1,2012-05-29,2012-05-29,2012-06-04,"The first six months of 2012 were drier than average for much of the contiguous U.S., with a nationally-averaged precipitation.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
May 2012 was the 2nd warmest and 27th driest May on record, with warm anomalies dominating at the monthly level and most weeks.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
June 2012 was the 10th driest June on record, with a strong high-pressure system dominating the U.S. weather pattern, leading to descending air and inhibited precipitation in most areas.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The contiguous U.S. had a national precipitation total of 7.47 inches, 0.24 inch below average, making it a drier than average spring. Delaware had a top ten dry spring. Utah had a top ten dry May.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
According to the report, the contiguous U.S. experienced drought conditions in 56.0% of the area, marking the largest percentage of the nation experiencing drought conditions in the 12-year record of the U.S. Drought Monitor. Florida had its wettest June on record, while parts of the Northeast and Pacific Northwest were also wet."
20120522,Total,47.83,52.17,29.58,16.31,4.98,0.8,2012-05-22,2012-05-28,1,2012-05-22,2012-05-22,2012-05-28,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The May 2012 national climate report for the United States showed that precipitation patterns across the contiguous U.S. were scarce in the central portions of the country.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
May 2012 was the 2nd warmest and 27th driest May on record, with warm anomalies dominating at the monthly level and most weeks.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The contiguous U.S. had a national precipitation total of 7.47 inches, 0.24 inch below average, making it a drier than average spring. Delaware had a top ten dry spring. Utah had a top ten dry May."
20120515,Total,54.12,45.88,28.18,15.41,4.78,0.85,2012-05-15,2012-05-21,1,2012-05-15,2012-05-15,2012-05-21,"The May 2012 national climate report for the United States showed that precipitation patterns across the contiguous U.S. were scarce in the central portions of the country.; Average U.S. precipitation has increased, and the contiguous United States has experienced more extreme precipitation events.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
May 2012 was the 2nd warmest and 27th driest May on record, with warm anomalies dominating at the monthly level and most weeks.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The contiguous U.S. had a national precipitation total of 7.47 inches, 0.24 inch below average, making it a drier than average spring. Delaware had a top ten dry spring. Utah had a top ten dry May."
20120508,Total,53.01,46.99,30.05,16.46,5.67,1.34,2012-05-08,2012-05-14,1,2012-05-08,2012-05-08,2012-05-14,"Average U.S. precipitation has increased, and the contiguous United States has experienced more extreme precipitation events.; The contiguous United States experienced drought conditions in the spring of 2012, with the Northeast region joining the drought in May 2012.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
May 2012 was the 2nd warmest and 27th driest May on record, with warm anomalies dominating at the monthly level and most weeks.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The contiguous U.S. had a national precipitation total of 7.47 inches, 0.24 inch below average, making it a drier than average spring. Delaware had a top ten dry spring. Utah had a top ten dry May."
20120501,Total,50.33,49.67,31.98,17.09,5.79,1.61,2012-05-01,2012-05-07,1,2012-05-01,2012-05-01,2012-05-07,"The contiguous United States experienced drought conditions in the spring of 2012, with the Northeast region joining the drought in May 2012.; The Rocky Mountain Area Climate Outlook reported that less than 50% of average precipitation was widespread west of the Continental Divide in April.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
May 2012 was the 2nd warmest and 27th driest May on record, with warm anomalies dominating at the monthly level and most weeks.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The contiguous U.S. had a national precipitation total of 7.47 inches, 0.24 inch below average, making it a drier than average spring. Delaware had a top ten dry spring. Utah had a top ten dry May."
20120424,Total,50.25,49.75,31.05,16.73,5.58,1.55,2012-04-24,2012-04-30,1,2012-04-24,2012-04-24,2012-04-30,The Rocky Mountain Area Climate Outlook reported that less than 50% of average precipitation was widespread west of the Continental Divide in April.; The contiguous United States had its third smallest April snow cover extent on record in 2012.,"Objective facts about the Monthly Contiguous U.S. Precipitation situation:
April 2012 was the 3rd warmest on record and 41st driest, based on data back to 1895. 
The Palmer Drought Index indicates that drought conditions improved in the Northwest but intensified in the Southwest, Southeast, Upper Midwest, and Central Rockies. 
The Standardized Precipitation Index (SPI) shows that the Pacific Northwest had wet SPI values at 1, 2, 3, and 24 months.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The nationally-averaged precipitation was 2.23 inches, 0.20 inch below average. Statewide precipitation totals were mixed during April, with wetter-than-average conditions across the West Coast and Northern and Central Plains, and drier-than-average conditions from Texas, along the Gulf Coast, stretching northward into the Great Lakes."
20120417,Total,50.23,49.77,30.94,16.43,5.5,1.58,2012-04-17,2012-04-23,1,2012-04-17,2012-04-17,2012-04-23,"The contiguous United States had its third smallest April snow cover extent on record in 2012.; The United States is a huge country with widely varying climates, and precipitation patterns vary across regions.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
April 2012 was the 3rd warmest on record and 41st driest, based on data back to 1895. 
The Palmer Drought Index indicates that drought conditions improved in the Northwest but intensified in the Southwest, Southeast, Upper Midwest, and Central Rockies. 
The Standardized Precipitation Index (SPI) shows that the Pacific Northwest had wet SPI values at 1, 2, 3, and 24 months.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The nationally-averaged precipitation was 2.23 inches, 0.20 inch below average. Statewide precipitation totals were mixed during April, with wetter-than-average conditions across the West Coast and Northern and Central Plains, and drier-than-average conditions from Texas, along the Gulf Coast, stretching northward into the Great Lakes."
20120410,Total,49.04,50.96,32.11,16.87,5.64,1.72,2012-04-10,2012-04-16,1,2012-04-10,2012-04-10,2012-04-16,"The United States is a huge country with widely varying climates, and precipitation patterns vary across regions.; The nationally-averaged temperature in April 2012 was 55.7 degrees F, 3.6 degrees above average.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
April 2012 was the 3rd warmest on record and 41st driest, based on data back to 1895. 
The Palmer Drought Index indicates that drought conditions improved in the Northwest but intensified in the Southwest, Southeast, Upper Midwest, and Central Rockies. 
The Standardized Precipitation Index (SPI) shows that the Pacific Northwest had wet SPI values at 1, 2, 3, and 24 months.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The nationally-averaged precipitation was 2.23 inches, 0.20 inch below average. Statewide precipitation totals were mixed during April, with wetter-than-average conditions across the West Coast and Northern and Central Plains, and drier-than-average conditions from Texas, along the Gulf Coast, stretching northward into the Great Lakes."
20120403,Total,49.67,50.33,30.79,16.47,5.57,1.61,2012-04-03,2012-04-09,1,2012-04-03,2012-04-03,2012-04-09,"The nationally-averaged temperature in April 2012 was 55.7 degrees F, 3.6 degrees above average.; The contiguous United States experienced warmer-than-average temperatures and drought conditions in April 2012.","Objective facts about the Monthly Contiguous U.S. Precipitation situation:
April 2012 was the 3rd warmest on record and 41st driest, based on data back to 1895. 
The Palmer Drought Index indicates that drought conditions improved in the Northwest but intensified in the Southwest, Southeast, Upper Midwest, and Central Rockies. 
The Standardized Precipitation Index (SPI) shows that the Pacific Northwest had wet SPI values at 1, 2, 3, and 24 months.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The nationally-averaged precipitation was 2.23 inches, 0.20 inch below average. Statewide precipitation totals were mixed during April, with wetter-than-average conditions across the West Coast and Northern and Central Plains, and drier-than-average conditions from Texas, along the Gulf Coast, stretching northward into the Great Lakes."
20120327,Total,52.75,47.25,30.09,16.27,5.63,1.8,2012-03-27,2012-04-02,1,2012-03-27,2012-03-27,2012-04-02,The contiguous United States experienced warmer-than-average temperatures and drought conditions in April 2012.; The contiguous United States experienced its fourth smallest March snow cover extent on record in 2012.,"Objective facts about the Monthly Contiguous U.S. Precipitation situation:
March 2012 was the 25th wettest month on record, with variable precipitation patterns across the country. The Pacific Northwest was wet at 1 to 3 months and 24 months, while the Southwest was dry at all time scales out to 24 months. The Southern Plains was wet at 1 to 6 months but dry from 9 to 24 months.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
April 2012 was the 3rd warmest on record and 41st driest, based on data back to 1895. 
The Palmer Drought Index indicates that drought conditions improved in the Northwest but intensified in the Southwest, Southeast, Upper Midwest, and Central Rockies. 
The Standardized Precipitation Index (SPI) shows that the Pacific Northwest had wet SPI values at 1, 2, 3, and 24 months.; The nationally-averaged precipitation total was 2.73 inches, which is 0.33 inch above average.; Objective facts about the Monthly Contiguous U.S. Precipitation situation:
The nationally-averaged precipitation was 2.23 inches, 0.20 inch below average. Statewide precipitation totals were mixed during April, with wetter-than-average conditions across the West Coast and Northern and Central Plains, and drier-than-average conditions from Texas, along the Gulf Coast, stretching northward into the Great Lakes."
20120320,Total,53.05,46.95,32.09,16.09,5.76,1.84,2012-03-20,2012-03-26,1,2012-03-20,2012-03-20,2012-03-26,The contiguous United States experienced its fourth smallest March snow cover extent on record in 2012.; The contiguous United States experienced warmer-than-average land surface temperatures in March 2012.,"Objective facts about the Monthly Contiguous U.S. Precipitation situation:
March 2012 was the 25th wettest month on record, with variable precipitation patterns across the country. The Pacific Northwest was wet at 1 to 3 months and 24 months, while the Southwest was dry at all time scales out to 24 months. The Southern Plains was wet at 1 to 6 months but dry from 9 to 24 months.; The nationally-averaged precipitation total was 2.73 inches, which is 0.33 inch above average."
