CBSA Code,CBSA,start_date,end_date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,date,search_fact,report_fact
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-08-23,2010-08-29,50.142857142857146,Good,Ozone,34-025-0005,50.0,2010-08-23,"The U.S. Environmental Protection Agency (EPA) announced a new 1-hour sulfur dioxide (SO2) National Ambient Air Quality Standard on June 2, 2010.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-08-30,2010-09-05,117.85714285714286,Unhealthy,Ozone,34-029-0006,52.142857142857146,2010-08-30,"The air quality in New York City is a concern, with Code Red air quality warnings issued during heat waves.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-09-06,2010-09-12,60.42857142857143,Good,Ozone,34-019-0001,50.857142857142854,2010-09-06,The Clean Air Act of 1963 and the 1967 Act significantly amended and expanded air pollution regulations in New York.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-09-13,2010-09-19,49.57142857142857,Moderate,PM2.5,34-039-0004,49.714285714285715,2010-09-13,"The air quality in New York City has been a concern since the Gilded Age, with pollution from factories and other sources affecting the environment and public health.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-09-20,2010-09-26,70.85714285714286,Good,Ozone,34-023-0011,51.57142857142857,2010-09-20,The New York State Department of Environmental Conservation (DEC) utilizes its authority under the State Environmental Quality Review Act and other permitting programs to regulate endangered species in the state.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-09-27,2010-10-03,46.714285714285715,Good,PM2.5,34-039-0004,50.714285714285715,2010-09-27,"The New York State Department of Environmental Conservation (NYS DEC) conducted community ambient air monitoring in Chinatown and the Lower East Side, reflecting air quality measurements at 8-10 sites.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-10-04,2010-10-10,39.0,Good,NO2,34-039-0004,50.57142857142857,2010-10-04,"The Hudson Valley, specifically Lower Westchester County, may have poor air quality, but it improves towards Upper Westchester and Putnam County.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-10-11,2010-10-17,49.42857142857143,Good,Ozone,34-039-0004,51.57142857142857,2010-10-11,"The federal jury in Utica, N.Y. has found Certified Environmental Services Inc. and its managers guilty of air quality monitoring fraud.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-10-18,2010-10-24,51.42857142857143,Moderate,PM2.5,34-039-0004,50.42857142857143,2010-10-18,"The New York State Hazardous Waste Facility Siting Plan is available, which includes the adopted Siting Plan, Final Generic Environmental Impact Statement (GEIS), and the State Environmental Quality Review (SEQR) Findings Statement.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-10-25,2010-10-31,47.57142857142857,Good,PM2.5,34-039-0004,49.857142857142854,2010-10-25,"New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York, including overseeing contaminated site clean-ups and environmental monitoring.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-11-01,2010-11-07,42.285714285714285,Good,PM2.5,36-061-0115,52.42857142857143,2010-11-01,"Objective facts about the Environment situation:
The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York. 
The DEC monitors water quality at the city's 19 upstate reservoirs and at nearly 1,000 sampling stations throughout the city's distribution system.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-11-08,2010-11-14,52.142857142857146,Moderate,PM2.5,36-061-0115,49.142857142857146,2010-11-08,"The City of Schenectady, NY has laws and regulations in place to address air pollution, specifically Chapter 121 Air Pollution.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-11-15,2010-11-21,50.142857142857146,Moderate,PM2.5,36-061-0115,46.857142857142854,2010-11-15,The Environmental Health and Safety (EHS) Department of NewYork-Presbyterian Hospital is staffed by multidisciplinary professionals with responsibilities in ensuring environmental health and safety.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-11-22,2010-11-28,55.0,Moderate,PM2.5,36-061-0115,48.0,2010-11-22,"Air quality in Beijing is compared to that in New York, indicating a severe air pollution problem in Beijing.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-11-29,2010-12-05,50.857142857142854,Good,PM2.5,36-061-0115,46.714285714285715,2010-11-29,"Air pollution is a significant concern, with moderate air pollution linked to a higher risk of middle-ear infection in babies and toddlers . The U.S. Forest Service has been researching the effects of urban trees and parks on air quality since 1972 .",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-12-06,2010-12-12,59.57142857142857,Moderate,PM2.5,36-061-0115,47.142857142857146,2010-12-06,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-12-13,2010-12-19,77.42857142857143,Moderate,PM2.5,34-039-0004,48.714285714285715,2010-12-13,"New York State has a Toxic Mold Task Force that includes members from various government agencies and organizations, aiming to improve indoor environmental quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-12-20,2010-12-26,54.285714285714285,Moderate,PM2.5,36-061-0115,47.57142857142857,2010-12-20,"The air quality in the New York region decreases with income group, with lower-income groups exposed to poorer air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010-12-27,2011-01-02,89.28571428571429,Moderate,PM2.5,36-061-0115,46.285714285714285,2010-12-27,"Air quality is a concern in New York, with the Community Multiscale Air Quality Model (CMAQ) being used to simulate air quality and establish compliance with new NO2 standards.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-01-03,2011-01-09,71.42857142857143,Moderate,PM2.5,36-061-0115,46.285714285714285,2011-01-03,"The New York State Department of Environmental Conservation (NYSDEC) is responsible for protecting the state's environmental resources, including air and water quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-01-10,2011-01-16,68.85714285714286,Moderate,PM2.5,36-061-0115,43.285714285714285,2011-01-10,"The National Ambient Air Quality Standards (NAAQS) were set forth in the Clean Air Act Amendments of 1970, requiring the EPA to set air quality standards.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-01-17,2011-01-23,70.42857142857143,Moderate,PM2.5,36-061-0115,43.857142857142854,2011-01-17,"The New York City Department of Environmental Protection has a Commissioner and Chief Climate Officer, Rit Aggarwala, appointed in February 2022.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-01-24,2011-01-30,84.42857142857143,Moderate,PM2.5,34-039-0004,45.714285714285715,2011-01-24,"The New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York, and oversees air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-01-31,2011-02-06,75.14285714285714,Moderate,PM2.5,36-061-0115,44.42857142857143,2011-01-31,"The EPA has completed its investigation of the Gowanus Canal Superfund site in Brooklyn, N.Y. and identified areas of concern for air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-02-07,2011-02-13,69.85714285714286,Moderate,PM2.5,36-061-0115,43.0,2011-02-07,The New York State Department of Health provides guidance on environmental radiation protection and has a quality assurance program for external beam and brachytherapy.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-02-14,2011-02-20,68.85714285714286,Moderate,PM2.5,36-061-0115,45.57142857142857,2011-02-14,"The New York State Department of Environmental Conservation (NYDEC) is responsible for protecting the state's environmental resources, including air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-02-21,2011-02-27,71.28571428571429,Moderate,PM2.5,36-061-0115,45.857142857142854,2011-02-21,The New York City Department of Environmental Protection (DEP) replaced sewer outfall signs in New York City to improve water quality at these locations.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-02-28,2011-03-06,57.714285714285715,Moderate,PM2.5,36-061-0115,44.285714285714285,2011-02-28,"The New York State Department of Environmental Conservation (DEC) is responsible for protecting the state's environmental resources, including air and water quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-03-07,2011-03-13,54.857142857142854,Moderate,PM2.5,36-061-0115,47.142857142857146,2011-03-07,"The Wyoming Department of Environmental Quality has been working to address air pollution in Pinedale, WY, where mountain ranges create an inversion that traps pollutants.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-03-14,2011-03-20,57.285714285714285,Moderate,PM2.5,36-061-0115,47.285714285714285,2011-03-14,"California has air pollution issues, with machines constantly measuring the air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-03-21,2011-03-27,53.142857142857146,Good,PM2.5,36-061-0115,47.857142857142854,2011-03-21,"Outdated trucks and buses in Hong Kong generate as much as 90 percent of roadside pollution, making Hong Kong's air three times as bad as that of New York and twice as bad as that of London.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-03-28,2011-04-03,49.0,Good,PM2.5,36-061-0115,48.42857142857143,2011-03-28,The New York State government and environmental groups have taken legal action to curb air pollution from coal-fired power plants.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-04-04,2011-04-10,64.42857142857143,Moderate,PM2.5,34-039-0004,47.857142857142854,2011-04-04,The New York State Department of Transportation has a project library that includes air quality analysis and energy-related projects.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-04-11,2011-04-17,54.142857142857146,Good,Ozone,34-023-0011,45.857142857142854,2011-04-11,"The New York City Community Air Survey reports on air quality in the city, and the PlaNYC 2030 initiative aims to improve air quality and sustainability.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-04-18,2011-04-24,59.0,Moderate,NO2,34-039-0004,48.285714285714285,2011-04-18,"New York City's air quality is regulated by the New York City Air Pollution Control Code (Air Code), which has not been thoroughly updated since 1975.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-04-25,2011-05-01,69.28571428571429,Moderate,Ozone,34-039-0004,46.42857142857143,2011-04-25,"The New York City government has taken steps to address environmental issues, including amending the administrative code to reduce emissions and air quality related environmental diseases.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-05-02,2011-05-08,56.857142857142854,Moderate,NO2,34-017-0006,46.714285714285715,2011-05-02,"Objective facts about the Environment situation: 
Active transportation can reduce private car trips, decreasing pollution and improving air quality in New York City. 
A multi-year study found a correlation between air pollution and respiratory hospital admissions in three New York State metropolitan areas. 
Air pollution incidents have occurred in New York City, such as the one in November 1953. 
The National Ambient Air Quality standards are exceeded in certain areas, leading to poor air quality. 
The Environmental Protection Agency has implemented rules to regulate the use of elemental mercury in certain devices.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-05-09,2011-05-15,48.714285714285715,Good,Ozone,34-017-1003,47.42857142857143,2011-05-09,The Environmental Advocates NY has a team of professionals dedicated to protecting the environment in New York.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-05-16,2011-05-22,57.142857142857146,Moderate,PM2.5,34-025-0005,45.714285714285715,2011-05-16,Air quality standards are in place to regulate pollution from new and existing sources.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-05-23,2011-05-29,77.0,Moderate,Ozone,36-061-0128,46.0,2011-05-23,"New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-05-30,2011-06-05,83.71428571428571,Good,Ozone,34-023-0011,46.142857142857146,2011-05-30,"The I-81 Viaduct Project in Onondaga County, New York has a Final Design Report/Final Environmental Impact Statement available for download.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-06-06,2011-06-12,126.28571428571429,Unhealthy,Ozone,36-103-0002,44.57142857142857,2011-06-06,The air quality index can help asthma patients manage their symptoms by checking the local air quality on days when the air is more polluted than others.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-06-13,2011-06-19,69.85714285714286,Moderate,Ozone,36-103-0004,45.857142857142854,2011-06-13,"The Bronx, a New York City borough, has high asthma prevalence and poor air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-06-20,2011-06-26,79.57142857142857,Moderate,PM2.5,34-039-0004,47.285714285714285,2011-06-20,"The New York State Department of Health (NYSDOH) conducted a baseline indoor air quality study in 2006, sampling indoor air in basements and living spaces from 104 homes.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-06-27,2011-07-03,78.57142857142857,Moderate,Ozone,34-023-0011,45.57142857142857,2011-06-27,School-sized wood heating systems in New York can meet all current air quality regulations affecting boilers.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-07-04,2011-07-10,114.14285714285714,Moderate,Ozone,36-103-0002,42.42857142857143,2011-07-04,New York City has a noise code and a department of environmental protection that enforces it.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-07-11,2011-07-17,95.14285714285714,Moderate,Ozone,36-103-0002,42.42857142857143,2011-07-11,The New York State Department of Health evaluates Primary Diagnostic Medical Physicists' radiation safety/quality assurance programs based on specific standards and information.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-07-18,2011-07-24,162.42857142857142,Unhealthy,Ozone,34-023-0011,40.57142857142857,2011-07-18,"The Environmental Protection Agency's (EPA) air quality rankings range from 0 to 500, with 500 being the worst. New York City's air quality index (AQI) has been affected by extreme heat, worsening ozone air pollution.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-07-25,2011-07-31,81.85714285714286,Moderate,Ozone,36-085-0067,39.285714285714285,2011-07-25,"Air pollutant levels can rise during hot summer days, contributing to Air Quality Alert days.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-08-01,2011-08-07,83.28571428571429,Moderate,Ozone,36-085-0067,43.285714285714285,2011-08-01,"The tree canopy of New York City removes 1,973 tons of air pollution annually at a value of $300 million.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-08-08,2011-08-14,62.714285714285715,Moderate,Ozone,36-103-0002,41.42857142857143,2011-08-08,The subway is increasingly recognized as a unique and important microenvironment for air pollution research.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-08-15,2011-08-21,73.42857142857143,Moderate,Ozone,34-019-0001,41.142857142857146,2011-08-15,"The New York State Department of Environmental Conservation (DEC) has an Office of Air Resources, Climate Change, and Energy, which suggests that the state is actively working on environmental issues.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-08-22,2011-08-28,54.285714285714285,Good,PM2.5,34-023-0011,37.714285714285715,2011-08-22,"The New York State Department of Transportation coordinates operation of transportation facilities and services, including highway, bridges, and railroad.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-08-29,2011-09-04,65.42857142857143,Moderate,PM2.5,36-085-0067,37.57142857142857,2011-08-29,The Environmental Protection Agency (EPA) has drafted a permit by rule for new or modified true minor sources of air pollution in Indian Country.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-09-05,2011-09-11,40.857142857142854,Good,NO2,34-039-0004,39.285714285714285,2011-09-05,"Air quality is a significant concern in the New York Metropolitan Area, with indoor air pollution being a particular issue.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-09-12,2011-09-18,57.285714285714285,Moderate,Ozone,34-013-0003,41.42857142857143,2011-09-12,The Clean Air Coalition of Western New York (CAC) took the lead to uncover information about air pollution in Tonawanda prior to the beginning of E3 efforts.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-09-19,2011-09-25,48.0,Good,PM2.5,34-039-0004,40.285714285714285,2011-09-19,"The United States experienced unhealthy air days in 2010 and 2011, particularly in New York, North Carolina, Ohio, Pennsylvania, and Texas.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-09-26,2011-10-02,51.57142857142857,Moderate,PM2.5,34-039-0004,40.0,2011-09-26,"New York City has poor air quality, with high NOx emissions in Manhattan . California's Central Valley has bad air pollution, with five cities among the ten worst performing in the country . Auckland's air quality is as bad as Tokyo's and New York's .",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-10-03,2011-10-09,45.285714285714285,Good,NO2,34-017-1003,43.0,2011-10-03,The New York State AQI is an index for reporting daily air quality in the eight Air Quality Regions within the state.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-10-10,2011-10-16,50.42857142857143,Good,PM2.5,34-039-0004,41.857142857142854,2011-10-10,The New York State Air Quality Index (AQI) is an index for reporting daily air quality in the eight Air Quality Regions within the state.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-10-17,2011-10-23,46.714285714285715,Good,PM2.5,34-013-0003,43.285714285714285,2011-10-17,"New York State has various state parks, such as Coles Creek State Park and Fair Haven Beach State Park, which provide recreational areas and promote environmental conservation.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-10-24,2011-10-30,50.857142857142854,Moderate,PM2.5,36-005-0112,43.714285714285715,2011-10-24,"The New York State Department of Transportation is responsible for coordinating the operation of transportation facilities and services, including highways, bridges, and railroads, which can impact air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-10-31,2011-11-06,65.85714285714286,Moderate,PM2.5,36-005-0112,39.857142857142854,2011-10-31,"Air quality, traffic congestion, and childhood health are alarming in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-11-07,2011-11-13,68.71428571428571,Moderate,PM2.5,36-005-0112,40.142857142857146,2011-11-07,"The air quality index in Wayne County, NY is 39, ranking",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-11-14,2011-11-20,53.42857142857143,Moderate,PM2.5,36-005-0112,39.0,2011-11-14,"The air quality in China was reported to be poor in November 2011, with a thick haze blanketing eastern China.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-11-21,2011-11-27,61.285714285714285,Moderate,PM2.5,36-005-0112,36.285714285714285,2011-11-21,"The EPA is required to review and revise technology-based standards for national emissions of hazardous air pollutants, considering air quality health and environmental impacts, and energy requirements.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-11-28,2011-12-04,58.857142857142854,Moderate,PM2.5,36-005-0112,36.0,2011-11-28,"The air quality in Elmira, NY is being forecasted and monitored, with current conditions and expectations for the next 3 days available.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-12-05,2011-12-11,58.0,Moderate,PM2.5,36-005-0112,37.857142857142854,2011-12-05,"In December 2011, air pollution was a significant concern in Beijing, China, causing daily life disruptions and raising questions about the economic cost and government's ability to ensure public safety.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-12-12,2011-12-18,63.57142857142857,Moderate,PM2.5,36-059-0005,36.57142857142857,2011-12-12,The City of New York adopted rules in 1982 to address deteriorating air quality in the context of the Clean Air Act.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-12-19,2011-12-25,58.0,Moderate,PM2.5,34-039-0004,36.57142857142857,2011-12-19,"The New York State Department of Environmental Conservation (NYSDEC) has regulations in place to protect the environment, including air quality standards.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2011-12-26,2012-01-01,60.285714285714285,Moderate,PM2.5,36-005-0112,36.857142857142854,2011-12-26,"Indoor air quality investigations were conducted in LeRoy, New York, and The Bronx New School, with sampling for airborne mold spores and air quality surveys.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-01-02,2012-01-08,63.0,Moderate,PM2.5,36-005-0112,35.142857142857146,2012-01-02,"New York City has poor air quality, with high levels of air pollution .",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-01-09,2012-01-15,60.714285714285715,Moderate,PM2.5,36-005-0112,35.285714285714285,2012-01-09,"In New York City, planting new trees can improve air quality and increase property value by $4,725.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-01-16,2012-01-22,60.857142857142854,Moderate,PM2.5,36-005-0112,36.42857142857143,2012-01-16,"The air quality in Beijing was a serious concern in 2012, leading to social unrest.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-01-23,2012-01-29,60.857142857142854,Moderate,PM2.5,36-005-0112,36.142857142857146,2012-01-23,"The New York City area has poor air quality, with Queens having the worst air quality in the city . The New York Power Authority plans to tear down the Charles Poletti Power Plant in Astoria .",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-01-30,2012-02-05,54.57142857142857,Moderate,PM2.5,36-005-0112,36.57142857142857,2012-01-30,"New York City's air pollution is not one of the worst in the world, with a high ozone level of 4.0 compared to LA's 91.5.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-02-06,2012-02-12,59.857142857142854,Moderate,PM2.5,34-039-0004,38.285714285714285,2012-02-06,"New York City has an idling rule to improve air quality, but it is not being enforced effectively.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-02-13,2012-02-19,60.57142857142857,Moderate,PM2.5,34-039-0004,40.57142857142857,2012-02-13,"The National Ambient Air Quality Standards (NAAQS) are the concentrations of principal pollutants, such as criteria pollutants, that are set by the Clean Air Act.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-02-20,2012-02-26,51.857142857142854,Good,PM2.5,36-047-0121,41.714285714285715,2012-02-20,"Utah and Wyoming are experiencing high wintertime ozone pollution near oil and gas operations, similar to the New York metropolitan area.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-02-27,2012-03-04,49.714285714285715,Moderate,PM2.5,34-013-1003,41.857142857142854,2012-02-27,New York City's Clean Indoor Air Act already prohibits smoking in indoor areas to improve indoor air quality.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-03-05,2012-03-11,50.57142857142857,Moderate,PM2.5,36-005-0112,41.42857142857143,2012-03-05,New York City region is out of compliance with certain ambient air quality standards,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-03-12,2012-03-18,64.71428571428571,Moderate,PM2.5,36-005-0112,42.57142857142857,2012-03-12,"New York State's Department of Environmental Conservation (DEC) protects the state's land, water, and air resources.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-03-19,2012-03-25,59.142857142857146,Moderate,PM2.5,36-061-0134,43.285714285714285,2012-03-19,"Prior to 1960, there were no state air quality or deposited matter standards in the United States. By 1966, ten states had established such standards.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-03-26,2012-04-01,50.0,Good,Ozone,36-103-0004,42.285714285714285,2012-03-26,"The Environmental Defense Fund reports that the lowest-quality heating oils are being phased out in New York, but furnaces still introduce soot in many areas.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-04-02,2012-04-08,53.714285714285715,Moderate,Ozone,36-103-0004,41.42857142857143,2012-04-02,"The New York State Energy Research and Development Authority (NYSERDA) provides a list of contractors who offer energy storage solutions, including options that can be paired with solar or other onsite generation.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-04-09,2012-04-15,61.285714285714285,Moderate,Ozone,36-103-0004,42.42857142857143,2012-04-09,"The National Ambient Air Quality Standards (NAAQS) were updated on October 2, 2007.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-04-16,2012-04-22,57.714285714285715,Good,Ozone,36-103-0004,42.142857142857146,2012-04-16,"Green roofs in NYC reduce stormwater and flooding, improve air quality, and reduce extreme summer temperatures.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-04-23,2012-04-29,56.42857142857143,Moderate,Ozone,36-103-0004,42.285714285714285,2012-04-23,"The Environmental Protection Agency (EPA) is involved in activities related to air quality, including policy divisions and settlements with corporations.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-04-30,2012-05-06,52.285714285714285,Moderate,NO2,34-013-0003,42.285714285714285,2012-04-30,"Objective facts about the Environment situation:
The City Council adopted the Zone Green Text on April 30, 2012, which aims to reduce energy consumption in buildings, as they are responsible for 80 percent of New York City's greenhouse gas emissions.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-05-07,2012-05-13,66.71428571428571,Good,Ozone,36-085-0067,41.42857142857143,2012-05-07,"The air quality in New York State is being monitored, and there are concerns about air quality due to factors such as wildfires and heatwaves.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-05-14,2012-05-20,65.0,Moderate,Ozone,34-013-0003,41.857142857142854,2012-05-14,The New York State Department of Environmental Conservation (DEC) has developed lists of state protected plants through cooperative efforts with the New York State Science Service.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-05-21,2012-05-27,58.714285714285715,Moderate,PM2.5,34-013-0003,41.0,2012-05-21,"The Environmental Protection Agency (EPA) has designated areas in New Jersey, New York, Puerto Rico, and Virgin Islands as not meeting air quality standards for ozone.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-05-28,2012-06-03,73.42857142857143,Moderate,Ozone,34-029-0006,41.0,2012-05-28,"The air quality in Nairobi, Kenya is impacted by traffic, with high levels of PM2.5.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-06-04,2012-06-10,63.42857142857143,Good,Ozone,34-025-0005,41.142857142857146,2012-06-04,"China has asked foreign governments to stop reporting on its air quality, citing that data from a few locations is unrepresentative of broader air quality in China.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-06-11,2012-06-17,54.285714285714285,Good,Ozone,34-019-0001,43.714285714285715,2012-06-11,"Air pollution is a major environmental issue in the United States, with over 100 million citizens affected by poor air quality.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-06-18,2012-06-24,97.0,Moderate,Ozone,34-023-0011,42.42857142857143,2012-06-18,"The Brooklyn Grange Rooftop Farm in New York City is the world's largest urban rooftop farm, with 40,000 square feet devoted to vegetable and herb production.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-06-25,2012-07-01,104.14285714285714,Unhealthy for Sensitive Groups,Ozone,36-103-0002,42.42857142857143,2012-06-25,The New York Truck Voucher Incentive Program (NYTVIP) aims to reduce tailpipe pollution by promoting the use of advanced vehicles.,NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-07-02,2012-07-08,105.0,Unhealthy for Sensitive Groups,Ozone,34-029-0006,43.0,2012-07-02,"New York State Department of Environmental Conservation (DEC) protects the land, water, and air resources in New York.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-07-09,2012-07-15,101.14285714285714,Unhealthy for Sensitive Groups,Ozone,34-023-0011,42.857142857142854,2012-07-09,"New York City has various environmental initiatives, such as waterfront esplanades, wetlands, and hiking trails, which offer opportunities for recreation.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-07-16,2012-07-22,96.14285714285714,Moderate,Ozone,34-017-1003,41.42857142857143,2012-07-16,"The Environmental Protection Agency (EPA) reports on the status of New York designated areas, including air quality implementation plans.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-07-23,2012-07-29,78.42857142857143,Moderate,Ozone,34-025-0005,42.285714285714285,2012-07-23,"The 1997 8-hour Ozone NAAQS was revoked effective April 6, 2015.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-07-30,2012-08-05,84.71428571428571,Moderate,Ozone,34-017-1003,41.857142857142854,2012-07-30,"The NYC Environmental Review Program reviews projects for Hazardous Materials, Air Quality, and other environmental impacts.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-08-06,2012-08-12,88.14285714285714,Moderate,Ozone,36-087-0005,41.42857142857143,2012-08-06,"The Environmental Protection Agency (EPA) has set new standards to reduce soot pollution, which harms public health.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-08-13,2012-08-19,65.42857142857143,Moderate,Ozone,34-025-0005,43.0,2012-08-13,"The New York State Department of Environmental Conservation (DEC) helps farms and agricultural businesses comply with environmental laws to protect wildlife, land, water, and air.",NA
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012-08-20,2012-08-26,101.14285714285714,Moderate,Ozone,36-079-0005,41.857142857142854,2012-08-20,The federal appeals court overturned a federal rule that laid out how much air pollution states would have to clean up to avoid violations in downwind states.,NA
