date,OT,Weekly East Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly New England (PADD 1A) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Central Atlantic (PADD 1B) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Lower Atlantic (PADD 1C) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Midwest All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Gulf Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Rocky Mountain All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly West Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),search_fact,search_fact_summary_gpt_5_2
2011-12-05,3.35,3.378,3.47,3.415,3.324,3.251,3.153,3.341,3.644,The spot price of West Texas Intermediate (WTI) crude oil increased between October and November 2011.,"WTI spot crude oil prices rose from October to November 2011, indicating higher crude input costs for U.S. refiners that can influence near-term gasoline prices."
2011-12-12,3.346,3.38,3.445,3.413,3.338,3.266,3.149,3.282,3.6,The gap between crude oil and natural gas prices has been steadily widening over the 2006-2009 period.,"From 2006 to 2009, the price gap between crude oil and natural gas steadily widened. This suggests crude oil was increasingly expensive relative to natural gas over that period, a relationship that can affect fuel and refining economics relevant to U.S. gasoline prices."
2011-12-19,3.29,3.346,3.413,3.389,3.295,3.186,3.103,3.186,3.541,The world price of oil affects the ethanol/gasoline price relationship in the United States.,"Changes in global crude oil prices influence U.S. gasoline prices and also shift the ethanol-to-gasoline pricing relationship, affecting blending economics and the relative contribution of ethanol to finished gasoline costs. As oil prices move, the competitiveness of ethanol versus gasoline blendstock can change, impacting refiners’ blending decisions and potentially altering wholesale gasoline pricing dynamics over the next several weeks."
2011-12-26,3.317,3.344,3.402,3.389,3.295,3.27,3.119,3.119,3.556,"The average U.S. retail gasoline price can be decomposed into an oil component, a tax component, and state fixed effects and time trends.","U.S. retail gasoline prices can be broken into an oil-cost component, a tax component, and residual effects captured by state fixed effects and time trends. This framing implies near-term gasoline price movements may be tracked via changes in crude oil costs and taxes, with remaining variation tied to state-level and time-based factors."
2012-01-02,3.358,3.395,3.439,3.422,3.363,3.308,3.158,3.08,3.599,"As of early October 2011, the spot price for ultra-low-sulfur distillate fuel oil rose, while the spot price for motor gasoline decreased.","In early October 2011, spot prices diverged as ultra-low-sulfur distillate fuel oil increased while motor gasoline spot prices decreased."
2012-01-09,3.441,3.487,3.523,3.513,3.458,3.395,3.263,3.056,3.657,"As of 2011, the average gasoline and diesel prices in the US were over $3 per gallon, with crude oil accounting for more than 60% of the cost.","U.S. gasoline and diesel prices averaged above $3 per gallon, with crude oil accounting for more than about 60% of the pump price. This highlights that near-term gasoline prices are highly sensitive to changes in crude oil prices."
2012-01-16,3.451,3.503,3.542,3.533,3.471,3.403,3.273,3.047,3.66,"The U.S. average price of gasoline is at a high level, with a potential to reach $4/gallon by Memorial Day.","U.S. average gasoline prices are already elevated, with reports suggesting they could approach about $4 per gallon by Memorial Day. This indicates strong near-term upward price pressure into the start of the peak driving season."
2012-01-23,3.45,3.529,3.568,3.567,3.489,3.346,3.29,3.058,3.675,The United States spends $1 billion per day on oil imports.,"The U.S. spends about $1 billion per day on oil imports, indicating substantial exposure of domestic fuel markets to global crude supply and pricing conditions."
2012-01-30,3.5,3.592,3.633,3.617,3.562,3.39,3.354,3.077,3.702,"Gas prices are on the rise in the United States, and natural gas spot prices are near 10-year lows amid warm weather and abundant supply.","U.S. gasoline prices were rising during the week, suggesting upward pressure at the pump. U.S. natural gas spot prices were near decade lows due to warm weather and abundant supply, indicating broader energy-market softness outside gasoline."
2012-02-06,3.542,3.625,3.655,3.64,3.606,3.45,3.411,3.116,3.722,"As of February 2012, the price of North Sea oil has increased, driving up U.S. gasoline prices by about 12 cents a gallon since late January.","North Sea crude prices rose in early February 2012, contributing to an increase in U.S. gasoline prices of about a dime per gallon since late January. This links recent U.S. pump-price gains to higher global crude benchmarks."
2012-02-13,3.584,3.682,3.703,3.695,3.667,3.444,3.493,3.119,3.781,"As of 2012, the U.S. average retail gasoline price has fallen, and prices in the Rocky Mountains are influenced by Canadian and Bakken crude oils rather than West Texas Intermediate (WTI) and Louisiana Light.","U.S. average retail gasoline prices had fallen, and Rocky Mountain gasoline prices were being driven more by Canadian and Bakken crude supply dynamics than by benchmark crudes like WTI and Louisiana Light. This implies regional gasoline price movements can decouple from major U.S. crude benchmarks when local crude sourcing shifts."
2012-02-20,3.652,3.725,3.751,3.739,3.707,3.504,3.541,3.145,3.95,"As of February 2012, the average price of gasoline in the United States was around $3.59 per gallon, with prices expected to continue rising through the first half of the year.",U.S. average gasoline prices were about $3.60/gal as of February 2012. Prices were expected to keep rising through the first half of the year.
2012-02-27,3.78,3.805,3.827,3.816,3.792,3.662,3.619,3.242,4.178,The current situation is affected by uncertainties around supply stemming from tensions with Iran and new U.S. and EU sanctions.,Uncertainty around oil supply is rising due to tensions with Iran and newly imposed U.S. and EU sanctions. These factors are relevant to near-term crude and refined product costs that can flow through to U.S. gasoline prices over the next several weeks.
2012-03-05,3.849,3.838,3.876,3.848,3.82,3.781,3.667,3.38,4.25,The United States has increased its crude oil production sharply in Canada and the central United States.,"U.S. crude oil production rose sharply, including increased output in Canada-linked flows and the central United States, adding to North American crude supply available to refiners. Higher crude supply can influence refinery input costs and regional fuel supply conditions relevant to U.S. gasoline prices over the coming weeks."
2012-03-12,3.884,3.843,3.867,3.862,3.822,3.847,3.707,3.529,4.273,"The average U.S. retail gasoline price can be decomposed into an oil component, a tax component, and state fixed effects.","U.S. retail gasoline prices are driven by an underlying crude oil cost component plus a tax component, with persistent state-level fixed effects causing systematic price differences across states. This implies short-term gasoline price movements are most sensitive to changes in oil prices and taxes, while state fixed effects remain relatively stable week to week."
2012-03-19,3.923,3.883,3.889,3.9,3.87,3.877,3.759,3.671,4.288,The cost of crude oil is a major factor in determining gasoline prices across U.S. states.,U.S. gasoline prices across states are heavily influenced by the cost of crude oil. Changes in crude oil prices can therefore affect gasoline prices over the coming weeks.
2012-03-26,3.973,3.942,3.921,3.953,3.94,3.937,3.82,3.734,4.294,"As of 2012, the cost per mile driven in the US was lower compared to 1980 due to increased vehicle efficiency, despite rising gasoline prices.","Despite higher gasoline prices by 2012 versus 1980, improved U.S. vehicle fuel efficiency reduced the cost per mile driven. This implies that changes in fleet efficiency can dampen the demand impact of near-term gasoline price increases over the coming weeks."
2012-04-02,3.996,3.983,3.957,3.996,3.981,3.941,3.864,3.793,4.282,The EIA has lowered the forecast 2012 average U.S. refiner acquisition cost of crude oil by $2 per barrel from previous forecasts.,"The EIA lowered its forecast for the 2012 average U.S. refiner acquisition cost of crude oil by about $2 per barrel versus prior estimates, implying slightly lower expected crude input costs for U.S. refiners."
2012-04-09,3.997,4.02,4.025,4.044,4.002,3.897,3.881,3.833,4.254,"As of April 2012, the price of West Texas Intermediate (WTI) crude oil was $101 per barrel, while Brent oil on the European market was $120 per barrel.","WTI crude traded around $101 per barrel while Brent traded around $120 per barrel, indicating a roughly $20 per barrel Brent premium. The elevated crude benchmarks and wide Brent–WTI spread can influence U.S. gasoline costs through refinery input prices and global product pricing."
2012-04-16,3.98,4.0,4.046,4.027,3.966,3.891,3.864,3.845,4.222,"Natural gas liquids (NGLs) are used as inputs for petrochemical plants, burned for space heat and cooking, and blended into vehicle fuel.","Natural gas liquids are blended into vehicle fuel and are also used for petrochemical feedstocks and for space heating/cooking, indicating potential cross-sector demand influences on components used in gasoline blending."
2012-04-23,3.929,3.958,4.023,4.004,3.905,3.811,3.81,3.842,4.193,The United States government aims to decrease gas emissions and dependence on foreign oil through hybrid vehicle development.,U.S. government efforts to reduce emissions and dependence on foreign oil by promoting hybrid vehicle development imply a policy push that could lower domestic gasoline demand over the coming weeks.
2012-04-30,3.889,3.904,3.991,3.951,3.846,3.788,3.747,3.831,4.171,"As of 2012, there were approximately 160,000 gasoline stations in the United States, compared to a limited number of alternative transportation fuel stations.","The U.S. had roughly 160,000 gasoline stations as of 2012, indicating extensive gasoline retail availability. Alternative transportation fuel stations were far fewer in number."
2012-05-07,3.849,3.838,3.947,3.889,3.77,3.761,3.685,3.809,4.186,"The United States relies heavily on oil, natural gas, and coal for its energy, making it vulnerable to price fluctuations.","The U.S. energy mix relies heavily on oil (along with natural gas and coal), leaving U.S. fuel markets—including gasoline—highly exposed to changes in crude oil prices and broader energy price volatility over the coming weeks."
2012-05-14,3.814,3.778,3.899,3.848,3.693,3.679,3.62,3.808,4.308,The average U.S. wholesale gasoline prices have risen 30% from 2010-2011.,Average U.S. wholesale gasoline prices were reported to be about 30% higher in 2010–2011. This indicates a recent upward trend in wholesale gasoline costs.
2012-05-21,3.773,3.713,3.85,3.798,3.613,3.665,3.551,3.801,4.293,The Keystone XL tar sands pipeline would reduce gasoline supplies in America by diverting Canadian tar sands crude from the Midwest to the Gulf Coast.,"The Keystone XL tar sands pipeline would divert Canadian tar sands crude from the Midwest to the Gulf Coast, reducing gasoline supplies in America. This implies less crude feedstock availability for Midwest refining relative to Gulf Coast markets."
2012-05-28,3.728,3.652,3.798,3.742,3.545,3.631,3.483,3.788,4.277,The price of gasoline in the US was around $2.25 a gallon in May 2012.,U.S. gasoline prices were around $2.25 per gallon in May 2012.
2012-06-04,3.671,3.595,3.746,3.689,3.482,3.558,3.433,3.776,4.236,The average price for a gallon of regular gasoline in the United States fell 15.9 cents to $3.624 in the past three weeks due to a drop in crude oil.,U.S. regular gasoline prices fell by about 16 cents over the past three weeks to roughly $3.62 per gallon. The decline was attributed to a drop in crude oil prices.
2012-06-11,3.629,3.533,3.683,3.62,3.427,3.578,3.372,3.756,4.144,"As of 2012, the fossil fuel industry has a significant influence on the economy, with oil, gas, and coal corporations buying support in the United States.","Oil, gas, and coal corporations were described as having significant influence on the U.S. economy and politics, including buying support in the United States. No near-term changes to crude supply, refinery operations, inventories, demand, or policy actions affecting gasoline prices were provided."
2012-06-18,3.589,3.484,3.629,3.564,3.385,3.598,3.329,3.737,4.014,The United States has increased its exports of refined products,"U.S. exports of refined petroleum products rose, implying more domestic refinery output is being sent overseas rather than remaining in the U.S. market. This shift can tighten available domestic gasoline and other fuels inventories if not offset by higher refinery runs or increased imports."
2012-06-25,3.494,3.427,3.577,3.506,3.328,3.466,3.257,3.681,3.875,The national average price for regular unleaded gasoline fell 50 cents per gallon over a 12-week period in 2012.,The national average price for regular unleaded gasoline declined by about $0.50 per gallon over roughly a three-month period in 2012.
2012-07-02,3.415,3.377,3.538,3.475,3.259,3.357,3.187,3.63,3.765,"The heaviest products such as residual fuel oil are recovered at temperatures sometimes over 1,000 degrees Fahrenheit during crude oil distillation.","Residual fuel oil and other heavy products are recovered only at very high crude distillation temperatures (sometimes above 1,000°F), indicating their production depends on refinery operating conditions rather than immediate shifts in gasoline-focused yields."
2012-07-09,3.469,3.437,3.561,3.523,3.339,3.48,3.224,3.595,3.723,"The United States produced more crude oil than any nation, at any time.","U.S. crude oil production reached a record high, exceeding any other country’s output at any point in history. Higher domestic crude supply can affect refinery input costs and gasoline prices in the coming weeks."
2012-07-16,3.485,3.483,3.61,3.567,3.386,3.458,3.263,3.556,3.726,"Crude oil prices have a significant impact on the prices of gasoline, heating oil, and diesel, with crude oil accounting for 61.5% of the cost of gasoline.","Crude oil prices are a key driver of U.S. gasoline prices, since crude oil typically makes up roughly 60% of the retail gasoline cost. Changes in crude oil prices can therefore quickly transmit to gasoline, heating oil, and diesel prices."
2012-07-23,3.554,3.568,3.701,3.647,3.472,3.52,3.356,3.537,3.769,"The price of heating fuels in Maine is a statewide average, and prices in a given geographic region of the state may be considerably higher or lower.","Heating-fuel prices in Maine are reported as a statewide average, with potentially significant regional variation that can make local prices considerably higher or lower than the average."
2012-07-30,3.568,3.577,3.698,3.654,3.486,3.553,3.374,3.512,3.76,"The fuel economy standards have affected vehicle efficiency in the US, leading to improved fuel efficiency since the 1970s.","U.S. fuel economy standards have driven steady improvements in vehicle efficiency since the 1970s. Higher fleet fuel efficiency reduces gasoline consumption per mile, influencing overall gasoline demand trends."
2012-08-06,3.702,3.678,3.772,3.722,3.619,3.813,3.476,3.509,3.811,"As of August 2012, U.S. consumer energy expenditures are still mainly driven by oil prices, and household energy bills got little relief as natural gas prices fell.","As of August 2012, U.S. consumer energy expenditures and household energy bills remained primarily driven by oil prices. Falling natural gas prices provided little relief to household energy costs, implying limited offset to oil-linked fuel expenses such as gasoline."
2012-08-13,3.779,3.758,3.84,3.807,3.698,3.826,3.552,3.545,4.002,"Objective facts about the Economy and Energy situation:
U.S. gasoline consumption is estimated to be low compared to the five-year average. 
The cost of cleaning up a Canadian crude oil tar sands spill is the highest onshore oil cleanup in U.S. history. 
Electric generator dispatch in the United States depends on system demand and fuel price, as well as the efficiency of the plant's conversion of fuel into electricity. 
Wholesale and retail Producer Price Indexes (PPI) for gasoline, jet fuel, and lubricating oil have increased, while the price of wellhead natural gas has declined. 
There are currently only 8,000 public charging stations for plug-in electric vehicles in the United States.","U.S. gasoline consumption is running below the five-year average, while wholesale and retail PPIs for gasoline (along with jet fuel and lubricating oil) have risen even as wellhead natural gas prices have declined. Cleanup costs for a Canadian crude oil tar sands spill are at a record high for an onshore U.S. spill, and near-term gasoline demand may also be influenced at the margin by limited EV charging infrastructure (roughly 8,000 public charging stations) and power-sector fuel-price-driven dispatch."
2012-08-20,3.803,3.792,3.874,3.834,3.738,3.801,3.61,3.582,4.055,The price of gasoline peaked in 1982 due to the U.S. embargo of oil from Iran.,"Gasoline prices previously peaked in the early 1980s after the U.S. embargoed oil from Iran, highlighting how supply disruptions and sanctions can sharply affect fuel prices. No current-week changes in U.S. crude supply, refinery operations, demand, inventories, or policy actions were provided."
2012-08-27,3.837,3.833,3.884,3.867,3.793,3.818,3.646,3.624,4.093,"In 2009, the United States produced just 2 percent of the world's oil, and oil imports cost the United States an estimated $450 billion.","The U.S. produced roughly 2% of the world’s oil in 2009, indicating heavy reliance on imports. Oil imports were estimated to have cost about $450 billion, highlighting the potential sensitivity of domestic fuel prices to global crude and import costs."
2012-09-03,3.903,3.894,3.921,3.911,3.873,3.914,3.709,3.689,4.124,"The United States has 10 states with the most toxic air pollution, with coal-fired power plants and heavy industries responsible for 80% of all greenhouse emissions.","Coal-fired power plants and heavy industries were cited as responsible for roughly 80% of greenhouse emissions contributing to toxic air pollution in 10 U.S. states. The report did not include gasoline market fundamentals such as crude prices, refinery operations, inventories, demand, or fuel taxes."
2012-09-10,3.907,3.911,3.988,3.948,3.861,3.897,3.706,3.749,4.133,"As of 2012, energy-related carbon dioxide emissions were down in 2011, driven by changing fuel prices and fuel use.","Energy-related U.S. CO2 emissions fell in 2011, reflecting shifts in fuel prices and fuel consumption patterns. This indicates that changes in relative fuel costs can quickly alter fuel demand, which can affect near-term gasoline consumption trends."
2012-09-17,3.939,3.962,4.056,4.038,3.879,3.932,3.721,3.821,4.125,The U.S. electric vehicle market is advancing due to low natural gas prices and new climate regulations.,"Low natural gas prices and new U.S. climate regulations are accelerating electric-vehicle adoption, which can reduce near-term U.S. gasoline demand."
2012-09-24,3.889,3.914,4.018,3.997,3.824,3.853,3.666,3.821,4.116,"As of 2012, the U.S. Energy Information Administration reported that crude oil costs were declining, leading to a drop in U.S. gasoline prices.",Declining crude oil costs were reported by the U.S. Energy Information Administration to be pushing U.S. gasoline prices lower.
2012-10-01,3.866,3.887,4.027,3.985,3.775,3.823,3.62,3.815,4.132,The factors that contribute to the price of gasoline are the costs of crude oil and refinery costs.,U.S. gasoline prices are driven mainly by crude oil costs and refinery costs. Changes in either crude prices or refinery operating margins/capacity can therefore affect gasoline prices over the next several weeks.
2012-10-08,3.914,3.884,4.029,4.0,3.757,3.812,3.603,3.797,4.468,"The United States is the world's top oil consumer, but increased domestic production has not had a noticeable impact on the price of crude oil.","The U.S., the world’s largest oil consumer, has been increasing domestic oil production, but this rise has not noticeably reduced crude oil prices. Crude oil prices remain relatively unaffected despite higher U.S. output, a key input cost for gasoline in the coming weeks."
2012-10-15,3.886,3.88,4.0,3.969,3.78,3.726,3.61,3.781,4.449,"As of 2012, the average West Texas Intermediate (WTI) spot price of light, low-sulfur crude oil delivered in Cushing, Oklahoma was presented in the AEO2013 Early Release Overview.","An AEO2013 Early Release Overview reported the average 2012 West Texas Intermediate (WTI) spot price for light, low-sulfur crude delivered to Cushing, Oklahoma. No other details were provided on refinery operations, product inventories, demand, policy, or near-term supply disruptions relevant to U.S. gasoline prices."
2012-10-22,3.756,3.789,3.917,3.882,3.684,3.528,3.514,3.755,4.301,The United States has tripled its use of ethanol in gasoline blends since 2005.,"U.S. gasoline blends are using about three times more ethanol than in 2005, implying a larger share of gasoline supply is tied to ethanol availability and blending economics. This increased ethanol penetration can affect near-term gasoline pricing through changes in blending demand for petroleum components and ethanol market conditions."
2012-10-29,3.638,3.679,3.817,3.787,3.561,3.435,3.404,3.702,4.099,"The United States is shifting towards the use of North American crude oil supplies, driven by the increasing disparity in the price of oil.",U.S. refiners are shifting toward North American crude oil supplies as widening oil price disparities make those barrels more cost-competitive. This implies reduced reliance on other import sources and a change in refinery crude slates that can affect refinery feedstock costs and gasoline production economics in coming weeks.
2012-11-05,3.563,3.625,3.792,3.771,3.47,3.367,3.337,3.663,3.951,"As of November 2012, 28% of gas stations across the New York City metropolitan area do not have gasoline available .","Roughly a quarter of gas stations in the New York City metro area lacked gasoline availability in November 2012, indicating localized supply disruptions. This retail-level shortage could affect near-term gasoline availability and pricing in that region."
2012-11-12,3.518,3.581,3.754,3.75,3.407,3.377,3.271,3.612,3.834,"The ethanol production boom in the United States was stimulated by rising oil and gasoline prices relative to corn prices, efficiency improvements in ethanol production, and government policies.","U.S. ethanol production expanded due to higher oil and gasoline prices relative to corn, improved ethanol-production efficiency, and supportive government policies. These factors point to ethanol supply being responsive to gasoline and feedstock price spreads and policy changes, which can influence gasoline blending costs over the next several weeks."
2012-11-19,3.497,3.569,3.727,3.748,3.392,3.387,3.233,3.562,3.759,The current crude oil price is around $50 per barrel.,Crude oil is trading around $50 per barrel this week. This lower feedstock cost level is a key input affecting near-term U.S. gasoline pricing over the next 1–7 weeks.
2012-11-26,3.505,3.574,3.713,3.729,3.421,3.432,3.24,3.524,3.719,"The U.S. is experiencing an oil and gas boom, which is dropping prices for everyone and generating tremendous manufacturing opportunities.","A U.S. oil and gas production boom is increasing supply and lowering energy prices, with knock-on effects that can reduce costs across fuel markets. Expanded domestic output is also creating manufacturing opportunities that may support continued high production levels in the near term."
2012-12-03,3.463,3.547,3.679,3.688,3.405,3.364,3.227,3.456,3.668,"The U.S. Energy Information Administration (EIA) collects and publishes data series related to crude oil, gasoline, diesel fuel, and other petroleum product prices.","The EIA collects and publishes data series on crude oil, gasoline, diesel fuel, and other petroleum product prices, providing regularly updated market price information. These datasets can be used to track recent trends in crude and refined-product prices that are inputs to near-term U.S. gasoline price forecasting."
2012-12-10,3.419,3.507,3.639,3.637,3.373,3.328,3.193,3.379,3.597,"The U.S. crude oil production has exceeded an average of 6.5 million barrels per day, and the EIA expects lower crude oil prices to result in regular gasoline prices staying near current levels.",U.S. crude oil production has exceeded an average of about 6.5 million barrels per day. The EIA expects lower crude oil prices to keep regular gasoline prices near current levels.
2012-12-17,3.324,3.439,3.574,3.577,3.299,3.187,3.112,3.263,3.51,"The United States has been importing less energy, with most of it being products derived from crude oil.","U.S. energy imports have been declining, and most imported energy consists of refined products derived from crude oil. This implies reduced reliance on imported refined supply entering the U.S. market during the week covered."
2012-12-24,3.328,3.445,3.56,3.563,3.325,3.217,3.125,3.147,3.48,The United States produced more crude oil in recent times.,Recent increases in U.S. crude oil production suggest higher domestic crude supply available for refiners. This can influence refinery input costs and gasoline supply conditions over the next several weeks.
2012-12-31,3.369,3.492,3.577,3.592,3.393,3.266,3.177,3.066,3.51,"Gas prices hit an all-time high in 2012, with California's average gasoline price averaging $4.028 a gallon.","California’s average gasoline price reached about $4 a gallon in 2012, marking an all-time high."
2013-01-07,3.373,3.529,3.595,3.611,3.449,3.19,3.235,2.982,3.542,"Crude oil prices remained near 2011 levels in 2012, with the United States being a significant net oil importer.","Crude oil prices stayed near the high levels seen around 2011 during 2012, indicating elevated feedstock costs for U.S. refined products. The United States remained a significant net oil importer, implying continued sensitivity of domestic gasoline prices to global crude market conditions."
2013-01-14,3.377,3.537,3.593,3.605,3.47,3.204,3.232,2.914,3.545,Crude oil prices have a significant impact on retail gasoline prices.,"Retail gasoline prices in the U.S. tend to move with crude oil prices, making crude oil price trends a key input for forecasting gasoline prices over the next 1–7 weeks."
2013-01-21,3.386,3.509,3.579,3.583,3.435,3.269,3.22,2.927,3.558,Falling natural gas prices in the Continental US due to the explosion of shale gas production have drastically increased the North American supply.,"Rapidly rising shale gas output has significantly increased North American natural gas supply, contributing to falling U.S. natural gas prices. Lower natural gas prices can reduce energy input costs for refining and related fuel production operations."
2013-01-28,3.427,3.537,3.608,3.615,3.459,3.333,3.232,3.029,3.6,"As of 2013, the average price of natural gas in the US was a weighted average of LNG and pipeline natural gas prices, and crude oil prices were around $100/barrel.","In 2013, U.S. natural gas prices were a weighted average of LNG and pipeline gas prices, and crude oil prices were around $100 per barrel. The information provides only historical context and does not include current supply/demand, refinery conditions, inventories, or policy changes that would inform U.S. gasoline prices over the next 1–7 weeks."
2013-02-04,3.604,3.677,3.755,3.753,3.599,3.556,3.401,3.192,3.795,U.S. household expenditures for gasoline account for nearly 4% of total household expenditures.,"U.S. households spend nearly 4% of their total expenditures on gasoline, indicating gasoline prices have a notable impact on overall consumer budgets and demand sensitivity. This spending share provides context for how changes in gasoline prices can influence household consumption patterns in the coming weeks."
2013-02-11,3.677,3.733,3.807,3.814,3.652,3.624,3.451,3.323,3.924,The price of gasoline is intimately interconnected with crude oil prices.,"U.S. gasoline prices tend to move in close relation to crude oil prices, reflecting changes in crude costs. No additional week-specific information on supply, demand, inventories, refinery operations, or policy was provided."
2013-02-18,3.812,3.836,3.866,3.859,3.811,3.806,3.602,3.459,4.031,"In the United States, crude oil and petroleum product inventories are stored, and to decrease crude inventories, companies can delay or cancel shipments, or increase refinery runs.",U.S. crude oil and petroleum product inventories can be managed by delaying or canceling crude shipments or by increasing refinery runs to draw down crude stocks. Changes in inventory levels and refinery run rates can affect near-term availability of gasoline and other refined products.
2013-02-25,3.851,3.885,3.885,3.89,3.882,3.778,3.694,3.521,4.109,"As of 2013, Middle Eastern oil accounts for more than 25 percent of American oil imports, a nine-year high, coinciding with record gasoline prices.","Middle Eastern oil rose to more than a quarter of U.S. oil imports, a nine-year high. This coincided with record U.S. gasoline prices."
2013-03-04,3.826,3.851,3.868,3.86,3.839,3.752,3.647,3.526,4.125,"The U.S. Energy Information Administration (EIA) provides data on motor gasoline consumption, price, and expenditure estimates for 2022.","The EIA released 2022 estimates for U.S. motor gasoline consumption, prices, and consumer expenditures, providing historical benchmarks for demand and retail pricing levels. The dataset offers annual context for comparing current gasoline price movements against prior-year consumption and spending patterns."
2013-03-11,3.779,3.816,3.843,3.834,3.796,3.661,3.611,3.518,4.104,"The United States has seen a rise in oil and gas production, which has led to a decrease in the price of crude oil and natural gas.","Rising U.S. oil and gas production has contributed to lower crude oil and natural gas prices. Lower crude prices can reduce refinery input costs, which can influence U.S. gasoline prices in the coming weeks."
2013-03-18,3.764,3.781,3.819,3.8,3.757,3.689,3.593,3.518,4.062,The U.S. is forecast to overtake Saudi Arabia as the world's largest crude oil producer by 2020.,"U.S. crude oil output is projected to rise enough to surpass Saudi Arabia’s production by around 2020, implying expanding domestic crude supply. This expectation could influence near-term wholesale fuel market sentiment and refinery feedstock availability over the coming weeks."
2013-03-25,3.746,3.753,3.796,3.784,3.718,3.699,3.575,3.518,4.016,"The United States is still a net importer of crude oil, though the country has seen a decrease in gasoline use.","The U.S. remains a net importer of crude oil, keeping domestic fuel markets exposed to international supply and price conditions. Gasoline use has been decreasing, indicating softer demand."
2013-04-01,3.714,3.724,3.772,3.763,3.681,3.641,3.552,3.547,3.998,"The United States produced more than 2 billion barrels of crude oil in 2011, and domestic oil production has climbed every year since then.","U.S. domestic crude oil production exceeded 2 billion barrels in 2011 and has increased every year since, indicating a sustained upward trend in domestic supply."
2013-04-08,3.676,3.68,3.723,3.724,3.636,3.596,3.504,3.576,3.981,"The United States' year-to-date natural gas use for electric power generation is down, and crude oil, gasoline, heating oil, diesel, and propane prices have been volatile.","U.S. year-to-date natural gas use for electric power generation is down. Crude oil, gasoline, heating oil, diesel, and propane prices have been volatile."
2013-04-15,3.611,3.628,3.678,3.676,3.578,3.497,3.436,3.559,3.941,"The United States imports foreign oil to meet its demand for diesel fuel, which requires fossil-based energy sources.","The U.S. relies on foreign oil imports to meet diesel fuel demand, indicating ongoing dependence on fossil-based energy supplies."
2013-04-22,3.603,3.575,3.626,3.615,3.531,3.591,3.397,3.541,3.889,The tightening between supply and demand ahead of the summer driving season can result in rising prices during the first half of the year.,Tightening gasoline supply and demand ahead of the summer driving season can put upward pressure on U.S. gasoline prices in the first half of the year. The seasonal increase in driving demand is highlighted as a key factor influencing near-term price rises.
2013-04-29,3.587,3.555,3.601,3.592,3.514,3.596,3.369,3.535,3.853,"As of April 2013, the average U.S. gasoline price was $3.55 per gallon, the least expensive average for April since 2010.","Average U.S. gasoline prices were about $3.55/gal in April 2013, marking the lowest April average since 2010. This indicates gasoline prices were relatively cheaper versus prior years over the same seasonal period."
2013-05-06,3.602,3.549,3.603,3.583,3.508,3.651,3.371,3.543,3.863,The price spread between regular and premium gasoline has changed.,"The price spread between regular and premium gasoline has changed, indicating a shift in relative pricing between fuel grades. No other details (direction, magnitude, or drivers such as crude prices, refinery operations, or demand) were provided."
2013-05-13,3.665,3.579,3.63,3.614,3.538,3.715,3.437,3.609,3.989,"As of May 2013, the U.S. produced over 7 million barrels of crude oil per day, more than 20% higher than the 5-year average.","U.S. crude oil production exceeded roughly 7 million barrels per day as of May 2013, running more than about 20% above the five-year average. Higher-than-average domestic crude supply can influence refinery feedstock availability and wholesale gasoline market conditions in the coming weeks."
2013-05-20,3.729,3.583,3.654,3.627,3.531,3.903,3.462,3.72,4.004,"As of May 2013, the price of crude oil has been rising, affecting gasoline prices in the Midwest.","Rising crude oil prices as of May 2013 were putting upward pressure on U.S. gasoline prices, with impacts noted in the Midwest."
2013-05-27,3.704,3.594,3.668,3.646,3.535,3.818,3.438,3.773,3.984,"The cost of oil production varies significantly by region, with the lowest cost in the Middle East and the highest in Europe and North America.","Oil production costs differ sharply by region, with the Middle East having the lowest costs and Europe and North America having the highest. These regional cost differences can affect global crude supply economics and, in turn, wholesale gasoline input costs."
2013-06-03,3.705,3.579,3.66,3.633,3.516,3.877,3.413,3.779,3.942,"The United States is overly reliant on gas plants, and oil dependence saps the U.S. economy because consumers lack fuel options.","The U.S. economy remains heavily exposed to oil and gasoline price movements because consumers have limited alternatives to gasoline, reflecting continued reliance on gas and oil. This dependence implies gasoline demand is less flexible in the near term, increasing sensitivity of consumer spending and fuel costs to crude and refined product price changes."
2013-06-10,3.715,3.587,3.667,3.632,3.532,3.91,3.415,3.771,3.93,"The global abundance of shale oil and shale gas resources has revolutionized the US energy landscape, making them quickly producible in large volumes at a relatively low cost.","Abundant shale oil and shale gas resources have reshaped the U.S. energy landscape by enabling rapid, large-volume production at relatively low cost. This implies a flexible domestic supply base that can respond to market conditions affecting gasoline production inputs."
2013-06-17,3.689,3.599,3.673,3.626,3.559,3.78,3.453,3.74,3.941,"The price of gasoline is heavily influenced by the price of crude oil, with 65% of the price of gasoline accounted for by crude oil.","Crude oil costs drive most gasoline prices, accounting for roughly two-thirds of the retail gasoline price. This implies near-term changes in crude oil prices are a primary input for forecasting U.S. gasoline prices over the next 1–7 weeks."
