Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,start_date,end_date,search_fact,report_fact
113.090808,239.303742518709,126.212934518709,2022-04-01,2022-04-01,2022-04-30,"The US market report indicates that demand for U.S. rendered products is strong, prices are high, and key export markets are open despite supply chain disruptions and economic uncertainty.; The National Chicken Council reported that a 1% decrease in the price of chicken decreases quantity demanded by 0.5%.; Per capita red meat and poultry consumption is expected to decrease in the United States.; The United States continues to be an important agricultural export market for poultry meat, with Mexico being the largest U.S. market for poultry meat.; The United States broiler production and value summary for 2021 is available, including hatching and market data, with both national and state-specific reports available via a free e-subscription.","The national whole broiler/fryer prices are generally trending steady to firm for all sizes, with offerings of all sizes balanced to tight for current trade needs.; Objective facts about the Monthly Retail broiler Composite situation:
- No direct information is provided about the Monthly Retail broiler Composite in the report.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides data on broiler market trends, prices, and production, which can be used to make predictions about the Monthly Retail broiler Composite.; The national broiler market is trending firm for all sizes, with offerings of all sizes tight to very tight for current trade needs. Retail and food service demand is moderate to very good. Floor stocks are balanced to short.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides data on wholesale prices, slaughter estimates, and availability, which can be used to make inferences about the retail market."
125.75624,242.186901872479,116.430661872479,2022-05-01,2022-05-01,2022-05-31,"The United States broiler production and value summary for 2021 is available, including hatching and market data, with both national and state-specific reports available via a free e-subscription.; The United States broiler market has experienced a consistent increase in broiler production, which the market could not absorb at prices profitable for broiler processors.; The United States is the second-largest chicken meat producer in the world.; The United States Department of Agriculture (USDA) provides data on the dairy industry, but no specific information on the broiler market was found in the search results.; The Biden-Harris Administration has announced new actions to promote fair and competitive agricultural markets, prevent abuse of farmers by poultry processors, and make prices fairer for farmers and American consumers.; The United States slaughtered over 9 billion chickens in 2018, and the demand for chickens is increasing.","The National Whole Broiler/Fryer market is steady, with moderate offerings and moderate to active market activity.; ** 
- The national whole broiler/fryer prices are trending steady for all sizes. 
- The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 166.3 million head. 
- The estimated U.S. slaughter for this period was 167.6 million head, or 1.3 million more than estimated available. 
- The national composite weighted average price for whole broiler/fryers was 89.41 cents per pound. 

**; Objective Facts**

* The national whole broiler/fryer prices are trending steady for all sizes. (Source: USDA Report)
* Retail and food service demand is mostly moderate. (Source: USDA Report)
* Floor stocks are balanced. (Source: USDA Report)
* Processing schedules are normal to instances reduced. (Source: USDA Report)
* Market activity is moderate. (Source: USDA Report)
* The estimated number of fryers available for marketing based on the 2-week revised average chick placements 6 to 7 weeks earlier was 166.0 million head. (Source: USDA Report)
* The estimated U.S. slaughter for this period was 162.8 million head, or 3.2 million less than estimated available. (Source: USDA Report)

**"
128.949176,245.441707217413,116.492531217413,2022-06-01,2022-06-01,2022-06-30,"The United States slaughtered over 9 billion chickens in 2018, and the demand for chickens is increasing.; The United States meat industry faced inflationary pressure in 2021 due to heightened demand, leading to price increases.; The United States Department of Agriculture (USDA) National Agricultural Statistics Service (NASS) provides reports on poultry production and value.; The operating company Defendants (CMS, JBS USA, Swift/Packerland, National Beef, and Tyson Fresh) sold broilers in the US market in 2018.; The United States has 3.7 billion cubic feet of gross refrigerated storage capacity, up by 2.2% from 2020, according to the USDA.","Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite."
123.096,245.319882080533,122.223882080533,2022-07-01,2022-07-01,2022-07-31,"The United States has 3.7 billion cubic feet of gross refrigerated storage capacity, up by 2.2% from 2020, according to the USDA.; The U.S. broiler market is experiencing a labor shortage, which is exacerbating an existing imbalance between supply and demand, leading to increased prices.; The US broiler industry is a significant value-added activity in the United States.; The per capita consumption of all fish and seafood in the United States continues to decrease from its high.; The United States broiler market is connected to the global market, with the U.S. Meat Export Federation partnering with the United Soybean Board to promote U.S.-grown soybeans.","Objective facts about the Monthly Retail broiler Composite situation**
- Whole broiler/fryer prices are trending weak for all sizes. (Source: USDA Broiler Market News Report)
- Retail and foodservice demand is light entering the weekend. (Source: USDA Broiler Market News Report)
- Floor stocks are sufficient. (Source: USDA Broiler Market News Report)
- Processing schedules are normal to reduced. (Source: USDA Broiler Market News Report)
- Market activity is slow. (Source: USDA Broiler Market News Report)

**; The whole broiler/fryer prices are trending weak for all sizes, with moderate to heavy offerings for current trade needs.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information on the Monthly Retail broiler Composite. However, it provides data on broiler production, prices, and slaughter estimates, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite.; Objective facts about the Monthly Retail broiler Composite situation:
The report does not provide direct information about the Monthly Retail broiler Composite. However, it provides insights into the broiler market, which can be used to make predictions about the Monthly Retail broiler Composite."
114.090768,254.166955760503,140.076187760503,2022-08-01,2022-08-01,2022-08-31,"The U.S. poultry segment is expected to perform strongly due to solid overall demand for protein, high beef and poultry prices, and limited supply growth.; The United States Department of Agriculture's (USDA) Agricultural Marketing Service (AMS) proposes to amend the organic livestock and poultry production.; Broiler exports were up 3 percent, with exports to certain markets increasing.; The United States exports pork products to Vietnam, and there is a growing demand for U.S. pork products in Vietnam.; The COVID-19 pandemic led to an increase in carcass prices and a decrease in supply, resulting in higher prices for beef steaks and ground beef in the US market.",NA
111.981566,254.173933287431,142.192367287431,2022-09-01,2022-09-01,2022-09-30,"The COVID-19 pandemic led to an increase in carcass prices and a decrease in supply, resulting in higher prices for beef steaks and ground beef in the US market.; The U.S. market for broilers remains limited to heat-treated products.; The United States dominates China's chicken paw imports market.; The United States broiler market is affected by various factors, including consumer demand, prices, and supply chain responses.; Brazil is currently the second-largest chicken meat producer in the world, behind the United States, per official USDA data.",NA
103.897944,253.519871143702,149.621927143702,2022-10-01,2022-10-01,2022-10-31,"Brazil is currently the second-largest chicken meat producer in the world, behind the United States, per official USDA data.; The United States remains a leader in advanced technologies, but production and employment in several high-technology manufacturing industries have fallen.; The United States poultry industry is a dynamic and integral part of the national economy, providing jobs, wages, and federal and state revenue.; The United States broiler market is expected to benefit from strong demand from international markets, such as Jamaica and the United Arab Emirates.; The US broiler market has seen prices soften recently due to increased domestic consumption and competitive domestic prices.; The United States Summary provides national data and selected data for each State, including number of farms, farm characteristics, and livestock, poultry data.","The current weighted average price for the National Composite Whole Bird is 123.55 cents per pound, with a change of 0.97 cents from the previous week.; The current national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The national composite whole bird price is 123.55 cents per lb, with a weighted average change of 0.97 cents per lb from the previous week.; The national composite whole bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound.; The national composite whole bird price range is 80.00 - 168.00 cents per pound, with a weighted average of 123.55 cents per pound, which is a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average of 10,550 1,000-pound units traded. The national composite WOGS (without giblets) price is 120.91 cents per pound, with a weighted average of 7,464 1,000-pound units traded.; The national composite whole bird price range is 80.00 - 168.00 cents per pound, with a weighted average of 123.55 cents per pound, which is a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The current national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound from the previous week. The weighted average price for whole birds in the Eastern region is 129.21 cents per pound, in the Central region is 109.59 cents per pound, and in the Western region is 132.71 cents per pound.; The current national composite whole bird price is 123.55 cents per lb, with a weighted average change of 0.97 cents per lb from the previous week. The national composite WOGS (without giblets) price is 120.91 cents per lb, with a weighted average change of 0.75 cents per lb from the previous week.; The national composite whole bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The National Composite Whole Bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, a change of 0.97 cents per lb from the previous week.; The national composite whole bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, which is 0.97 cents per lb higher than the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average of 10,550 1,000-pound units traded. The national composite WOGS (without giblets) price is 120.91 cents per pound, with a weighted average of 7,464 1,000-pound units traded.; The national composite whole bird price ranged from 80.00 to 168.00 cents per pound, with a weighted average of 123.55 cents per pound, a 0.97 cent increase from the previous week."
89.6160752,252.104074862977,162.487999662977,2022-11-01,2022-11-01,2022-11-30,"The United States Summary provides national data and selected data for each State, including number of farms, farm characteristics, and livestock, poultry data.; The U.S. poultry industry benefits the economy, and national and state poultry trade associations and groups, and various state agriculture departments are involved in the industry.; The United States agricultural cash receipts from animal products, including broilers, were significant in 2022, accounting for over half of U.S. agricultural cash receipts.; The poultry meat market share in Ghana was affected by the Bank of Ghana's policy restricting poultry imports, with the U.S. being a major supplier.; The value of U.S. poultry and products is forecast to increase by $300 million to $7.2 billion in 2022, driven by slightly higher broiler and turkey meat volumes and firm global demand.","The current weighted average price for the National Composite Whole Bird is 123.55 cents per pound, with a change of 0.97 cents from the previous week.; The current national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The national composite whole bird price is 123.55 cents per lb, with a weighted average change of 0.97 cents per lb from the previous week.; The national composite whole bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound.; The national composite whole bird price range is 80.00 - 168.00 cents per pound, with a weighted average of 123.55 cents per pound, which is a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average of 10,550 1,000-pound units traded. The national composite WOGS (without giblets) price is 120.91 cents per pound, with a weighted average of 7,464 1,000-pound units traded.; The national composite whole bird price range is 80.00 - 168.00 cents per pound, with a weighted average of 123.55 cents per pound, which is a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The current national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound from the previous week. The weighted average price for whole birds in the Eastern region is 129.21 cents per pound, in the Central region is 109.59 cents per pound, and in the Western region is 132.71 cents per pound.; The current national composite whole bird price is 123.55 cents per lb, with a weighted average change of 0.97 cents per lb from the previous week. The national composite WOGS (without giblets) price is 120.91 cents per lb, with a weighted average change of 0.75 cents per lb from the previous week.; The national composite whole bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, a 0.97 cent increase from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound from the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average change of 0.97 cents per pound compared to the previous week.; The National Composite Whole Bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, a change of 0.97 cents per lb from the previous week.; The national composite whole bird price range is 80.00 - 168.00 cents per lb, with a weighted average of 123.55 cents per lb, which is 0.97 cents per lb higher than the previous week.; The national composite whole bird price is 123.55 cents per pound, with a weighted average of 10,550 1,000-pound units traded. The national composite WOGS (without giblets) price is 120.91 cents per pound, with a weighted average of 7,464 1,000-pound units traded.; The national composite whole bird price ranged from 80.00 to 168.00 cents per pound, with a weighted average of 123.55 cents per pound, a 0.97 cent increase from the previous week."
84.32966,247.02711126286,162.69745126286,2022-12-01,2022-12-01,2022-12-31,"The value of U.S. poultry and products is forecast to increase by $300 million to $7.2 billion in 2022, driven by slightly higher broiler and turkey meat volumes and firm global demand.; The United States is responsible for one-fifth of global chicken consumption, with almost 40 billion pounds of broilers produced annually in the country.; The national composite broiler prices in November averaged 124.66 cents per pound.; The national composite broiler price (whole bird) is an important indicator of the US broiler market situation.; Poultry meat production in the United States increased in 2022 despite pressure from the spread of HPAI, driven by strong internal demand and continued trade.",NA
83.838316,242.334120008082,158.495804008082,2023-01-01,2023-01-01,2023-01-31,"Poultry meat production in the United States increased in 2022 despite pressure from the spread of HPAI, driven by strong internal demand and continued trade.; The United States provides roughly half of China's poultry imports, and China has been a fast-growing market for U.S. poultry.; The 2022 all-milk price and dairy product prices reported in the USDA National Dairy Products Sales Report (NDPSR) may have an impact on the domestic demand for broilers.; The average wholesale price of a dozen eggs in California edged over $7 in January, according to USDA's weekly Egg Market Overview report on Jan. 13.; The U.S. poultry industry provides 2,012,269 jobs and $125.6 billion in wages.; The United States broiler market is expected to be influenced by factors such as trade, farm income, and feed costs.","The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week. The national composite WOGS (without giblets) price is 119.89 cents per pound, with a weighted average change of -0.83 cents per pound compared to the previous week.; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week .; The national composite whole bird price ranged from 82.00 to 160.00 cents per pound, with a weighted average of 122.06 cents per pound, a decrease of 0.95 cents from the previous week.; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week .; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week.; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week.; The national composite whole bird price is 122.06 cents per pound, down 0.95 cents from the previous week.; The national composite whole bird price range is 82.00 - 160.00 cents per lb, with a weighted average of 122.06 cents per lb, a decrease of 0.95 cents per lb from the previous week.; The national composite whole bird price range is 82.00 - 160.00 cents per lb, with a weighted average price of 122.06 cents per lb, a decrease of 0.95 cents per lb from the previous week.; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week.; The national composite whole bird price range is 82.00 - 160.00 cents per lb, with a weighted average of 122.06 cents per lb, which is a decrease of 0.95 cents per lb from the previous week.; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week .; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound from the previous week.; The current national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound compared to the previous week.; The current national composite whole bird price is 122.06 cents per lb, with a weighted average change of -0.95 cents per lb from the previous week.; The National Composite Whole Bird price range is 82.00 - 160.00 cents per lb, with a weighted average of 122.06 cents per lb, a decrease of 0.95 cents per lb from the previous week.; The national composite whole bird price is 122.06 cents per pound, with a weighted average change of -0.95 cents per pound from the previous week.; The national composite whole bird price range is 82.00 - 160.00 cents per lb, with a weighted average of 122.06 cents per lb, down 0.95 cents from the previous week.; The current national composite whole bird price is 122.06 cents per pound, down 0.95 cents from the previous week. The weighted average price for whole birds is 123.01 cents per pound.; The current national composite whole bird price is 122.06 cents per pound, with a weighted average of 10,538 1,000-pound units traded. The national composite WOGS (without giblets) price is 119.89 cents per pound, with a weighted average of 7,459 1,000-pound units traded."
88.472318,241.666462426704,153.194144426704,2023-02-01,2023-02-01,2023-02-28,"The United States broiler market is expected to be influenced by factors such as trade, farm income, and feed costs.; The price of chicken wings is easing in time for the big games, following a period of limited supplies and strong demand.; Wholesale and retail wing prices are down double-digits from the same time last year.; The National Composite wholesale broiler price is forecast to average $1.27 per pound in 2023, ten percent lower than the previous year.; The price of broilers in the US is 140.50 USc/lb, with a decrease of 14.00 USc/lb compared to the previous period.",NA
93.8711888,241.546129664209,147.674940864209,2023-03-01,2023-03-01,2023-03-31,"The price of broilers in the US is 140.50 USc/lb, with a decrease of 14.00 USc/lb compared to the previous period.; The largest outbreak of avian influenza in U.S. history has driven up egg prices and raised concerns about a human pandemic.; The U.S. organic production has expanded since 2000, driven by consumer demand for organically produced products, which gives farmers premiums.; The United States broiler market has seen an increase in demand from the animal feed industry, driven by the growth of the poultry sector.; The United States accounted for just 1.24 percent market share in the global broiler market.","The national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound from the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week.; The national composite whole bird price range is 93.00 - 163.00 cents per lb, with a weighted average of 131.91 cents per lb, a 1.77-cent increase from the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average of 10,687 1,000-pound trades.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week. The national composite WOGS (without giblets) price is 131.11 cents per pound, with a weighted average change of 0.97 cents per pound.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound from the previous week. The weighted average price for the Eastern region is 135.41 cents per pound, while the Central region is 121.46 cents per pound, and the Western region is 137.16 cents per pound.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week .; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound from the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week .; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a 1.77 cent increase from the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a weight average of 10,687 thousand pounds.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week .; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week.; National Composite Whole Bird prices ranged from 93.00 to 163.00 cents per pound, with a weighted average of 131.91 cents per pound, up 1.77 cents from the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week .; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a 1.77-cent increase from the previous week.; The current national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound compared to the previous week. The weighted average price for the Eastern region is 135.41 cents per pound, 121.46 cents per pound for the Central region, and 137.16 cents per pound for the Western region.; The national composite whole bird price is 131.91 cents per pound, with a weighted average change of 1.77 cents per pound from the previous week."
97.21999,246.135333677844,148.915343677844,2023-04-01,2023-04-01,2023-04-30,"The United States accounted for just 1.24 percent market share in the global broiler market.; The demand for poultry products is continuously increasing, and chicken is the most consumed meat in the world.; Farm households that raise broilers under contract have higher median incomes than U.S. farms and households overall. In 2020, the median income among all U.S. farms was $76,000, while for broiler farms, it was $124,000.; The United States is a significant contributor to the global broiler market, and the country's broiler meat production is expected to be affected by price competition and weaker international demand.; The United States broiler market produced a total of  broilers in 2022, with strong market prices driving the industry's growth.",NA
96.7402816,245.386133126834,148.645851526834,2023-05-01,2023-05-01,2023-05-31,"The United States exported $10.5 billion in agricultural products to Korea in 2021, making it our fifth largest export market. The U.S. supplies a quarter of Korea's agricultural imports.; The United States broiler production increased by 25% between 2012 and 2022.; The U.S. poultry sector is expected to recover, driven by demand from the poultry sector, which is projected higher mainly due to a recovery in the broiler industry.; The U.S. poultry production and exports are affected by bird flu vaccination for turkeys.; The U.S. poultry products hold leading positions in both international and U.S. meat commodity markets, supported by competitive production structures.","The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week.; The current national composite whole bird price is 142.81 cents per lb, with a weighted average change of -0.23 cents per lb compared to the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound from the previous week .; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, a decrease of 0.23 cents per lb from the previous week.; The national composite whole bird price range is 121.00-170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average of 10,077 1,000-pound trades. The national composite WOGS (without giblets) price is 143.74 cents per pound, with a weighted average of 7,025 1,000-pound trades.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average price of 142.81 cents per lb, down 0.23 cents per lb from the previous week.; The National Composite Whole Bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, a decrease of 0.23 cents per lb from the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week.; The National Composite Whole Bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average of 10,077 1,000-pound lots traded .; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, which is a decrease of 0.23 cents per lb from the previous week.; The current national composite whole bird price is 142.81 cents per lb, with a weighted average of 10,077 1,000-lb trades.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, which is a decrease of 0.23 cents per lb from the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week. The national composite WOGS (without giblets) price is 143.74 cents per pound, with a weighted average change of -0.28 cents per pound compared to the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week."
94.759304,250.39453590573,155.63523190573,2023-06-01,2023-06-01,2023-06-30,"The U.S. poultry products hold leading positions in both international and U.S. meat commodity markets, supported by competitive production structures.; The global chicken meat market has expanded rapidly, notably in the last 30 years. In 2022, Brazil and the United States were the top two chicken meat producers.; The monthly average national composite broiler price gained about 2 cents from the previous month.; The United States Department of Agriculture (USDA) Food Safety Inspection Service (FSIS) approved the sale of cell-cultured chicken on June 21, 2023.; The U.S. broiler market is expected to meet the increasing demand for chicken, along with exports, and the broiler sale price is a key factor in this market.","The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week.; The current national composite whole bird price is 142.81 cents per lb, with a weighted average change of -0.23 cents per lb compared to the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound from the previous week .; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, a decrease of 0.23 cents per lb from the previous week.; The national composite whole bird price range is 121.00-170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average of 10,077 1,000-pound trades. The national composite WOGS (without giblets) price is 143.74 cents per pound, with a weighted average of 7,025 1,000-pound trades.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average price of 142.81 cents per lb, down 0.23 cents per lb from the previous week.; The National Composite Whole Bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, a decrease of 0.23 cents per lb from the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week.; The National Composite Whole Bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average of 10,077 1,000-pound lots traded .; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, which is a decrease of 0.23 cents per lb from the previous week.; The current national composite whole bird price is 142.81 cents per lb, with a weighted average of 10,077 1,000-lb trades.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, down 0.23 cents from the previous week.; The national composite whole bird price range is 121.00 - 170.00 cents per lb, with a weighted average of 142.81 cents per lb, which is a decrease of 0.23 cents per lb from the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week. The national composite WOGS (without giblets) price is 143.74 cents per pound, with a weighted average change of -0.28 cents per pound compared to the previous week.; The current national composite whole bird price is 142.81 cents per pound, with a weighted average change of -0.23 cents per pound compared to the previous week."
91.615102,250.149395073567,158.534293073567,2023-07-01,2023-07-01,2023-07-31,"The U.S. broiler market is expected to meet the increasing demand for chicken, along with exports, and the broiler sale price is a key factor in this market.; The forecast price in the 5-area marketing region for 2023 is $167 per cwt, more than $22 higher than the previous year.; The per capita consumption of poultry meat in the United States has been steady, with broiler meat being the most consumed type.; The average inflation rates for most major animal products, including broilers, are available from the U.S. Department of Labor, Bureau of Labor Statistics.; The United States farms spent an average of $32,540 on feed, $22,458 on farm services, $21,161 on livestock, poultry, and related expenses, and $18,366 on labor in 2021.; The United States broiler market is influenced by market conditions, which affect import decisions due to a large price differential between lower U.S. prices and higher international prices.",NA
