date,date.1,end_date,OT,search_fact,report_fact
2015-05-04,2015-05-04,2015-05-10,0.1364562118126273,"The World Health Organization (WHO) has issued best practices for naming new human infectious diseases, including influenza.",NA
2015-05-11,2015-05-11,2015-05-17,0.1637239165329053,"The H5N1 avian flu virus has spread rapidly to 55 countries in Asia, Europe, Africa, and the Middle East by the end of 2006.",NA
2015-05-18,2015-05-18,2015-05-24,0.1883116883116883,"In Europe, influenza activity mainly associated with influenza B virus continued to decline in most countries.",NA
2015-05-25,2015-05-25,2015-05-31,0.182076813655761,"Influenza virus infection is a common and usually self-limiting infection, but pregnant women appear to be more susceptible to severe illness.",NA
2015-06-01,2015-06-01,2015-06-07,0.2280453257790368,"Influenza viruses, including HPAI (H5N1) and HPAI (H5N6), have been found in Asia, Africa, and other parts of the world, posing a potential human risk.",NA
2015-06-08,2015-06-08,2015-06-14,0.2390953150242326,"The influenza vaccine has been found to be less immunogenic in primary school children living in Gabon, Central Africa who have helminthic infections compared to those without infections.",NA
2015-06-15,2015-06-15,2015-06-21,0.2791946308724832,"Objective facts about the Public Health and FLU situation:
Influenza A virus is a common pathogen associated with severe acute respiratory illness, especially in individuals with HIV infection. 
Co-infection with multiple respiratory pathogens, including influenza virus, contributes to the severity of respiratory disease. 
Influenza A(H1N1)pdm09 infection has been reported in critically ill children in southern Africa. 
Streptococcus pneumoniae and Haemophilus influenza type b are common microorganisms identified among hospitalized children with respiratory infections in Morocco.",NA
2015-06-22,2015-06-22,2015-06-28,0.2821368948247078,"The European Influenza Surveillance Network (EISN) collects weekly data on aggregate consultations for influenza-like illness (ILI) or Acute Respiratory infections (ARI) by age group, reported by sentinel physicians.",NA
2015-06-29,2015-06-29,2015-07-05,0.2609351432880845,"The Asian strain of avian influenza H5N1 virus has been confirmed in poultry and wild birds in several countries in Asia, Europe, and Africa.",NA
2015-07-06,2015-07-06,2015-07-12,0.2135922330097087,"Objective facts about the Public Health and FLU situation: 
African Americans are disproportionately affected by influenza hospitalizations, with approximately two-thirds of those hospitalized being African American.",NA
2015-07-13,2015-07-13,2015-07-19,0.1626712328767123,"Objective facts about the Public Health and FLU situation:
In Africa, there were 603 human cases of avian influenza, including 356 deaths, resulting from transmission of the A(H5N1) influenza virus from infected birds. 
Influenza A virus infections affect 5-15% of the world-wide population yearly, with up to half of these cases requiring hospitalization. 
The most common pathogens causing community-acquired pneumonia requiring hospitalization are human rhinovirus, influenza virus, and Streptococcus pneumoniae.",NA
2015-07-20,2015-07-20,2015-07-26,0.1496503496503496,"The risk of animal-to-human transmission of HPAI H5 virus is low, as no H5 influenza virus infection was identified in persons with acute respiratory illness (ARI) .",NA
2015-07-27,2015-07-27,2015-08-02,0.1539792387543252,The prevalence of Newcastle disease virus and infectious bronchitis virus in avian influenza negative birds from live bird markets and backyard and commercial farms was studied.,NA
2015-08-03,2015-08-03,2015-08-09,0.1040564373897707,The 2009 H1N1 pandemic influenza virus has PA residues that enhance its transmission.,NA
2015-08-10,2015-08-10,2015-08-16,0.1147540983606557,"In South Africa, influenza is the second most common underlying condition among fatal cases.",NA
2015-08-17,2015-08-17,2015-08-23,0.1190926275992438,"Influenza is a vaccine-preventable disease, and vaccines are available to prevent pneumonia in children, particularly in developing countries.",NA
2015-08-24,2015-08-24,2015-08-30,0.1064189189189189,Seasonal influenza virus infection is associated with substantial morbidity and mortality worldwide.,NA
2015-08-31,2015-08-31,2015-09-06,0.1128205128205128,"Objective facts about the Public Health and FLU situation:
Influenza vaccination is one of the most cost-effective ways to prevent infection. 
High-yield mutations can improve the titres of H1N1, H3N2, H5N1, and H7N9 vaccine viruses. 
Influenza outbreaks have occurred on cruise ships, such as a large outbreak in Alaska and the Yukon Territory-Canada in 1998. 
Avian influenza is an emerging respiratory infectious disease. 
Influenza viruses, including avian influenza A(H7N9), are a concern for public health.",NA
2015-09-07,2015-09-07,2015-09-13,0.1032148900169204,The 1918-1919 flu pandemic resulted in several hundred deaths in Africa.,NA
2015-09-14,2015-09-14,2015-09-20,0.0938628158844765,"In Africa, parainfluenza virus (PIV) is a common cause of acute respiratory tract infections, but little is known about PIV infection in children and adults.",NA
2015-09-21,2015-09-21,2015-09-27,0.1411764705882353,"Influenza-associated disease burden is a significant public health concern in Kenya and South Africa, particularly in high HIV prevalence settings.",NA
2015-09-28,2015-09-28,2015-10-04,0.1281070745697896,"Objective facts about the Public Health and FLU situation:
The influenza A (H1N1) virus causes seasonal epidemics that result in severe illnesses and deaths almost every year. 
In South Africa, influenza activity remained at low levels with influenza type B and A(H3N2) virus.",NA
2015-10-05,2015-10-05,2015-10-11,0.1304347826086956,The highly pathogenic avian influenza (HPAI) A(H5N1) virus was first detected in China in 1996 and spread to Africa in 2005.,NA
2015-10-12,2015-10-12,2015-10-18,0.1376451077943615,"Avian Influenza has spread to Southeast Asia, Indonesia, Africa, Europe, the Pacific, and the Middle East since its reappearance in 2003.",NA
2015-10-19,2015-10-19,2015-10-25,0.1316239316239316,Influenza virus can protect against Streptococcus pneumoniae and influenza virus infection.,NA
2015-10-26,2015-10-26,2015-11-01,0.1439252336448598,"Influenza infection reduces functional independence, health, and quality of life in older people, particularly those who suffer chronic diseases.",NA
2015-11-02,2015-11-02,2015-11-08,0.0833333333333333,"Febrile seizures can occur with any illness that causes fever, including influenza, and usually last around one or two minutes.",NA
2015-11-09,2015-11-09,2015-11-15,0.0864661654135338,"The viruses most frequently detected in children with Acute Respiratory Infections (ARIs) include respiratory syncytial virus (RSV), influenza virus (INF) types A and B, adenovirus (AV).",NA
2015-11-16,2015-11-16,2015-11-22,0.1087786259541984,"Influenza virus infection can lead to severe disease and even death, especially in high-risk groups such as the elderly, young children, and people with certain chronic health conditions.",NA
2015-11-23,2015-11-23,2015-11-29,0.1197183098591549,"Objective facts about the Public Health and FLU situation:
Influenza virus infection is associated with a significant social and economic burden . Seasonal influenza virus infection is a significant public health concern, especially in sub-Saharan Africa .",NA
2015-11-30,2015-11-30,2015-12-06,0.08,"The Southern Hemisphere (SH) recommendations for influenza vaccine are reviewed each September, so that vaccination usually takes place before the influenza season.",NA
2015-12-07,2015-12-07,2015-12-13,0.1002087682672233,"Avian influenza viruses, such as H5N1 and H7N9, have been detected in poultry and humans in Africa and Asia, highlighting the risk of transmission through poultry products and environmental factors.",NA
2015-12-14,2015-12-14,2015-12-20,0.1153039832285115,"The current report highlights updates on Ebola Virus Disease Epidemic in West Africa, outbreaks of Avian Influenza A among birds in the United States, and research on influenza A virus infection.",NA
2015-12-21,2015-12-21,2015-12-27,0.1265060240963855,"Avian influenza A (H5N1) was first detected in humans, raising global concerns about a potential pandemic.",NA
2015-12-28,2015-12-28,2016-01-03,0.0814814814814814,The Hong Kong strain of influenza virus A2 caused a large epidemic in Hong Kong.,NA
2016-01-04,2016-01-04,2016-01-10,0.0752475247524752,Influenza virus A infection induces interleukin-8 gene expression in airway epithelial cells.,NA
2016-01-11,2016-01-11,2016-01-17,0.0330708661417322,"Influenza A virus can infect host cells via pH-dependent endocytosis, and hemagglutinin (HA)-mediated recognition of cell surface receptors is critical for infection.",NA
2016-01-18,2016-01-18,2016-01-24,0.1150070126227209,The 2014-15 season saw an unprecedented increase in human infections with avian influenza A(H5N1) virus in Egypt.,NA
2016-01-25,2016-01-25,2016-01-31,0.0928667563930013,"Objective facts about the Public Health and FLU situation:
The prevalence of influenza A/B in children aged 2-59 months is 22.3% . Influenza is a common cause of pneumonia in developing countries, particularly in Africa and Asia .",NA
2016-02-01,2016-02-01,2016-02-07,0.0937081659973226,"The 1957-1959 influenza pandemic had a significant global mortality impact, with sustained transmission of the pandemic influenza A(H2N2) virus by December 1957.",NA
2016-02-08,2016-02-08,2016-02-14,0.0923450789793438,"The objective of the study was to investigate the genetic variability of influenza virus, parainfluenza virus, and respiratory syncytial virus (RSV).",NA
2016-02-15,2016-02-15,2016-02-21,0.1215686274509803,Influenza A virus (IAV) infections are a common cause of acute exacerbations of chronic obstructive pulmonary disease (AECOPD).,NA
2016-02-22,2016-02-22,2016-02-28,0.1309255079006772,The number of human avian H7N9 influenza infections has been increasing in China.,NA
2016-02-29,2016-02-29,2016-03-06,0.1304964539007092,"Objective facts about the Public Health and FLU situation:
Influenza A virus enhances its propagation through the modulation of ANXA1 expression, which is increased during influenza infection .
Avian Influenza Viruses have multiple subtypes, including H5N2 and H7N9, and have been reported in Africa .
Neonatal pneumococcal colonisation can be caused by Influenza A virus co-infection .
Avian influenza virus has a global presence, with HPAI mainly in North America, Asia, Europe, and West Africa, and LPAI also present in these regions .
A low pathogenicity avian influenza virus subtype H9N2 was isolated in a turkey breeder farm in Eastern England .",NA
2016-03-07,2016-03-07,2016-03-13,0.1279229711141678,"Influenza virus infection is a major cause of morbidity and mortality worldwide, and many of the world's most deadly epidemics have been caused by influenza.",NA
2016-03-14,2016-03-14,2016-03-20,0.108695652173913,"As of September 2015, 844 human infections from influenza A viruses have been reported.",NA
2016-03-21,2016-03-21,2016-03-27,0.0963503649635036,"Objective facts about the Public Health and FLU situation:
The Acute Respiratory Infection Consortium (ARIC) is a multicenter, multidisciplinary clinical research network for the study of influenza‐like Illness (ILI) . 
There is a global role and burden of influenza in pediatric respiratory disease . 
Influenza virus can ""reside"" on farms as an enzootic disease .",NA
2016-03-28,2016-03-28,2016-04-03,0.080168776371308,"Influenza A virus can cause acute respiratory infection in animals and humans globally, and is a major threat to animal husbandry and public health.",NA
2016-04-04,2016-04-04,2016-04-10,0.0890736342042755,"Objective facts about the Public Health and FLU situation:
Influenzae disease is a significant public health concern in Sub-Saharan Africa, with a high incidence of infections and reactivation of latent infections.",NA
2016-04-11,2016-04-11,2016-04-17,0.1204968944099378,Influenza virus is one of the common respiratory pathogens that cause neonatal pneumonia in sub-Saharan Africa.,NA
2016-04-18,2016-04-18,2016-04-24,0.0963855421686747,"Influenza A and B virus infections can occur consecutively in children, and influenza B virus infection can occur after influenza A virus infection.",NA
2016-04-25,2016-04-25,2016-05-01,0.1120218579234972,"Influenza vaccination zones have been defined with recommendations for vaccination timing in different regions, including America, Asia, Africa, and the Middle East.",NA
2016-05-02,2016-05-02,2016-05-08,0.1372854914196568,The EPA believes that currently registered influenza A virus products will be effective against the 2009-H1N1 flu.,NA
2016-05-09,2016-05-09,2016-05-15,0.1174289245982694,"The 2009 pandemic influenza A virus subtype H1N1 was introduced into South Africa, with 100 reported cases.",NA
2016-05-16,2016-05-16,2016-05-22,0.1159235668789809,"Host protection against influenza infection is primarily mediated by neutralizing antibodies against the viral surface glycoproteins, hemagglutinin (HA) and neuraminidase (NA).",NA
2016-05-23,2016-05-23,2016-05-29,0.1239669421487603,"A 73-year-old man was confirmed to have an influenza A (H7N9) virus infection in Beijing, China, and the causative agent A/Beijing/02/2014(H7N9) virus was isolated.",NA
2016-05-30,2016-05-30,2016-06-05,0.1588366890380313,"Influenza epidemiology in Africa is generally not well understood, and sentinel surveillance is an established means to effectively conduct influenza surveillance.",NA
2016-06-06,2016-06-06,2016-06-12,0.1776384535005224,"There are various studies and research focused on influenza virus infection, including host genetics, antiviral drugs, and maternal influenza and birth outcomes.",NA
2016-06-13,2016-06-13,2016-06-19,0.175771971496437,"Influenza virus replication in Vero (WHO) cells, a subline of African green monkey kidney cells, is impaired by rapid inactivation of viral particles.",NA
2016-06-20,2016-06-20,2016-06-26,0.174863387978142,"Objective facts about the Public Health and FLU situation:
Influenza vaccination uptake is low among black/African American pregnant women in Atlanta, Georgia, with only 31% receiving the vaccine. 
In a Finnish study, approximately 42% of influenza B infections were caused by a specific virus strain. 
The 2009 pandemic H1N1 virus underwent distinct mutations in its genome, which increased in frequency after the pandemic declaration. 
Influenza A virus and influenza B virus have eight segments of linear, negative sense ssRNA. 
Bacterial co-infection with influenza is common, with studies suggesting that bacterial infection rather than the flu virus itself may be the primary cause of illness.",NA
2016-06-27,2016-06-27,2016-07-03,0.1771653543307086,"Avian influenza A H5N1 viruses have caused many human infections, typically severe, since the first human case was reported in 1997.",NA
2016-07-04,2016-07-04,2016-07-10,0.1903448275862068,"Highly pathogenic avian influenza H5N1 Clade 2.3.2.1c virus has been detected in various regions, including Central Asian, East Asian-Australasian, West Asian-East African, and Black Sea/Mediterranean flyways.",NA
2016-07-11,2016-07-11,2016-07-17,0.1851851851851851,"The H5N1 bird flu virus has been found in West and Central Africa, prompting the UN agency to urge heightened vigilance.",NA
2016-07-18,2016-07-18,2016-07-24,0.2214765100671141,"In May 2014, China confirmed the first human infection with the novel H5N6 avian influenza virus (AIV) in Sichuan Province.",NA
2016-07-25,2016-07-25,2016-07-31,0.2662251655629139,"The sudden expansion of Rift Valley fever, endemic in sub-Saharan Africa, and new cases of Avian Influenza A(H5N1) in Egypt have been reported.",NA
2016-08-01,2016-08-01,2016-08-07,0.3127690100430416,"Influenza vaccination during pregnancy resulted in a 68% reduction in influenza in infants. 
The Highly Pathogenic Avian Influenza H5N1 (HPAI) virus is now considered endemic in several Asian countries. 
Every year, approximately 5–15% of the population becomes infected with influenza during flu season.",NA
2016-08-08,2016-08-08,2016-08-14,0.3014925373134328,"Highly pathogenic avian influenza A (H5N1) is a global concern, entrenched in poultry populations in Asia and Africa, and has caused outbreaks in Europe.",NA
2016-08-15,2016-08-15,2016-08-21,0.2154696132596685,"The CDC no longer recommends additional safety measures for flu vaccination of people with egg allergies beyond those recommended for the general population, starting with the 2023-2024 season.",NA
2016-08-22,2016-08-22,2016-08-28,0.2456608811748998,The CDC recommends the use of vaccines to prevent and control seasonal influenza.,NA
2016-08-29,2016-08-29,2016-09-04,0.290956749672346,"Objective facts about the Public Health and FLU situation:
Highly pathogenic avian influenza (HPAI) A(H5N1) virus outbreaks among poultry were first reported in Africa in 2006. 
The A(H1N1) influenza virus is a new member of the influenza virus family. 
Avian influenza virus comprises a major proportion of respiratory diseases.",NA
2016-09-05,2016-09-05,2016-09-11,0.2261580381471389,"Influenza A virus infection is a significant public health concern, with a high number of hospitalizations and outbreaks reported globally.",NA
2016-09-12,2016-09-12,2016-09-18,0.1834130781499202,"The evolutionary adaptation of the influenza A virus to human antibodies is well characterized, but less is known about its long-term evolution.",NA
2016-09-19,2016-09-19,2016-09-25,0.1558669001751313,"Influenza activity in Africa remained low, with influenza A (H3N2) being the dominant strain.",NA
2016-09-26,2016-09-26,2016-10-02,0.1367013372956909,Influenza A (H7N9) is an emerging virus of avian origin that has caused three waves of infections since February 2013.,NA
2016-10-03,2016-10-03,2016-10-09,0.1230031948881789,"In South Africa, national surveillance for influenza-associated hospitalizations estimated that 44% of patients admitted with acute respiratory infections.",NA
2016-10-10,2016-10-10,2016-10-16,0.1347068145800317,"Influenza A and B viruses are two types of flu viruses that affect humans, with Influenza B viruses occurring almost exclusively in humans.",NA
2016-10-17,2016-10-17,2016-10-23,0.1736842105263158,"Influenza virus infection was detected in 6,628 patient samples tested in Uganda, highlighting the need for influenza vaccines in tropical regions of sub-Saharan Africa.",NA
2016-10-24,2016-10-24,2016-10-30,0.1104868913857678,"Influenza virus infection is associated with increased risk of death amongst patients hospitalized with confirmed pulmonary tuberculosis in South Africa, 2010.",NA
2016-10-31,2016-10-31,2016-11-06,0.1623488773747841,The internal interepidemic period for influenza is usually in the 10- to 16-month range depending on the infectious period and transmissibility.,NA
2016-11-07,2016-11-07,2016-11-13,0.1482889733840304,The sudden crossing of H5N1 avian influenza virus into humans in 1995 and the unexpected West African outbreak of Ebola virus disease are prominent examples of emerging virus diseases.,NA
2016-11-14,2016-11-14,2016-11-20,0.1356877323420074,"As of November 2016, there were concerns about the risk associated with the influenza A(H5N8) virus, and the WHO was re-assessing the risk as more information became available.",NA
2016-11-21,2016-11-21,2016-11-27,0.0773381294964028,"There have been reports of new human infections with influenza A(H5N6), A(H7N9), and A(H1N1)v viruses.",NA
2016-11-28,2016-11-28,2016-12-04,0.1425178147268408,"In patients with Systemic Lupus Erythematosus (SLE), annual influenza vaccination can reduce morbidity and mortality.",NA
2016-12-05,2016-12-05,2016-12-11,0.1247357293868921,"The 1918 influenza pandemic had a significant impact on Africa, with Freetown being a major hub for the spread of the disease.",NA
2016-12-12,2016-12-12,2016-12-18,0.104325699745547,Influenza is an important contributor to acute respiratory infection (ARI) in West Africa.,NA
2016-12-19,2016-12-19,2016-12-25,0.1452380952380952,"Influenza A virus infections can be acquired from various regions, including Asia, Africa, and Latin America.",NA
2016-12-26,2016-12-26,2017-01-01,0.0823970037453183,Influenza infection causes a clinical syndrome not easily distinguished from other respiratory infections.,NA
2017-01-02,2017-01-02,2017-01-08,0.0940695296523517,Influenza A(H5N1) viruses were detected in West Africa in 2015.,NA
2017-01-09,2017-01-09,2017-01-15,0.1189979123173277,"Influenza activity in the WHO African Region is based on the positivity rate, with reported subtypes including A(H1N1) pandemic, A(H3N2), A(H5N1), and A(unsubtyped).",NA
2017-01-16,2017-01-16,2017-01-22,0.0661625708884688,The development of novel anti-influenza A virus drugs with high efficiency and low toxicity is critical for preparedness against influenza outbreaks.,NA
2017-01-23,2017-01-23,2017-01-29,0.0888888888888888,"Avian influenza sub-type H5N1 virus has caused death in humans since 1997, predominantly in Asia and North East Africa, with a current upsurge of cases in Egypt.",NA
2017-01-30,2017-01-30,2017-02-05,0.0961240310077519,"Outbreaks of avian influenza viruses have been associated with infection in people in Asia, Africa, Europe, the Pacific, and the Americas.",NA
2017-02-06,2017-02-06,2017-02-12,0.0606508875739644,"In South Africa, risk factors for influenza-associated severe acute respiratory illness hospitalization include Streptococcus pneumoniae infection (aOR, 4.3).",NA
2017-02-13,2017-02-13,2017-02-19,0.0588235294117647,"The H5N1 avian influenza virus poses a potential pandemic threat, and purification and immunogenicity of its hemagglutinin have been studied .",NA
2017-02-20,2017-02-20,2017-02-26,0.0831062670299727,"The avian influenza (""bird flu"") is a serious viral infection that occurs mainly in poultry, waterfowl, and migratory birds.",NA
2017-02-27,2017-02-27,2017-03-05,0.0955137481910275,"Influenza vaccination policies are being developed in Africa, with a focus on post-pandemic preparedness.",NA
2017-03-06,2017-03-06,2017-03-12,0.0802721088435374,"Influenza virus infection can be monitored through enhanced surveillance systems, such as the one implemented in the Philippines in 2009, which tracks influenza-like illness (ILI) and severe acute respiratory infection (SARI).",NA
2017-03-13,2017-03-13,2017-03-19,0.0769230769230769,"Objective facts about the Public Health and FLU situation:
Influenza A H1N1 activity has been reported in some countries in Northern Africa, Middle East, and India .
Outbreaks of HPAI H5N8 virus in domestic poultry and wild birds occurred in Europe, Asia, and parts of Africa from 2016 to early 2017 .
New human infections with influenza A(H5N1) and A(H7N9) viruses were reported .",NA
2017-03-20,2017-03-20,2017-03-26,0.06875,"In 2016-2017, there were outbreaks of HPAI H5N8 virus in domestic poultry and wild birds in Europe, Asia, and parts of Africa.",NA
2017-03-27,2017-03-27,2017-04-02,0.0647382920110192,Hand hygiene interventions can reduce diarrhea and influenza-like infections by 40%.,NA
2017-04-03,2017-04-03,2017-04-09,0.1288088642659279,"Influenza A and B viruses cause a self-limited acute respiratory infection with an abrupt onset, causing fever, chills, headache, cough, and other symptoms.",NA
2017-04-10,2017-04-10,2017-04-16,0.1564705882352941,"The influenza virus can develop resistance to antiviral drugs, and NIAID is working to find new and better treatments to fight the flu.",NA
2017-04-17,2017-04-17,2017-04-23,0.0902061855670103,"Influenza virus infection can occur in various regions, including Africa, the Middle East, and Europe, and can be resistant to antiviral drugs such as oseltamivir.",NA
2017-04-24,2017-04-24,2017-04-30,0.1265984654731458,"The H5N8 avian influenza virus clade 2.3.4.4 has been detected in Egypt, marking its introduction into Africa through migratory birds.",NA
2017-05-01,2017-05-01,2017-05-07,0.1050359712230215,Influenza-associated severe acute respiratory illness has been reported in South Africa from 2009-2013.,NA
2017-05-08,2017-05-08,2017-05-14,0.1359102244389027,"The pandemic outcome measures are usually incidence of infection, and infectious diseases such as influenza have a significant impact on public health.",NA
2017-05-15,2017-05-15,2017-05-21,0.1374233128834356,"Avian Influenza (AI) is a viral infection of birds, including chickens, turkeys, guinea fowl, and other avian species.",NA
2017-05-22,2017-05-22,2017-05-28,0.1317614424410541,"Influenza virus infections cause substantial annual morbidity and mortality worldwide, including in South Africa.",NA
2017-05-29,2017-05-29,2017-06-04,0.1322418136020151,"The incidence of influenza virus infection among pregnant women was studied in high-income countries, except for one study from South Africa, an upper-middle income country.",NA
2017-06-05,2017-06-05,2017-06-11,0.1211072664359861,The flu vaccine was less than 20 percent effective in protecting against influenza infection during the 2014-2015 flu season.,NA
2017-06-12,2017-06-12,2017-06-18,0.1385331781140861,Avian influenza virus (AIV) strains such as H7N9 have emerged in China in 2013 and South Korea.,NA
2017-06-19,2017-06-19,2017-06-25,0.1709183673469387,Avian influenza viruses do not usually spread from person-to-person.,NA
2017-06-26,2017-06-26,2017-07-02,0.2009803921568627,"Objective facts about the Public Health and FLU situation: 
The European Centre for Disease Prevention and Control (ECDC) monitors influenza activity and provides guidelines for management of community-acquired pneumonia, including vaccination against influenza virus. 
In South Africa, there is an outbreak of avian influenza H5N8, and the sale of live chickens has been banned to prevent the spread of the disease.",NA
2017-07-03,2017-07-03,2017-07-09,0.1854304635761589,"The 2009 influenza A (H1N1) pandemic occurred, and the World Health Organization (WHO) has made recommendations for influenza virus vaccine composition for the 2018 southern hemisphere influenza season . Influenza virus remains a significant public health threat despite innovative vaccines and antiviral drugs .",NA
2017-07-10,2017-07-10,2017-07-16,0.1447058823529411,"Influenza A(H5N1) virus has spread from Asia to Europe and Africa, and has become entrenched in poultry populations in some countries.",NA
2017-07-17,2017-07-17,2017-07-23,0.1703056768558952,"Influenza is an acute viral respiratory disease characterized by fever, headache, myalgia, sore throat, and cough.",NA
2017-07-24,2017-07-24,2017-07-30,0.1469933184855233,H9N2 viruses are the most widespread influenza viruses in poultry in Asia and have the potential to infect humans.,NA
2017-07-31,2017-07-31,2017-08-06,0.1623465211459754,"The Highly Pathogenic Avian Influenza (HPAI) H5N1 virus has been a severe threat to the poultry industry in Asia, Europe, the Middle East, and Africa.",NA
2017-08-07,2017-08-07,2017-08-13,0.1767123287671232,"Uganda has responded rapidly to an outbreak of highly pathogenic influenza A(H5) virus in birds in East Africa, detecting the wild bird die-off and providing guidance within days.",NA
2017-08-14,2017-08-14,2017-08-20,0.1633835457705678,"Influenza virus is a major pathogen that causes respiratory tract infections, and approximately 70–80% of influenza cases are caused by virus infection.",NA
2017-08-21,2017-08-21,2017-08-27,0.1635687732342007,"In 2016, a total of 18 human infections with influenza A(H3N2) virus occurred after exposure to influenza-infected swine at 7 agricultural fairs.",The proportion of flu patients to the total number of patients in African region each week is 22% (106 positive out of 487 tested) during epidemiological week 34.
2017-08-28,2017-08-28,2017-09-03,0.1917241379310345,The 2013-2016 Ebola epidemic provided insights into the evolution of the virus.,The proportion of flu patients to the total number of patients in the African region during week 35 is 23% (128 positive out of 566 tested).
2017-09-04,2017-09-04,2017-09-10,0.1557093425605536,"Objective facts about the Public Health and FLU situation:
The avian influenza (bird flu) is a significant animal pest and disease. 
Influenza A virus infection is initiated in the respiratory tract. 
Pandemic 2009 H1N1 Influenza can be reported by Venus reporter virus. 
Influenza viruses constantly change, and certain changes may allow the avian influenza virus to spread easily between people.",The positivity rate for influenza virus in the African region during week 36 was 17% (125/748).
2017-09-11,2017-09-11,2017-09-17,0.1584507042253521,"Influenza D virus antibodies were detected in cattle and small ruminants from North and West Africa, and dromedary camels in Kenya.","During epidemiological week 37, the positivity rate for influenza was 18% (126 positive specimens out of 694 tested)."
2017-09-18,2017-09-18,2017-09-24,0.1515151515151515,HIV has been shown to be a risk factor for severe seasonal influenza infections in young HIV-positive adults in South Africa .,"During epidemiological week 38, the positivity rate for influenza was 18% (107 positive out of 597 tested specimens)."
2017-09-25,2017-09-25,2017-10-01,0.1887254901960784,"Objective facts about the Public Health and FLU situation:
The 1918 flu pandemic revolutionized public health, and influenza was not a reportable disease at that time. 
Influenza A virus infection can be restricted by the antiviral host factor BST2, and polymorphisms in this factor can affect viral susceptibility. 
Influenza virus can activate mTOR complex 1 (mTORC1) through a cascade of specific modifications, or phosphorylation events. 
A booster dose of influenza vaccine is recommended after 1 year for lifetime immunity.",The overall positivity rate for influenza in the African region during epidemiological week 39 was 22% (128 positive specimens out of 569 tested).
2017-10-02,2017-10-02,2017-10-08,0.2318059299191374,"As of 2017, highly pathogenic avian influenza H5N1 was reported in Africa, and since then, it has spread rapidly to other African countries.","During epidemiological week 40, the positivity rate for influenza was 22% (111/512). Cumulatively from epidemiological week 1 to 40, the positivity rate was 15% (3857/26576)."
2017-10-09,2017-10-09,2017-10-15,0.2053462940461725,"Objective facts about the Public Health and FLU situation:
The 2009 H1N1 influenza pandemic and the outbreak of Ebola virus disease in West Africa in 2014 were two significant public health crises. 
Influenza causes severe disease and up to 500,000 deaths annually worldwide. 
The current outbreak of Bird flu in South Africa is caused by the highly pathogenic H5N8 virus strain.","The African Union heads of state and government have committed to accelerate the implementation of International Health Regulations to address public health events and epidemics on the continent.; During epidemiological week 41, the positivity rate for influenza was 24% (124/525). Cumulatively from epidemiological week 1 to 41, the positivity rate was 15% (3857/27101)."
2017-10-16,2017-10-16,2017-10-22,0.228110599078341,Influenza vaccination during pregnancy can prevent influenza and its complications.,"The article does not provide specific data on the proportion of flu patients to the total number of patients in the African region each week. However, it mentions that the Africa CDC aims to strengthen health-related surveillance systems and establish disease intelligence hubs for improved public health decision making and action.; The proportion of flu patients to the total number of patients in the African region for week 42 is 23% (125 positive out of 548 tested specimens)."
2017-10-23,2017-10-23,2017-10-29,0.2169696969696969,"There is an ongoing outbreak of avian influenza A(H7N9) virus in China, with the Chinese government assessing that newly infected human cases have been reported less frequently.","During week 43, the positivity rate for influenza was 20% (105/525), which is slightly less than the positivity rate in week 42 (23%)."
2017-10-30,2017-10-30,2017-11-05,0.2663934426229508,Antibodies raised against influenza virus NA can reduce viral replication and disease severity in mice and humans.,NA
2017-11-06,2017-11-06,2017-11-12,0.1509167842031029,"Influenza A virus is a threat to humans due to seasonal epidemics and occasional pandemics, and it can generate new strains that are dangerous through mutations.",NA
2017-11-13,2017-11-13,2017-11-19,0.1917808219178082,"African American adults are at a higher risk of complications from influenza due to underlying health conditions such as hypertension, which affects 44% of African American men and 44% of women.",NA
2017-11-20,2017-11-20,2017-11-26,0.1760355029585799,"Objective facts about the Public Health and FLU situation: 
Influenza H9N2 virus has been detected in birds and mammals in the Middle East and North Africa, with infection particularly among poultry workers and pigs in some countries.  
Influenza viruses infect the respiratory tract of many animals, birds, and humans.  
Avian Influenza H5N6 viruses have emerged in poultry and caused sporadic infections in humans, increasing global concerns.",NA
2017-11-27,2017-11-27,2017-12-03,0.2252252252252252,"Influenza-associated respiratory infection is a significant public health concern, especially in high HIV prevalence settings, such as South Africa.",The article does not provide specific data on the proportion of flu patients to the total number of patients in the African region each week. NA
2017-12-04,2017-12-04,2017-12-10,0.2709090909090909,"Influenza prevalence among ILI and SARI cases in West Africa was 11.2% between 2009 and 2017, ranging from 29.2% in Cote d'Ivoire to 3.5% in Guinea-Bissau.",NA
2017-12-11,2017-12-11,2017-12-17,0.201949860724234,"Up to 650,000 people die of respiratory diseases linked to seasonal flu every year.",NA
2017-12-18,2017-12-18,2017-12-24,0.2526315789473684,"The Asia-Africa lineage of influenza A H9N2 has been identified in live-animal markets. 
No transmission of avian influenza to humans has been identified in the EU despite ongoing human exposures to infected poultry. 
A(H1N1)pdm09-like virus recommended for use in the vaccine was changed for the 2017 Southern Hemisphere influenza season. 
BARDA initiated a clinical study to assess the safety and immunogenicity of influenza A(H5N1) virus vaccine.",NA
2017-12-25,2017-12-25,2017-12-31,0.2648648648648649,"The influenza B virus genome data has been increased in Europe, Africa, and Central Asia, improving the global context to study the virus.",NA
