OT,start_date,date,end_date,search_fact,report_fact
260376,2012-06-01,2012-06-01,2012-06-30,"The Washington State Department of Transportation reported on pre- and post-tolling traffic, examining average traffic volumes, travel times, and travel patterns.; The Nevada Department of Transportation is responsible for maintaining road conditions and providing travel information to the public.; Objective facts about the Traffic and Transportation situation:
RIDOT calculates travel times using sensors installed to measure traffic volumes. 
AADT (Annual Average Daily Traffic) is the total annual volume of traffic passing a point in a year. 
Traffic volumes are higher in urban areas, such as Aberdeen, and lower in rural areas.; The I-710 Corridor experiences serious issues due to population growth, cargo container growth, increasing traffic volumes, and aging infrastructure.; Motor vehicle travel is the primary means of transportation in the United States, providing an unprecedented degree of mobility.","The total travel for June 2012 is estimated to be 257.6 billion vehicle miles, with a 0.4% change (1.1 billion vehicle miles) compared to June 2011. Cumulative travel for 2012 changed by 1.1% (15.6 billion vehicle miles), with an estimated total of 1,455.7 billion vehicle miles of travel."
260244,2012-07-01,2012-07-01,2012-07-31,"Motor vehicle travel is the primary means of transportation in the United States, providing an unprecedented degree of mobility.; The city is working with Purdue to create a high-tech traffic-control system that uses algorithms and data from sensors to determine traffic volume at intersections.; Objective facts about the Traffic and Transportation situation:
State and U.S. routes with truck volumes of 5 percent or greater may indicate that goods movement is an important function of the highway and traffic calming. 
There is a peaking pattern in traffic volumes on SH 9 and US 6 during the August weekend peak period. 
In 2011, there was a 245 percent increase in traffic volume from 2010 on a specific route.; The Illinois Department of Transportation provides data on annual average daily traffic.; The City of Bellevue has a Residential Traffic Guidebook that involves staff reviewing traffic conditions, conducting speed and volume counts, and analyzing previous traffic studies.; The Department of Transportation uses ""Design Hour Volume (DHV)"" to determine traffic vehicle volume.","Objective facts about the Monthly United States nationwide vehicle miles traveled (VMT) situation:
Travel on all roads and streets changed by -0.3% (-0.8 billion vehicle miles) for July 2012 as compared with July 2011. Estimated travel for the month is 258.3 billion vehicle miles. Cumulative Travel for 2012 changed by 0.9% (14.8 billion vehicle miles)."
264379,2012-08-01,2012-08-01,2012-08-31,"The Department of Transportation uses ""Design Hour Volume (DHV)"" to determine traffic vehicle volume.; The traffic counts show that the southern portion of the Juanita Drive Corridor experiences the highest traffic demand, with 17,700 Average Weekday Daily Traffic (AWDT) in the vicinity of Juanita Village.; The average daily traffic (AADT) volume maps are available for transportation projects throughout the state, presenting the traffic average volumes.; The City of Cambridge Open Data provides average daily traffic counts from 1972 to 2017.; The United States Department of Transportation has guidelines for the use of variable speed limit systems in wet weather conditions, which take into account traffic volume, operating speeds, weather information, sight distance, and roadway surface condition.","Travel on all roads and streets in the US changed by 1.2% (3.0 billion vehicle miles) for August 2012 compared to August 2011, with an estimated total of 262.4 billion vehicle miles. Cumulative travel for 2012 changed by 0.9% (17.8 billion vehicle miles), with an estimated total of 1,976.4 billion vehicle miles."
238867,2012-09-01,2012-09-01,2012-09-30,"The United States Department of Transportation has guidelines for the use of variable speed limit systems in wet weather conditions, which take into account traffic volume, operating speeds, weather information, sight distance, and roadway surface condition.; The volume of traffic has been increasing due to interstate travel, necessitating more uniformity in highway traffic laws between states.; Average daily traffic volumes along US 60 have declined slightly since 2000, with the exception of the section west of Olivet Church Road.; The United States Department of Transportation reported that in 2010, 285 children were saved by child restraints and 12,546 children were saved by safety belts.; In the United States, the Transportation Security Administration (TSA) is responsible for ensuring the security of transportation systems.","Travel on all roads and streets in the US changed by -1.5% (-3.6 billion vehicle miles) in September 2012 compared to September 2011, with an estimated 237.1 billion vehicle miles traveled. Cumulative travel for 2012 changed by 0.6% (14.2 billion vehicle miles), with an estimated 2,213.4 billion vehicle miles traveled."
253574,2012-10-01,2012-10-01,2012-10-31,"The Texas Department of Transportation (TxDOT) provides traffic data statistics through the STARS II System and Statewide Traffic Counts Web Map.; The traffic volume on the motorway in Virginia fluctuated during the study period due to widening on either end.; Traffic volumes have leveled off or even decreased over the past 10 years in jurisdictions throughout the United States.; The percentage of total travel in the United States is 13.4% for residential streets.; Traffic data collection services are available in the United States, providing traffic counts, turning movement, and automated traffic records.","Travel on all roads and streets changed by 0.3% (0.9 billion vehicle miles) for October 2012 as compared with October 2011, with an estimated 251.5 billion vehicle miles of travel. Cumulative Travel for 2012 changed by 0.6% (14.9 billion vehicle miles), with an estimated 2,464.5 billion vehicle miles of travel."
240361,2012-11-01,2012-11-01,2012-11-30,"Traffic data collection services are available in the United States, providing traffic counts, turning movement, and automated traffic records.; The traffic volume counts for all state highways in Oregon are available, with I-5 between Corvallis and Newberg having less travel volume than other routes.; Traffic volumes and travel patterns are crucial in analyzing traffic simulation models.; Since 9/11, airlines have accommodated the surge in passengers with only a minimal increase in the number of seats, resulting in aircraft flying with fewer empty seats.; The traffic volume on State Route 99 north of Delhi near Turlock in Merced County reaches 75,000 vehicles per day.","Travel on all roads and streets in the US changed by 0.8% (1.9 billion vehicle miles) in November 2012 compared to November 2011, with an estimated 238.8 billion vehicle miles traveled. Cumulative travel for 2012 changed by 0.6% (16.7 billion vehicle miles), with an estimated 2,702.9 billion vehicle miles of travel."
238709,2012-12-01,2012-12-01,2012-12-31,"The traffic volume on State Route 99 north of Delhi near Turlock in Merced County reaches 75,000 vehicles per day.; Average travel speeds along I-64 are expected to decline as traffic volumes continue to climb.; In the United States, MDOT facilities account for only 23% of the state's lane miles, but 72% of the state's traffic volume.; The National Highway Traffic Safety Administration (NHTSA) provides resources and information on staying safe on America's roads, including recall information and vehicle safety problem reporting.; Objective facts about the Traffic and Transportation situation:
The Edgewater Drive project aims to improve safety and support a main street, with traffic volumes on perpendicular and side streets being a consideration . The SMART WORK ZONE (SWZ) Project provides real-time notification of traffic delays and travel times on State Highway and Transportation routes . The I-69 Southwest/I-610 West Loop Interchange Reconstruction project provides data and maps on traffic counts, road inventory, and travel patterns .; Traffic volumes can be calculated based on several parameters, including the location of the street in the overall community network of streets.","Travel on all roads and streets in the US changed by -2.9% (-7.0 billion vehicle miles) in December 2012 compared to December 2011, with an estimated 236.3 billion vehicle miles traveled. Cumulative travel for 2012 changed by 0.3% (9.1 billion vehicle miles), with a total of 2,938.5 billion vehicle miles of travel."
229419,2013-01-01,2013-01-01,2013-01-31,"Traffic volumes can be calculated based on several parameters, including the location of the street in the overall community network of streets.; The improved Samtskhe-Javakheti Road in Georgia was expected to increase traffic volume and reduce travel time.; Within the Study Area, 2010 truck volumes represented approximately 8-10% of the total average daily traffic volume on IH 35, ranging from 9,000 to 14,000.; The type of highway has a significant effect on the fatality risk in the United States.; Objective facts about the Traffic and Transportation situation:
The United States has seen growth in travel on the roadway system, with approximately 10,000 Average Daily Traffic (ADT) in the center and east portion of US-166 in 2011. 
The test area in a decentralized adaptive signal control system has an average daily traffic volume of nearly 30,000 vehicles. 
Traffic volume, high travel speeds, and large pedestrian volumes are factors to consider in road design. 
The volume and capacity of roads are used to determine the volume-to-capacity ratio.","Travel on all roads and streets in the US changed by 0.5% (1.2 billion vehicle miles) in January 2013 compared to January 2012, with an estimated 226.9 billion vehicle miles traveled. Cumulative travel for 2013 changed by 0.5% (1.2 billion vehicle miles), with an estimated 226.9 billion vehicle miles traveled."
215803,2013-02-01,2013-02-01,2013-02-28,"Objective facts about the Traffic and Transportation situation:
The United States has seen growth in travel on the roadway system, with approximately 10,000 Average Daily Traffic (ADT) in the center and east portion of US-166 in 2011. 
The test area in a decentralized adaptive signal control system has an average daily traffic volume of nearly 30,000 vehicles. 
Traffic volume, high travel speeds, and large pedestrian volumes are factors to consider in road design. 
The volume and capacity of roads are used to determine the volume-to-capacity ratio.; A travel mode shift to active transportation such as bicycling would help reduce traffic volume and related air pollution emissions as well as promote physical activity.; Average Annual Daily Traffic (AADT) at permanent count stations can be calculated by dividing total volume by the number of days data were collected.; The Boston Region MPO uses a regional travel demand model to simulate travel and traffic volume.; The United States Department of Transportation, Bureau of Transportation Statistics, provides guidelines for bicycle road safety audits, considering factors such as traffic volume, functional classification, and travel patterns.","Travel on all roads and streets in the US changed by -1.4% (-3.1 billion vehicle miles) for February 2013 compared to February 2012, with an estimated 214.6 billion vehicle miles of travel for the month. Cumulative travel for 2013 changed by -0.4% (-1.8 billion vehicle miles), with an estimated 441.6 billion vehicle miles of travel for the year."
253026,2013-03-01,2013-03-01,2013-03-31,"The United States Department of Transportation, Bureau of Transportation Statistics, provides guidelines for bicycle road safety audits, considering factors such as traffic volume, functional classification, and travel patterns.; Water transportation contributed $36 billion U.S. dollars and 64 thousand jobs to the U.S. economy in 2010.; The State of New York provides open data on transportation, including subway turnstile data, highway mileage, average and daily traffic counts, airport statistics, texting zones, and travel plazas.; The Bureau of Transportation Statistics reported on long-distance travel in the United States by selected trip characteristics in 2001.; The United States Department of Transportation (USDOT) is involved in various initiatives related to traffic volume and transportation.","Travel on all roads and streets in the US changed by -1.5% (-3.7 billion vehicle miles) in March 2013 compared to March 2012, with an estimated 248.8 billion vehicle miles traveled. Cumulative travel for 2013 changed by -0.8% (-5.6 billion vehicle miles), with an estimated 690.3 billion vehicle miles traveled."
252064,2013-04-01,2013-04-01,2013-04-30,"Congestion levels in 19 urban areas in the United States remained relatively unchanged from 2011 to 2012.; The Texas Department of Highways reported over 72,160 vehicles per day travel by a specific area in Orange, TX.; The United States and Canada have significant trade and traffic volumes, with 2011 imports from the US to Canada valued at millions of CDN dollars.; The United States National Highway Traffic Safety Administration is working to improve pedestrian safety, considering factors such as traffic volume and travel distances.; Motor vehicle travel is the primary means of transportation in the United States, providing an unprecedented degree of mobility.","Travel on all roads and streets in the US changed by 1.2% (2.9 billion vehicle miles) for April 2013 compared to April 2012, with an estimated 251.1 billion vehicle miles of travel. Cumulative travel for 2013 changed by -0.3% (-2.7 billion vehicle miles), with an estimated 941.4 billion vehicle miles of travel."
263406,2013-05-01,2013-05-01,2013-05-31,"Motor vehicle travel is the primary means of transportation in the United States, providing an unprecedented degree of mobility.; Objective facts about the Traffic and Transportation situation:
The Middle East is becoming a major aviation hub, with Saudi Arabia and the UAE leading in air traffic volume, and Qatar showing the strongest growth. 
Annual mileage and travel information is available for the state of Washington, including public roadway VMT (vehicle miles traveled). 
A revised Title 9 NYCRR Part 358 effective November 2013 discusses travel and breath sample volume levels. 
Edmonton Complete Streets Guidelines provide solutions for cities, considering travel lanes, volume, type, and speed of traffic. 
A Future Without Red Lights? discusses technology that adjusts traffic light timing to encourage smooth traffic flow, considering traffic volume at intersections.; Objective facts about the Traffic and Transportation situation:
The traffic volume data for 18 road diets from four states and Canada, including nine Seattle locations, were provided by Burden and Lagerwey (1999) .
According to a 2002 NOACA traffic volume map, approximately 15,850 vehicles travel on US 20 and SR 2 daily .
Figure 2.3-1 Projected 2018 AM Peak Hour Traffic Volume shows the analysis relies on data from New York City Department of City Planning (NYCDCP) and the United States .
Annual average daily traffic (AADT), Saturday and Sunday volumes represent only 90% of the total volume accommodated on the roadway network .; A $180 million expansion of U.S. Highway 41 from Oconto to Peshtigo serves traffic volumes lower than projected for 2007.; The Maine Turnpike Authority offers an E-Z Discount Program that automatically enrolls users and calculates discounts based on trips from all transponder tolls.","Travel on all roads and streets changed by -1.5% (-3.7 billion vehicle miles) for March 2013 as compared with March 2012, with an estimated 248.8 billion vehicle miles of travel. Cumulative travel for 2013 changed by -0.8% (-5.6 billion vehicle miles), with an estimated 690.3 billion vehicle miles of travel."
259980,2013-06-01,2013-06-01,2013-06-30,"The Maine Turnpike Authority offers an E-Z Discount Program that automatically enrolls users and calculates discounts based on trips from all transponder tolls.; Throughout the U.S., traffic volume is outgrowing road capacity, leading to pileups, delays, and road rage.; Objective facts about the Traffic and Transportation situation:
Traffic volumes began to decline in December 1973 and continued through September 1974, with a 2.3% decrease in total travel in the 12 months through November 1974. 
Average Annual Daily Traffic (AADT) represents the typical number of vehicles traveling a highway or road segment.; The D factor is the percentage of the peak hour travel in the peak direction during the peak hour.; The Western Boulevard serves as a gateway to downtown Raleigh and the central spine of North Carolina State, carrying a significant traffic volume.","The total vehicle miles traveled (VMT) in June 2013 changed by -0.4% (-0.9 billion vehicle miles) compared to June 2012, with an estimated 258.1 billion vehicle miles traveled. The cumulative VMT for 2013 changed by -0.1% (-1.4 billion vehicle miles) with an estimated 1,461.7 billion vehicle miles traveled."
263946,2013-07-01,2013-07-01,2013-07-31,"The US map showing Interstate highway traffic volumes is not available, but there are maps showing truck travel speeds, which can indicate choke points on the Interstate network for truck traffic.; Traffic counts are used to provide traffic volume information on selected roads and intersections, and are used for road condition and safety surveys, level of service, and transportation planning.; The overarching goal of the US Department of Transportation is to reduce traffic-related deaths on highways and streets in the United States.; The interchange modification in North Carolina is designed to accommodate projected 2035 traffic volumes ranging from 142,000 to 190,000 vehicles per day.; Average hourly traffic volumes combined for both travel directions on Idaho 55 Corridor Plan are estimated.","Travel on all roads and streets in the US changed by 1.6% (4.2 billion vehicle miles) for July 2013 compared to July 2012, with an estimated 263.6 billion vehicle miles of travel. Cumulative travel for 2013 changed by 0.2% (2.7 billion vehicle miles), with an estimated 1725.3 billion vehicle miles of travel."
268061,2013-08-01,2013-08-01,2013-08-31,"Average hourly traffic volumes combined for both travel directions on Idaho 55 Corridor Plan are estimated.; Traffic volume is an important aspect of transportation planning, with various sources providing data on traffic counts and volumes.; The U.S. Department of Transportation reports that fatal crashes occur at high-volume intersections.; The United States has high-volume travel corridors that connect major generators of traffic, with approximately 5,000 trucks per day traveling from Mexico to the US.; The volume of traffic on roadways is estimated by individual states as part of the Highway Statistics program.","Travel on all roads and streets changed by 1.3% (3.4 billion vehicle miles) for August 2013 as compared with August 2012. The estimated travel for the month is 267.0 billion vehicle miles. Cumulative Travel for 2013 changed by 0.3% (6.1 billion vehicle miles), with an estimated total of 1992.3 billion vehicle miles of travel."
242536,2013-09-01,2013-09-01,2013-09-30,"The volume of traffic on roadways is estimated by individual states as part of the Highway Statistics program.; Objective facts about the Traffic and Transportation situation:
Traffic counts help planners understand travel patterns in a region, and the most recent traffic counts can be found on the NOACA GIS Portal. 
Annual average daily traffic (AADT) is a measure of the total volume of traffic on a road segment over a year.; State highway agencies collect and maintain traffic volume data for State-controlled roads, which are shared with the U.S. Department of Transportation.; Historical traffic volumes have been examined to understand traffic out and within lanes/ramps open to travel.; Most motor gasoline sold in the United States contains up to 10% ethanol by volume.; Crash rates describe the number of crashes in a given period as compared to the traffic volume (or exposure).","Travel on all roads and streets changed by 1.5% (3.7 billion vehicle miles) for September 2013 as compared with September 2012. The estimated travel for the month is 241.7 billion vehicle miles. Cumulative Travel for 2013 changed by 0.4% (9.8 billion vehicle miles), with an estimated total of 2233.9 billion vehicle miles of travel."
258748,2013-10-01,2013-10-01,2013-10-31,"Crash rates describe the number of crashes in a given period as compared to the traffic volume (or exposure).; Texas ports are critical to the economic growth of the state and are key components of Texas' transportation system.; Highway projects can negatively affect at-grade bikeways, paths, and trails where they are severed, leading to increased roadway traffic volumes.; The traffic count data from various sources show that modeled volumes are within +/- 3,000 of the corresponding traffic counts.; The Highway Capacity Manual (HCM) states that when freeways near capacity, traffic flow becomes unstable and prone to congestion.","Travel on all roads and streets changed by 2.3% (5.8 billion vehicle miles) for October 2013 as compared with October 2012, with an estimated 258.7 billion vehicle miles of travel. Cumulative Travel for 2013 changed by 0.6% (15.6 billion vehicle miles), with an estimated 2492.6 billion vehicle miles of travel."
240055,2013-11-01,2013-11-01,2013-11-30,"The Highway Capacity Manual (HCM) states that when freeways near capacity, traffic flow becomes unstable and prone to congestion.; Cut-through traffic should represent 25 percent or more of the total daily street volume.; Objective facts about the Traffic and Transportation situation:
The United States Department of Transportation reported 33,561 people died in motor vehicle traffic crashes in 2012, the first increase in fatalities since 2005. 
Utah serves as an essential hub in the distribution of goods and services to the Western United States, with a large volume of statewide freight traffic.; Air passenger traffic in the United States has experienced growth in passenger levels annually for domestic and international travel.; The FAA governs the nation's air traffic and would not approve a flight restriction for a launch date due to air traffic volume.","Travel on all roads and streets in the United States changed by -0.1% (-0.2 billion vehicle miles) in November 2013 compared to November 2012, with an estimated 239.5 billion vehicle miles of travel. Cumulative travel for 2013 changed by 0.6% (15.4 billion vehicle miles), with an estimated 2732.2 billion vehicle miles of travel."
241237,2013-12-01,2013-12-01,2013-12-31,"The FAA governs the nation's air traffic and would not approve a flight restriction for a launch date due to air traffic volume.; The volume of weekend travel on roads in New Hampshire shows changes in traffic volume or operational characteristics of the traffic.; The projected travel demand volume on SE Hogan Road results in the need for three southbound through lanes within the management area.; In the United States, transportation agencies are responsible for highway and transportation planning, but they have difficulty predicting traffic levels.; According to the Federal Highway Administration's Fatal Accident Reporting System, traffic volume data includes daily counts and times of roadway travel paths.; Speed limits on state roads are based on traffic volume, crash history, traffic signals, and speed study.","Travel on all roads and streets changed by 1.1% (2.7 billion vehicle miles) for December 2013 as compared with December 2012, with an estimated 240.3 billion vehicle miles of travel. Cumulative Travel for 2013 changed by 0.6% (18.1 billion vehicle miles), with an estimated 2972.3 billion vehicle miles of travel for the year."
226413,2014-01-01,2014-01-01,2014-01-31,"Speed limits on state roads are based on traffic volume, crash history, traffic signals, and speed study.; The design-hour traffic volume and the character or composition of traffic are required for intersection design.; As of 2014, there are selected corridors in Maryland with high directional traffic volumes in peak periods.; Objective facts about the Traffic and Transportation situation:
When a roadway traffic volume exceeds the roads designed capacity, the County and/or State Highway Department must determine what improvements are needed to alleviate the issue. 
The average annual daily traffic (AADT) is a commonly used parameter to measure daily traffic volume. 
Traffic volume data is obtained from permanent counters and other sources. 
There is a correlation between rainfall and road accidents in urban areas.; The Northeast Corridor region has information on air travel volumes and system performance, as well as transit ridership.","Travel on all roads and streets in the United States changed by -1.3% (-2.9 billion vehicle miles) for January 2014 as compared with January 2013, with an estimated 223.8 billion vehicle miles of travel."
213949,2014-02-01,2014-02-01,2014-02-28,"The Northeast Corridor region has information on air travel volumes and system performance, as well as transit ridership.; The Chicago region is consistently ranked as one of the most congested regions in the United States.; Objective facts about the Traffic and Transportation situation:
Traffic volumes for the Bridge of the Americas POE from the U.S. to Mexico are unavailable from CBP. 
Currently, the overall traffic volumes in the freeway HOV and general purpose lanes in the Phoenix area are monitored. 
Travel forecasts include measures of the overall volume of travel, the modes and facilities used, and the time of day. 
Commercial vehicles accounted for 16 percent of the total traffic volume. 
The horizon year of the travel demand model is 2030.; The prioritization of snow and ice response is based on traffic volume, with state routes and highways maintained by WSDOT having higher priority.; Capacity analysis, level of service, and design traffic volumes are used to determine the number of traffic lanes required.","Travel on all roads and streets in the US changed by -0.9% (-1.9 billion vehicle miles) in February 2014 compared to February 2013, with an estimated 212.6 billion vehicle miles traveled. Cumulative travel for 2014 changed by -1.1% (-4.8 billion vehicle miles), with an estimated 436.3 billion vehicle miles traveled."
253424,2014-03-01,2014-03-01,2014-03-31,"Capacity analysis, level of service, and design traffic volumes are used to determine the number of traffic lanes required.; Motor vehicle traffic volumes affect bicyclist comfort, particularly on roadways with shared travel lanes such as bicycle boulevards.; The travel time difference is calculated by the annual average daily traffic (AADT) on a roadway over 30 years.; The largest spike in passenger numbers in 2013 was for foreign carriers transporting passengers to and from the United States.; The Empire Corridor West is a two-track line that is the busiest freight track in the state, carrying one of the highest volumes on the CSXT system nationwide.; Niagara Falls crossings are the second busiest port of entry between the U.S. and Canada.","Travel on all roads and streets changed by 0.2% (0.5 billion vehicle miles) for March 2014 as compared with March 2013. The estimated travel for the month is 249.1 billion vehicle miles. Cumulative Travel for 2014 changed by -0.6% (-4.2 billion vehicle miles), with an estimated total of 685.5 billion vehicle miles of travel."
256736,2014-04-01,2014-04-01,2014-04-30,"Niagara Falls crossings are the second busiest port of entry between the U.S. and Canada.; The high traffic volumes in certain sections of roads, such as US 301 (SR 41) and State Road 55 (US 19), create mobility and safety concerns.; Massachusetts plans to expand its real-time traffic information system to all state highways by the end of the year.; The primary north-south travel corridor for international trade traffic between the US, Mexico, and Canada is Interstate 35 (I-35).; The average daily traffic volume on the Eighth Street Bridge in Allentown, PA is nearly 17,000 vehicles.","Travel on all roads and streets in the US changed by 1.8% (4.6 billion vehicle miles) for April 2014 compared to April 2013, with an estimated 254.9 billion vehicle miles traveled. Cumulative travel for 2014 changed by 0.0% (0.3 billion vehicle miles), with an estimated 940.3 billion vehicle miles of travel."
266237,2014-05-01,2014-05-01,2014-05-31,"The average daily traffic volume on the Eighth Street Bridge in Allentown, PA is nearly 17,000 vehicles.; The Cape Cod Commission collected traffic counts data in the Summer of 2019 to compare traffic volumes and understand the impacts on travel in the region during the pandemic.; Motor vehicle travel is the primary means of transportation in the United States.; The Louisiana Department of Transportation and Development (DOTD) provides traffic count data for the public road system.; The MnDOT Traffic Control Signal Design Manual provides guidelines for traffic control signal design in Minnesota.","Travel on all roads and streets in the US changed by 0.9% (2.4 billion vehicle miles) in May 2014 compared to May 2013, with an estimated 264.2 billion vehicle miles traveled. Cumulative travel for 2014 changed by 0.2% (2.9 billion vehicle miles), with an estimated 1204.5 billion vehicle miles of travel."
263459,2014-06-01,2014-06-01,2014-06-30,"The MnDOT Traffic Control Signal Design Manual provides guidelines for traffic control signal design in Minnesota.; The D-factor is a measure of the volume of traffic traveling in the higher direction, and daily adjustment factors from continuous count data are calculated for each day of the week.; The daily traffic volume is a key factor in computing Vehicle Hours Traveled (VHT), which is a measure of traffic congestion.; The volume of global trade and travel is increasing, which can lead to increased traffic volumes and congestion.; The lighting values in the American Association of State Highway and Transportation Officials are used to determine the level of lighting required on roadways.; Objective facts about the Traffic and Transportation situation: 
Traffic volume flow maps are available for Nassau County roads, and traffic counts are essential for crash modeling and analysis.","Travel on all roads and streets in the US changed by 1.4% (3.7 billion vehicle miles) for June 2014 compared to June 2013, with an estimated 261.7 billion vehicle miles traveled. Cumulative travel for 2014 changed by 0.4% (6.5 billion vehicle miles), with an estimated 1466.0 billion vehicle miles of travel."
270053,2014-07-01,2014-07-01,2014-07-31,"Objective facts about the Traffic and Transportation situation: 
Traffic volume flow maps are available for Nassau County roads, and traffic counts are essential for crash modeling and analysis.; Esri Traffic Counts data tracks peak and low traffic volume, including average daily traffic counts, and covers regions such as the United States and Oceania.; The volume of traffic affects the level of traffic noise, with heavier traffic generating more noise.; Arizona's airports reported passenger volume, with data available on a monthly and year-end basis.; Objective facts about the Traffic and Transportation situation: 
Traffic volume is a key factor in determining the level of service of a road segment, and it can be obtained from counts for existing conditions or from a travel demand model. 
Traffic volumes are used to determine the need for road widening and safety improvements. 
Traffic estimates are provided by government agencies, such as the Department for Transport (DfT) in Scotland.","Travel on all roads and streets in the US changed by 1.5% (4.0 billion vehicle miles) for July 2014 compared to July 2013, with an estimated 266.8 billion vehicle miles of travel for the month. Cumulative travel for 2014 changed by 0.6% (10.1 billion vehicle miles), with an estimated 1732.4 billion vehicle miles of travel for the year."
268831,2014-08-01,2014-08-01,2014-08-31,"Objective facts about the Traffic and Transportation situation: 
Traffic volume is a key factor in determining the level of service of a road segment, and it can be obtained from counts for existing conditions or from a travel demand model. 
Traffic volumes are used to determine the need for road widening and safety improvements. 
Traffic estimates are provided by government agencies, such as the Department for Transport (DfT) in Scotland.; The volume of traffic on the Primary Road System in Iowa is tracked, and travel speed is affected by traffic volume.; The current traffic volume and capacity are crucial factors in determining the type of intersection design, such as RCUT (Restricted Crossing U-turn) or signalized intersections.; With more than 45 million people in the United States living, working, or attending school within 300 feet of a major road, airport or railroad, there is a significant impact on air pollution and health.; As of 2014, the United States has a network of highways, railroads, waterways, and airways that facilitate passenger travel, with a recent decline in passenger miles.",Travel on all roads and streets changed by 0.4% (1.0 billion vehicle miles) for August 2014 as compared with August 2013. The estimated travel for the month is 267.8 billion vehicle miles. Cumulative Travel for 2014 changed by 0.6% (11.1 billion vehicle miles).
247688,2014-09-01,2014-09-01,2014-09-30,"Traffic volumes increased between 5 percent and over 300 percent from 2008 to 2010 across various road segments after the roads were sealed in Vanuatu.; The Federal Highway Administration and the Transportation Research Board of the National Academies have conducted research on analytical travel forecasting approaches.; The Diverging Diamond Interchange (DDI) design can reduce delay by 15-60% and increase throughput by 10-30% for higher traffic volumes.; Objective facts about the Traffic and Transportation situation:
Traffic volumes and speeds are important factors in calculating interchanges and highway capacity .
Travel time segments in Vissim can be used to obtain traffic volume data .
High traffic volume is a concern for bicycle safety .; The U.S. Department of Transportation collects and records traffic volume data on state highways through State DOTs.","Travel on all roads and streets in the US changed by 2.3% (5.6 billion vehicle miles) in September 2014 compared to September 2013, with an estimated 246.6 billion vehicle miles traveled. Cumulative travel for 2014 changed by 0.7% (16.7 billion vehicle miles), with an estimated 2246.7 billion vehicle miles traveled."
265144,2014-10-01,2014-10-01,2014-10-31,The U.S. Department of Transportation collects and records traffic volume data on state highways through State DOTs.; The U.S. Department of Transportation reports that today's traffic volumes and travel demands can be challenging.; The adopted criteria for roadway design values for through travel lanes describe design values for low-traffic volume roads.; The six U.S. Class I railroads provide freight commodity statistics to the Association of American Railroads (AAR) each year.; Regional trucking volumes in 2012 totaled 343 million tons outbound and 359 million tons inbound in the Chicago region.,"Travel on all roads and streets in the US changed by 2.6% (6.6 billion vehicle miles) in October 2014 compared to October 2013, with an estimated 264.2 billion vehicle miles traveled. Cumulative travel for 2014 changed by 0.9% (23.2 billion vehicle miles)."
241451,2014-11-01,2014-11-01,2014-11-30,"Regional trucking volumes in 2012 totaled 343 million tons outbound and 359 million tons inbound in the Chicago region.; Traffic monitoring theory, technology, and concepts are essential for understanding traffic flow and volume.; The volume of traffic on parallel arterials, travel times, and bicycle volumes are considerations in road diet analysis.; The U.S. Department of Transportation's Bureau of Transportation Statistics publishes data on transportation and traffic.; The peak hour volume in the peak direction is a measure of traffic volume.","Travel on all roads and streets in the US changed by 1.1% (2.5 billion vehicle miles) in November 2014 compared to November 2013, with an estimated 241.0 billion vehicle miles traveled. Cumulative travel for 2014 changed by 1.4% (38.2 billion vehicle miles), with a total of 2764.3 billion vehicle miles traveled."
252271,2014-12-01,2014-12-01,2014-12-31,"The U.S. Department of Transportation is involved in determining the effectiveness of road diets, which aim to reduce traffic volumes and improve safety.; Objective Facts about the Traffic and Transportation situation:
Traffic volume varies widely on certain stretches of road, such as Interstate Highway 35 between Ankeny and Ames, with an average of 35,600 vehicles per day. 
The most heavily traveled roads are prioritized for snow removal, followed by streets on a steep slope and then streets with low traffic volume. 
Traffic flow characteristics, including volume counts, are a major component of transportation inventory.; The United States Transportation Command (USTRANSCOM) is a key player in the country's transportation system.; The Eisenhower Tunnel traffic counts are available on the Colorado Department of Transportation website.; The Travel Monitoring Analysis System (TMAS) publishes monthly traffic volume data.","The total vehicle miles traveled (VMT) in December 2014 was 251.4 billion, a 5.0% increase (11.9 billion vehicle miles) compared to December 2013. The cumulative VMT for 2014 was 3015.6 billion, a 1.7% increase (50.0 billion vehicle miles) compared to 2013."
233498,2015-01-01,2015-01-01,2015-01-31,"The Travel Monitoring Analysis System (TMAS) publishes monthly traffic volume data.; Objective facts about the Traffic and Transportation situation:
Historical traffic statistics are available for daily and yearly volumes, providing data on traffic flow and speed. 
City mobility planning involves considering traffic volume, travel speed, and related context. 
The width of clear zones on roads is influenced by traffic volume, speed, and embankment slopes. 
Freeways are designed for high-volume, high-speed intercity traffic movements. 
Traffic volume history and live traffic feeds are available for certain areas.; The average daily traffic (ADT) volume on I-8 is approximately 14,000 vehicles in the vicinity of the community of Boulevard.; The National Travel Monitoring Exposition and Conference (NaTMEC) is designed to assist state DOTs with traffic count data.; The I-15 corridor experiences high traffic volume and special events, affecting travel along the corridor and daily life for residents in the area.","Travel on all roads and streets changed by 4.9% (11.1 billion vehicle miles) for January 2015 as compared with January 2014. The estimated travel for the month is 237.4 billion vehicle miles. The seasonally adjusted vehicle miles traveled for January 2015 is 257.9 billion miles, a 5.1% (12.5 billion vehicle miles) increase over January 2014."
